"gene","module","kME"
"MEGF6",1,NA
"LRRC32",1,NA
"PARPBP",1,NA
"CKS2",1,NA
"F10",1,NA
"LY86",1,NA
"LCP2",1,NA
"VAV1",1,NA
"MMP7",0,NA
"RT1-EC2",1,NA
"FXYD5",1,NA
"MBOAT1",1,NA
"TBX4",1,NA
"CSF3R",1,NA
"CXCL10",1,NA
"LOC102557439",2,NA
"SERPINE1",1,NA
"LOC100359539",1,NA
"OSGIN1",1,NA
"LOC102553978",1,NA
"LRRC17",6,NA
"CNDP1",1,NA
"ITGB2",1,NA
"EYA2",1,NA
"CMTM7",1,NA
"SHCBP1",1,NA
"RIPK3",1,NA
"LOC100911217",1,NA
"LCP1",1,NA
"LOC102547821",0,NA
"RGD1559600",0,NA
"IFI30",1,NA
"HCK",1,NA
"LILRB3",1,NA
"C3",1,NA
"GPR84",1,NA
"ACVR1C",1,NA
"SERPING1",1,NA
"TMEM27",0,NA
"PDLIM2",1,NA
"LILRA3",2,NA
"PDHA2",0,NA
"UNC93B1",1,NA
"PROS1",1,NA
"EMR1",1,NA
"LOC102556417",0,NA
"FXYD2",2,NA
"RGS1",1,NA
"ANXA2",1,NA
"ARPC1B",1,NA
"IFITM2",1,NA
"TMEM174",0,NA
"CHRNA3",1,NA
"C5AR1",1,NA
"TAC1",2,NA
"TMEM252",1,NA
"AADAC",1,NA
"LAPTM5",1,NA
"MMP8",1,NA
"OSM",1,NA
"PSD",1,NA
"SLCO6B1",0,NA
"TRIM6",1,NA
"GMFG",1,NA
"TRIM63",1,NA
"FYB",1,NA
"CARD14",1,NA
"FAM129A",0,NA
"ARHGAP30",1,NA
"GUSB",1,NA
"SCTR",1,NA
"LST1",1,NA
"PF4",1,NA
"CD300A",1,NA
"SGOL1",1,NA
"OLFML3",1,NA
"ITGB3",1,NA
"MS4A7",1,NA
"COL4A6",1,NA
"LOC102553868",0,NA
"RNASET2",1,NA
"NRG4",2,NA
"LOC100913004",1,NA
"GYS2",1,NA
"TP53INP1",0,NA
"LOC100360128",1,NA
"TIFAB",1,NA
"NS5ATP9",1,NA
"C1QA",1,NA
"CFD",1,NA
"FAM105A",1,NA
"CCNA2",1,NA
"HFE",1,NA
"ADAMTS12",1,NA
"ENTPD1",1,NA
"LCN2",1,NA
"GPR34",1,NA
"BIK",1,NA
"S100A8",1,NA
"FBLIM1",1,NA
"SLPI",1,NA
"SERPINB1A",1,NA
"C7",1,NA
"PLEK",1,NA
"TMEM37",1,NA
"TOP2A",1,NA
"MGP",1,NA
"GUCY1A2",6,NA
"CYBA",1,NA
"ECT2",1,NA
"LILRA5",1,NA
"PPIC",1,NA
"VIM",1,NA
"TNFAIP8L2",1,NA
"KLK1C4",1,NA
"TUB",1,NA
"SOSTDC1",0,NA
"CD33",1,NA
"S100A6",1,NA
"RBP1",1,NA
"CD1D1",1,NA
"LOC100909630",1,NA
"LOC100911353",2,NA
"LOC100910855",1,NA
"FCGR1A",1,NA
"CXCL16",1,NA
"HMOX1",1,NA
"ACP5",1,NA
"EBF2",0,NA
"KLKB1",1,NA
"KLK1C9",0,NA
"CLDN22",1,NA
"MPEG1",1,NA
"OSR2",1,NA
"FAM109B",1,NA
"V1RA14",0,NA
"LOC102554579",1,NA
"TEKT5",0,NA
"FES",1,NA
"MEOX2",0,NA
"CSF1R",1,NA
"AHSP",2,NA
"SCGB1D2",0,NA
"MRC1",1,NA
"AMY2A3",2,NA
"SMPX",0,NA
"DNASE2",1,NA
"DCN",1,NA
"FCGBPL1",1,NA
"C2",1,NA
"WNT10A",2,NA
"KCNH7",1,NA
"CDK5RAP1",3,NA
"PTPN7",1,NA
"GEN1",1,NA
"OPN1MW",0,NA
"RAB32",1,NA
"CASP6",1,NA
"CYP2C6V1",2,NA
"STFA2L3",0,NA
"LOC102551991",0,NA
"HTR5B",5,NA
"DAPP1",1,NA
"CCDC109B",1,NA
"ALX1",1,NA
"IL10",0,NA
"GALR1",0,NA
"LGALS3BP",1,NA
"SHC1",1,NA
"ZBP1",1,NA
"LOC102546420",0,NA
"LOC286987",5,NA
"PROL1",1,NA
"UGT1A1",1,NA
"SVAL1",0,NA
"LOC100910934",1,NA
"LOC100911597",2,NA
"MBNL3",1,NA
"UNCX",1,NA
"HES2",1,NA
"PATE4",1,NA
"ASGR1",1,NA
"TNFSF4",1,NA
"LOC102553264",0,NA
"C4A",1,NA
"LOC102552128",0,NA
"KLHL14",5,NA
"CPZ",1,NA
"CTRB1",1,NA
"IL18",1,NA
"MEFV",1,NA
"PDE3A",0,NA
"LOC102546856",1,NA
"LOXL1",1,NA
"LOC102548267",1,NA
"COL18A1",1,NA
"BNC1",2,NA
"PEG12",1,NA
"LOC102552909",0,NA
"PSMB8",1,NA
"NMUR2",1,NA
"CST9L",1,NA
"SLC7A7",1,NA
"CRABP2",1,NA
"TUBB6",1,NA
"LOC102553672",1,NA
"MCPT3",2,NA
"ANXA3",1,NA
"LOC685108",1,NA
"BIN2",1,NA
"ARHGAP9",1,NA
"KCNB2",1,NA
"RGD1565222",1,NA
"HOXC8",0,NA
"CLIC1",1,NA
"UBE2C",1,NA
"CCNB2",1,NA
"P2RY6",1,NA
"TACR2",4,NA
"LOC102546864",1,NA
"CETN1",0,NA
"S100A4",1,NA
"RHOX5",1,NA
"GSDMD",1,NA
"LGALS1",1,NA
"STOM",1,NA
"PBK",1,NA
"MPP7",1,NA
"GOLM1",1,NA
"CD36",1,NA
"RTP3",1,NA
"SFTA2",0,NA
"CSF2RA",1,NA
"MYF6",0,NA
"LOC686124",0,NA
"CLDN8",0,NA
"PON3",1,NA
"DMRTA1",0,NA
"POU4F1",0,NA
"SPRR3",5,NA
"FGF18",5,NA
"NCKAP1L",1,NA
"ARC",1,NA
"CLEC4A",1,NA
"LOC100909714",0,NA
"PLIN2",1,NA
"FGF10",0,NA
"C8A",2,NA
"LECT1",0,NA
"ST14",1,NA
"GBP2",1,NA
"PRL7B1",0,NA
"F2RL3",1,NA
"GNAT1",2,NA
"HRH4",0,NA
"LOC102552654",0,NA
"CCL21",0,NA
"LY6G6C",0,NA
"DLGAP2",1,NA
"SCN4A",0,NA
"TLR2",1,NA
"RGD1562652",2,NA
"HSPB1",1,NA
"CHRM1",1,NA
"MMP2",1,NA
"SLC10A2",0,NA
"DAB2",1,NA
"SLC47A1",6,NA
"CRYBA1",1,NA
"PARK2",1,NA
"MS4A6A",1,NA
"LOC102549198",1,NA
"PAX9",0,NA
"LOC102548331",3,NA
"APOC4",1,NA
"EMP1",1,NA
"DEFB1",6,NA
"ATP6AP1L",2,NA
"FNDC3C1",1,NA
"KLK1C8",0,NA
"ZP3",0,NA
"SERPINB2",3,NA
"ANPEP",1,NA
"AFP",0,NA
"FIGNL1",0,NA
"SLC39A2",1,NA
"SPDEF",6,NA
"FGD2",1,NA
"PLA2G4E",2,NA
"LOC102549097",1,NA
"TMEM176A",1,NA
"TUSC5",1,NA
"CNN2",1,NA
"EXO1",1,NA
"GKN2",3,NA
"CTSK",1,NA
"SMPDL3A",1,NA
"MGST2",1,NA
"VWA3B",1,NA
"SERPINA5",1,NA
"SERPINB7",0,NA
"NUSAP1",1,NA
"HMGB4",0,NA
"GRN",1,NA
"TDRD12",1,NA
"UGT2B15",0,NA
"FGD4",0,NA
"AMY1A",4,NA
"KLK8",5,NA
"MX1",1,NA
"LOC102555173",1,NA
"TBXAS1",1,NA
"EAR11",0,NA
"PANX3",2,NA
"SECTM1B",1,NA
"PTTG1",1,NA
"CYP3A2",5,NA
"RHOH",1,NA
"PRR21",0,NA
"LY96",1,NA
"MYOZ2",0,NA
"CD163",1,NA
"DKK2",0,NA
"LOC100363236",0,NA
"LRRC71",6,NA
"FABP9",0,NA
"PRL7D1",1,NA
"SERPINA7",1,NA
"RASL10B",0,NA
"LOC685067",1,NA
"CRP",0,NA
"HOXA9L",0,NA
"SYCP1",0,NA
"LOC100364877",0,NA
"S100VP",1,NA
"CDK5R2",1,NA
"IL10RA",1,NA
"BMP8A",0,NA
"SCGB1B30",0,NA
"RCVRN",1,NA
"PTGIS",1,NA
"F5",1,NA
"ALPI",0,NA
"SULT2A2",0,NA
"TNNI3",0,NA
"ARHGAP4",1,NA
"KLRG1",0,NA
"MYO18B",1,NA
"CMTM3",1,NA
"ELK3",1,NA
"CCR1",1,NA
"TULP1",0,NA
"TM4SF20",0,NA
"FTCD",3,NA
"HHEX",1,NA
"PSBPC2",0,NA
"CLEC4A1",1,NA
"CDCA3",1,NA
"GJB2",1,NA
"STAP1",1,NA
"LOC102554049",0,NA
"COX4I2",0,NA
"LOC100911863",1,NA
"GPER1",1,NA
"LRRC15",2,NA
"IGSF10",1,NA
"PSMB9",1,NA
"PRSS1",0,NA
"LOC100911784",0,NA
"MCPT10",1,NA
"UBE2U",0,NA
"FCN1",1,NA
"CYSS",0,NA
"VCSA2",0,NA
"TLR4",1,NA
"TPO",1,NA
"PRL3D4",0,NA
"PSG19",1,NA
"MMP14",1,NA
"TMEM176B",1,NA
"AEBP1",1,NA
"TMEM173",1,NA
"SLC15A3",1,NA
"PTPN18",1,NA
"LOC102555739",0,NA
"GZMF",1,NA
"PNMT",1,NA
"FGF3",0,NA
"LOC102552869",0,NA
"ACACB",0,NA
"LOC102552347",0,NA
"LOC102553131",1,NA
"LOC100366216",0,NA
"NR1I3",2,NA
"TFAP2A",2,NA
"IL2",0,NA
"ANKEF1",0,NA
"CHRNA9",4,NA
"ABCA1",1,NA
"SIX1",6,NA
"SLC2A5",1,NA
"MGST1",1,NA
"SEC14L3",3,NA
"CCNO",0,NA
"LOXL2",1,NA
"GCG",0,NA
"PRRG4",1,NA
"PDGFRL",1,NA
"TGFBI",1,NA
"CFH",1,NA
"VOM1R102",0,NA
"DDIAS",1,NA
"DSC1",5,NA
"RNASE2",0,NA
"KLHL6",1,NA
"NID2",1,NA
"FABP6",2,NA
"LOC102553822",0,NA
"SLC16A10",1,NA
"IGF2",1,NA
"RAX",0,NA
"ACPP",2,NA
"FAM212A",1,NA
"LBP",1,NA
"ADH1",1,NA
"CDKN3",1,NA
"BCL2",0,NA
"PRPG1",0,NA
"FAM13A",0,NA
"TAGAP",1,NA
"RHBDF2",1,NA
"CAMP",1,NA
"TMED6",1,NA
"MGC114529",0,NA
"LOC100910845",0,NA
"LOC102555054",0,NA
"PLAUR",1,NA
"RGD1562392",2,NA
"CITED1",1,NA
"CENPW",1,NA
"MMRN1",0,NA
"KCNN3",0,NA
"CCDC3",1,NA
"LRRC19",2,NA
"CASC5",1,NA
"IL10RB",1,NA
"FGL2",1,NA
"C1R",1,NA
"RIPK4",2,NA
"HIF3A",0,NA
"BTG4",2,NA
"SLC16A8",0,NA
"RASA4",1,NA
"NFE2",1,NA
"COX8B",0,NA
"LOC102551634",0,NA
"LOC102555751",1,NA
"RBL1",1,NA
"SLC5A12",1,NA
"RASSF4",1,NA
"LOC100910497",1,NA
"CLEC9A",0,NA
"LOC102551306",0,NA
"SAP25",2,NA
"CDCA8",1,NA
"LOC102550747",0,NA
"CAMK2N2",0,NA
"SOAT1",1,NA
"LOC102555472",1,NA
"LOC102556108",4,NA
"RHOD",1,NA
"SKAP2",1,NA
"SEMA3A",1,NA
"PRKAR2A",0,NA
"PRL8A9",1,NA
"GCNT1",1,NA
"LOC102555063",0,NA
"TGFBR1",1,NA
"SPINT1",1,NA
"MRGPRF",1,NA
"HIST1H2AA",1,NA
"RARRES1",1,NA
"CPA1",0,NA
"LOC102553921",0,NA
"GRID1",0,NA
"POMC",0,NA
"PLCG2",1,NA
"IRF5",1,NA
"CEP350",0,NA
"TLR7",1,NA
"HBB",1,NA
"MYH4",3,NA
"DOCK8",1,NA
"UPK1B",6,NA
"PIEZO1",1,NA
"DMBT1",0,NA
"NLRP6",1,NA
"EMILIN3",0,NA
"AURKB",1,NA
"LOX",1,NA
"LOC290876",1,NA
"FABP1",3,NA
"PERM1",1,NA
"HRH2",0,NA
"SFRP5",0,NA
"AGPAT2",1,NA
"EMILIN1",1,NA
"VOM2R-PS45",1,NA
"LOC100911405",0,NA
"AREG",0,NA
"HOXD1",2,NA
"ADA",1,NA
"KIFC1",1,NA
"GPSM3",1,NA
"EMP3",1,NA
"CDH23",2,NA
"TRPC5",0,NA
"CYP3A18",5,NA
"SLC22A12",0,NA
"OAS1B",0,NA
"BPIFB2",1,NA
"SGCG",4,NA
"LYZ2",1,NA
"CPXM1",1,NA
"ISM2",0,NA
"APOC1",1,NA
"FOXM1",1,NA
"PLAGL1",6,NA
"LRRC8E",1,NA
"MAFB",1,NA
"PLEK2",0,NA
"ANGPTL3",0,NA
"CD79B",5,NA
"SASH3",1,NA
"CCL9",1,NA
"KBTBD6",0,NA
"FLI1",1,NA
"ST6GALNAC2",1,NA
"LOC102550198",0,NA
"TNFSF11",0,NA
"EFCAB4A",1,NA
"PCYT1B",1,NA
"LAMA1",1,NA
"BHMT2",3,NA
"TAS2R118",0,NA
"FGF17",0,NA
"DNMT3B",0,NA
"PRP15",2,NA
"GALNT4",1,NA
"GPR6",2,NA
"LOC102551963",1,NA
"DMGDH",1,NA
"IL13RA1",1,NA
"LOC102555810",0,NA
"FBXO39",1,NA
"GPR173",1,NA
"MAGEB16",0,NA
"HCLS1",1,NA
"LOC102551856",0,NA
"STEAP4",1,NA
"MSMB",0,NA
"RGD1561551",0,NA
"S100A5",2,NA
"SBP",1,NA
"HOXA9",0,NA
"SLCO1A5",0,NA
"COLEC12",1,NA
"LOC102546378",5,NA
"CPED1",1,NA
"ELMO3",1,NA
"SYN3",0,NA
"CEL",0,NA
"LOC682408",0,NA
"ZBTB7B",1,NA
"CAR3",2,NA
"APBB1IP",1,NA
"LOC100134871",0,NA
"IGFBP2",1,NA
"ALDH3A1",1,NA
"ANKRD2",0,NA
"MGC93861",0,NA
"LOC687035",2,NA
"KRT13",0,NA
"WBP2",0,NA
"ABHD15",1,NA
"CYSLTR1",0,NA
"ENPP3",1,NA
"RT1-T24-4",1,NA
"MUC5AC",1,NA
"LOC102555408",0,NA
"SP110",1,NA
"SLC10A7",1,NA
"ARHGDIB",1,NA
"NTSR1",1,NA
"RBP2",0,NA
"ITGB1BP2",0,NA
"VOM1R97",0,NA
"WFDC5",0,NA
"TERT",0,NA
"ZFP819",1,NA
"FGF8",0,NA
"LOC102554819",0,NA
"LOC100911558",0,NA
"ENPP1",1,NA
"LOC102550750",0,NA
"CTSM",1,NA
"DHRS7",0,NA
"PRL3B1",0,NA
"POLE2",1,NA
"NUPR1",1,NA
"TXLNB",1,NA
"PRL3D1",1,NA
"C6",1,NA
"LOC100909487",5,NA
"LOC102556054",5,NA
"HES5",1,NA
"SMLR1",0,NA
"LOC102549716",1,NA
"RAB3IL1",1,NA
"TEX33",4,NA
"KCNMB1",0,NA
"SAMSN1",1,NA
"LOC100910201",1,NA
"VOM2R31",0,NA
"MFAP2",1,NA
"KIF2C",1,NA
"LOC100911864",1,NA
"ABI3",1,NA
"LGALS12",2,NA
"FITM1",1,NA
"LOC102557494",2,NA
"LOC100909593",1,NA
"HBG1",0,NA
"SGOL2",1,NA
"LOC102554754",0,NA
"ALOX5AP",1,NA
"NPC2",1,NA
"LOC100912214",0,NA
"PRC1",1,NA
"MELK",1,NA
"CMKLR1",1,NA
"LOC102546943",0,NA
"ARHGAP8",2,NA
"TFPI2",1,NA
"GSTA3",0,NA
"ANTXR2",1,NA
"SERPINA3N",1,NA
"LOC688251",0,NA
"SVS5",0,NA
"CFHR1",0,NA
"ICAM1",1,NA
"MMP11",6,NA
"FAM209A",0,NA
"SLC26A3",0,NA
"LOC100909748",0,NA
"RNASE12",1,NA
"BTK",1,NA
"SPAM1",0,NA
"CXCR4",1,NA
"ISLR",1,NA
"CHRNB2",0,NA
"FAM19A3",1,NA
"LOC102555133",0,NA
"PTPLAD2",1,NA
"ADH7",1,NA
"CDON",0,NA
"SULT1B1",0,NA
"CDKN2A",1,NA
"E2F8",1,NA
"GLB1L",6,NA
"PRSS8",0,NA
"LOC102554959",1,NA
"GGTA1P",1,NA
"GRHL3",0,NA
"AVPR1A",0,NA
"SULT1A1",1,NA
"PIK3AP1",1,NA
"CRYGD",1,NA
"TMEM196",2,NA
"HSPA1L",0,NA
"C3AR1",1,NA
"OCM2",1,NA
"IL1RL1",1,NA
"CAPN6",1,NA
"LOC102552970",0,NA
"ANGPT1",2,NA
"TMEM139",0,NA
"MEOX1",0,NA
"KCNH4",1,NA
"PRL2A1",0,NA
"MAK",1,NA
"PRL3C1",3,NA
"PPP1R18",1,NA
"CD209F",1,NA
"GJB4",0,NA
"EPX",0,NA
"NEUROG1",1,NA
"SMTNL1",1,NA
"LOC102547238",0,NA
"FGF19",3,NA
"ZC2HC1B",0,NA
"UGT2B",1,NA
"SCPEP1",1,NA
"LOC24906",1,NA
"JSRP1",0,NA
"ESPN",0,NA
"GDPD3",0,NA
"ZMYND15",1,NA
"CCDC37",0,NA
"LOC102555037",2,NA
"CCR2",0,NA
"ADAMTS6",0,NA
"LOC102556296",0,NA
"SP3",0,NA
"LOC102550580",1,NA
"ATP4A",1,NA
"PDGFD",0,NA
"LOC102548746",0,NA
"TRH",1,NA
"SMIM23",1,NA
"BGN",1,NA
"DEFAL1",0,NA
"ODF3",3,NA
"ORM1",4,NA
"CLCA4L",1,NA
"SIGLEC5",1,NA
"ITGB6",5,NA
"NKX2-3",0,NA
"MK1",1,NA
"INMT",1,NA
"CES1D",2,NA
"ECSCR",1,NA
"FAM84B",0,NA
"FABP2",0,NA
"NPL",1,NA
"COL20A1",0,NA
"PLSCR1",1,NA
"OTP",0,NA
"RGD1562107",0,NA
"SSUH2",0,NA
"CD244",1,NA
"HMHA1",1,NA
"KLHL38",5,NA
"ADCY4",1,NA
"ASF1B",1,NA
"COL4A4",2,NA
"LOC102552166",6,NA
"LOC102550987",0,NA
"P2RX1",1,NA
"MNS1",4,NA
"LOC100909612",0,NA
"NKG7",0,NA
"TRIM30",1,NA
"FBN1",2,NA
"MAPK8IP2",0,NA
"PRL3A1",4,NA
"LOC102549904",0,NA
"SMCP",0,NA
"CCR5",1,NA
"LOC690326",4,NA
"TAF7L",0,NA
"ANGPT2",1,NA
"PIK3R6",1,NA
"CCDC155",3,NA
"LOC102557140",4,NA
"SLC29A3",1,NA
"LOC498236",2,NA
"LOC100909396",2,NA
"MSN",1,NA
"LPXN",1,NA
"STK10",1,NA
"CREB3L4",1,NA
"TBATA",0,NA
"TPM4",1,NA
"LCE1F",0,NA
"LOC100363332",1,NA
"LOC102550325",6,NA
"LAMA2",1,NA
"SAPCD2",1,NA
"CA1",0,NA
"LOC102549786",0,NA
"FOXA3",0,NA
"LOC100910270",1,NA
"SERPINF1",1,NA
"SLFN13",1,NA
"DXO",2,NA
"AMBP",0,NA
"RHO",1,NA
"PPP1R3B",6,NA
"CH25H",1,NA
"SLC25A35",0,NA
"LOC100362769",1,NA
"PAX2",6,NA
"LHX5",0,NA
"LOC102553215",2,NA
"ELOVL3",0,NA
"LRAT",0,NA
"OPLAH",1,NA
"TBX18",1,NA
"KIF20A",1,NA
"SCGB2A1",0,NA
"HOXB2",5,NA
"LAD1",1,NA
"ALS2CR11",0,NA
"RGD1562234",4,NA
"FCRL6",0,NA
"OLR1696",1,NA
"PTGDR2",2,NA
"FBP1",0,NA
"PRPMP5",5,NA
"CTSD",1,NA
"MAN2B1",1,NA
"AGFG2",0,NA
"NR0B2",1,NA
"LOC102549880",1,NA
"IFNGR1",1,NA
"APOC2",0,NA
"LOC171161",0,NA
"GLYAT",0,NA
"SPTA1",0,NA
"DSC2",1,NA
"P2RY12",1,NA
"HAVCR1",0,NA
"PRL6A1",0,NA
"UTS2R",1,NA
"PADI4",1,NA
"EPS8L3",0,NA
"GRAP2",1,NA
"LOC102547573",0,NA
"DEFA7",0,NA
"LOC100912248",0,NA
"PMF1",1,NA
"LOC102550926",2,NA
"KLK1C2",0,NA
"MAP3K8",1,NA
"VEPH1",2,NA
"CACNA1F",0,NA
"LHFPL2",1,NA
"SYNE3",2,NA
"LOC102548392",1,NA
"RT1-BA",1,NA
"CSRP3",1,NA
"HPGDS",1,NA
"LOC102551718",0,NA
"LOC290595",1,NA
"SAMT3",0,NA
"LYPD2",2,NA
"LOC102549376",1,NA
"TRAF1",0,NA
"ATF3",1,NA
"MMP10",0,NA
"SLCO2A1",1,NA
"ADAP2",1,NA
"LOC102556277",0,NA
"ERAP1",1,NA
"COL6A2",1,NA
"MYOM1",1,NA
"LOC100909556",1,NA
"LOC100366231",6,NA
"KRTCAP3",0,NA
"LOC102553598",0,NA
"TFF2",6,NA
"IFFO2",0,NA
"TMEM106A",1,NA
"SLC23A1",0,NA
"RGD1306750",0,NA
"TMEM26",1,NA
"ZDHHC19",1,NA
"HOXA3",0,NA
"SYTL3",1,NA
"CCR10",0,NA
"KRT7",1,NA
"GBA3",6,NA
"LTBP2",1,NA
"CASP1",1,NA
"LOC102550857",1,NA
"ATP8B1",1,NA
"RIBC2",2,NA
"LOC100912487",0,NA
"DENND2C",1,NA
"HAO1",0,NA
"GJD2",1,NA
"POSTN",1,NA
"CYP1A1",0,NA
"IFNG",0,NA
"PRAP1",0,NA
"CHRNA5",1,NA
"CNGA4",2,NA
"DMRT1",0,NA
"CEBPA",1,NA
"LOC680329",1,NA
"WFDC10",0,NA
"GFI1B",0,NA
"CLEC4F",1,NA
"DLL1",0,NA
"SDC1",1,NA
"KMO",1,NA
"PIEZO2",0,NA
"NEPN",0,NA
"MCPT1L1",6,NA
"NTRK1",0,NA
"HMGB2",1,NA
"BRCA2",1,NA
"SDCCAG8",3,NA
"FGF4",0,NA
"CTSE",1,NA
"ARHGAP19",1,NA
"GABRA3",2,NA
"CD3D",0,NA
"TEKT4",0,NA
"SPN",2,NA
"PRSS45",0,NA
"AQP3",1,NA
"SLFN3",1,NA
"LOC100362109",1,NA
"PQLC3",1,NA
"GAST",4,NA
"GNG11",1,NA
"ADM",1,NA
"CACNG8",1,NA
"ACTN3",2,NA
"IFITM3",1,NA
"ATP2C2",1,NA
"IL5",1,NA
"IGFL3",1,NA
"PROC",0,NA
"MSLNL",1,NA
"ABCC3",1,NA
"FCER2",1,NA
"LOC691354",0,NA
"LPAR6",1,NA
"VOM2R40",1,NA
"CD74",1,NA
"COTL1",1,NA
"ARHGAP22",1,NA
"DUSP27",0,NA
"LOC100910304",0,NA
"TNFAIP8L1",6,NA
"XDH",2,NA
"LOC100910650",0,NA
"HIPK4",0,NA
"AFF3",1,NA
"SLC26A10",0,NA
"GNAT3",4,NA
"LOC100909739",0,NA
"FAT2",0,NA
"GLRA3",0,NA
"PPP1R3A",1,NA
"GOLT1A",0,NA
"GSTM3",0,NA
"CAR12",0,NA
"DEFA5",1,NA
"ELF5",4,NA
"LOC100910973",1,NA
"LSMEM1",0,NA
"LOC100912361",3,NA
"LOC102547294",0,NA
"COL5A2",1,NA
"TFAP2B",1,NA
"PLIN3",1,NA
"RGD1563263",0,NA
"ZFP382",0,NA
"FSD2",0,NA
"SEMG1",0,NA
"VSTM4",1,NA
"NP4",0,NA
"ASPDH",1,NA
"SP140",1,NA
"LIN28A",0,NA
"ZFP217",1,NA
"IL2RA",0,NA
"CST5",1,NA
"COCH",6,NA
"MYO7B",0,NA
"FSCN3",1,NA
"TULP2",0,NA
"PDZRN4",1,NA
"XYLT1",2,NA
"LOC100911962",2,NA
"CLIC3",0,NA
"TNFRSF9",0,NA
"COL4A1",1,NA
"IGTP",1,NA
"SUSD3",1,NA
"KRT14",1,NA
"SPP2",0,NA
"RFX8",1,NA
"NEUROG3",0,NA
"LOC691932",0,NA
"ACMSD",0,NA
"LOC680254",1,NA
"LOC688090",1,NA
"FABP12",0,NA
"SVAL2",1,NA
"MYL7",0,NA
"PI4K2B",1,NA
"LOC299282",0,NA
"FBXO32",0,NA
"TREH",1,NA
"RIN3",1,NA
"GPR4",3,NA
"SYT13",2,NA
"CENPF",1,NA
"TCF3",1,NA
