,Endothelial_Sham,Endothelial_MCAO,Astrocyte_Sham,Astrocyte_MCAO,Microglia_Sham,Microglia_MCAO,Oligodendrocyte_Sham,Oligodendrocyte_MCAO,Pericyte_Sham,Pericyte_MCAO
RRS1,0.09360457385985631,0.1477077256749661,0.15700141442715726,0.21260997067449033,0.06721980030938007,0.27196824527784985,0.1457564575645758,0.29298751200768447,0.07147076196101604,0.10225505443234825
ADHFE1,0.004786597526924616,0.01174182933213673,0.1562942008486566,0.09912023460410611,0.004640697510898609,0.008759923350670672,0.018450184501845015,0.031700288184438014,0.0070880094506792675,0.008553654743390357
3110035E14RIK,0.0,0.0001495774437214868,0.0010608203677510608,0.0005865102639296188,0.0,0.0,0.0,0.0,0.0,0.0
MYBL1,0.001927935115011303,0.0014209857153541245,0.0010608203677510608,0.0011730205278592375,0.000703135986499789,0.0005474952094169176,0.0036900369003690036,0.005763688760806916,0.0029533372711163615,0.0015552099533437014
VCPIP1,0.046469884323893165,0.054446189514621574,0.06647807637906625,0.07668621700879762,0.058782168471382575,0.07350123186422126,0.06273062730627309,0.10374639769452434,0.06142941523922039,0.06026438569206858
1700034P13RIK,0.0007312857332801489,0.0008226759404681773,0.0031824611032531826,0.002346041055718475,0.0012656447756996202,0.0020531070353134403,0.0,0.0067243035542747355,0.0011813349084465446,0.0011664074650077762
SGK3,0.0771174046004509,0.07501308802632618,0.23974540311174167,0.1913489736070414,0.11868935452116487,0.10758280865042538,0.18265682656826587,0.8597502401537044,0.03662138216184292,0.0353810264385692
MCMDC2,0.0012631299029384393,0.0020192954902400716,0.00388967468175389,0.009090909090909101,0.0033750527351989893,0.004927456884752258,0.0036900369003690036,0.0038424591738712775,0.0,0.00038880248833592535
SNHG6,0.06820901475867525,0.102236182783637,0.15629420084865664,0.14604105571847673,0.07143861622837883,0.18464275937585456,0.27306273062730624,0.31316042267050864,0.13762551683402233,0.09681181959564532
TCF24,0.00019944156362185878,0.0005235210530252038,0.0010608203677510608,0.0004398826979472141,0.0005625087891998312,0.000684369011771147,0.0,0.0,0.004134672179562906,0.0015552099533437014
PPP1R42,0.0011301688605238665,0.0006730984967466906,0.04349363507779338,0.014076246334310868,0.0008437631837997468,0.0005474952094169176,0.0036900369003690036,0.0,0.0,0.0
COPS5,0.16287727695784246,0.23558447386132808,0.37906647807637905,0.35131964809383864,0.15328364505695463,0.32671776621953785,0.5424354243542409,0.5408261287223831,0.19669226225634856,0.23094867807153813
CSPP1,0.09872357399281718,0.11644603993717836,0.17963224893918028,0.14589442815249423,0.09365771340177226,0.11908020804818081,0.13099630996309977,0.12584053794428418,0.10041346721795641,0.11391912908242585
