source,target,ligand,receptor,weight
Pericyte,Endothelial,CD40LG,CD53,-0.0
Pericyte,Endothelial,CD34,SELL,-0.0
Pericyte,Endothelial,CD177,PECAM1,-0.0
Pericyte,Endothelial,CCL8,CCR5,-0.0
Pericyte,Endothelial,CCL8,CCR3,-0.0
Pericyte,Endothelial,CCL24,CCR2,-0.0
Pericyte,Endothelial,CCL2,CCR5,-0.0
Pericyte,Endothelial,CCL2,CCR3,-0.0
Pericyte,GABAergic,CCL5,ACKR1,-0.0
Pericyte,GABAergic,CCL4,GPR152,-0.0
Pericyte,GABAergic,CCL4,CCR3,-0.0
Pericyte,GABAergic,CALCB,RAMP1,-0.0
Pericyte,GABAergic,B2M,KLRC1,-0.0
Pericyte,GABAergic,B2M,KLRC2,-0.0
Pericyte,GABAergic,CAMP,IGF1R,-0.0
Pericyte,Endothelial,MFGE8,PDGFRB,-0.0
Pericyte,GABAergic,CCL11,CCR5,-0.0
Pericyte,GABAergic,CCL11,CCR3,-0.0
Pericyte,GABAergic,CCL11,CCR2,-0.0
Pericyte,GABAergic,CCL11,ACKR1,-0.0
Pericyte,GABAergic,CCL1,ACKR1,-0.0
Pericyte,GABAergic,CAMP,FPR2,-0.0
Pericyte,GABAergic,B2M,KLRD1,-0.0
Pericyte,GABAergic,CCL5,CCR3,-0.0
Pericyte,GABAergic,CCL2,ACKR1,-0.0
Pericyte,GABAergic,CCL5,CCR5,-0.0
Pericyte,GABAergic,CCL5,SDC4,-0.0
Pericyte,Endothelial,CCL2,CCR2,-0.0
Pericyte,Endothelial,CCL2,CCR1,-0.0
Pericyte,Endothelial,CCL19,CCR7,-0.0
Pericyte,Endothelial,CCL17,ACKR1,-0.0
Pericyte,Endothelial,CCL5,SDC4,-0.0
Pericyte,Endothelial,CCL8,CCR2,-0.0
Pericyte,Endothelial,LGALS3,LAG3,-0.0
Pericyte,GABAergic,CALCB,RAMP2,-0.0
Pericyte,Endothelial,LPL,GPIHBP1,-0.0
Pericyte,GABAergic,CCL19,CCR7,-0.0
Pericyte,GABAergic,CCL2,CCR3,-0.0
Pericyte,GABAergic,CCL8,CCR2,-0.0
Pericyte,GABAergic,CCL8,CCR1,-0.0
Pericyte,GABAergic,CCL8,ACKR1,-0.0
Pericyte,GABAergic,CCL7,CCR3,-0.0
Pericyte,GABAergic,CCL7,ACKR1,-0.0
Pericyte,GABAergic,APP,FPR2,-0.0
Microglia,Microglia,S100A4,CCR5,-0.0
Pericyte,Endothelial,CXCL5,CXCR2,-0.0
Microglia,Microglia,HSPA1A,GRIN2D,-0.0
Microglia,Oligodendrocyte,HDC,HRH3,-0.0
Oligodendrocyte,GABAergic,CALCA,GPR84,-0.0
Microglia,Oligodendrocyte,HP,CD163,-0.0
Microglia,Oligodendrocyte,HSPA1A,GRIN2D,-0.0
Microglia,Oligodendrocyte,IL34,PTPRZ1,-0.0
Microglia,Oligodendrocyte,IL6,MUSK,-0.0
Microglia,Oligodendrocyte,ITIH2,FCER1A,-0.0
Microglia,Oligodendrocyte,F10,F3,-0.0
Microglia,Oligodendrocyte,CXCL2,ACKR1,-0.0
Microglia,Oligodendrocyte,LGALS3,LAG3,-0.0
Microglia,Oligodendrocyte,MFGE8,PDGFRB,-0.0
Microglia,Oligodendrocyte,MSMP,CCR2,-0.0
Microglia,Oligodendrocyte,CCL8,CCR2,-0.0
Microglia,Oligodendrocyte,CCL8,CCR1,-0.0
Microglia,Pericyte,ANXA1,FPR1,-0.0
Microglia,Oligodendrocyte,GZMA,F2RL1,-0.0
Microglia,Oligodendrocyte,CCL8,ACKR1,-0.0
Microglia,Oligodendrocyte,IL6,F3,-0.0
Microglia,Oligodendrocyte,EDN1,ADGRL4,-0.0
Microglia,Pericyte,BSG,SLC16A1,-0.0
Microglia,Oligodendrocyte,CYTL1,CCR2,-0.0
Microglia,Oligodendrocyte,CXCL9,CCR3,-0.0
Microglia,Oligodendrocyte,NPY,NPY5R,-0.0
Microglia,Oligodendrocyte,NTS,NTSR2,-0.0
Microglia,Oligodendrocyte,PENK,OPRL1,-0.0
Microglia,Oligodendrocyte,PF4,ACKR1,-0.0
Microglia,Oligodendrocyte,LPL,GPIHBP1,-0.0
Microglia,Pericyte,CYTL1,CCR2,-0.0
Microglia,Oligodendrocyte,TDGF1,ACVR1C,-0.0
Microglia,Oligodendrocyte,CD177,PECAM1,-0.0
Microglia,Oligodendrocyte,CCL8,CCR5,-0.0
Microglia,Pericyte,B2M,KLRD1,-0.0
Microglia,Oligodendrocyte,CCL8,CCR3,-0.0
Microglia,Pericyte,BMP8A,TGFBR1,-0.0
Microglia,Oligodendrocyte,EDN1,EDNRB,-0.0
Microglia,Oligodendrocyte,CD40LG,CD53,-0.0
Microglia,Oligodendrocyte,CD40LG,CD9,-0.0
Microglia,Oligodendrocyte,THBS1,SDC4,-0.0
Microglia,Oligodendrocyte,CCL5,SDC4,-0.0
Microglia,Oligodendrocyte,CCL5,CCR3,-0.0
Microglia,Pericyte,CALCB,RAMP2,-0.0
Microglia,Pericyte,CALCA,GPR84,-0.0
Microglia,Oligodendrocyte,CCL5,CCR1,-0.0
Microglia,Pericyte,CALCB,GPR84,-0.0
Microglia,Oligodendrocyte,CCL5,ACKR1,-0.0
Microglia,Pericyte,CALCB,RAMP1,-0.0
Microglia,Oligodendrocyte,CCL4,GPR152,-0.0
Oligodendrocyte,Astrocyte,CFP,NCR1,-0.0
Microglia,Microglia,CCL11,CCR5,-0.0
Microglia,Microglia,CCL11,CCR3,-0.0
Microglia,Microglia,PSAP,GPR37,-0.0
Microglia,Pericyte,GZMA,F2RL1,-0.0
Microglia,Pericyte,HDC,HRH3,-0.0
Microglia,Oligodendrocyte,CCL7,ACKR1,-0.0
Microglia,Oligodendrocyte,CCL7,CCR1,-0.0
Microglia,Oligodendrocyte,CCL7,CCR2,-0.0
Microglia,Oligodendrocyte,CCL7,CCR3,-0.0
Microglia,Oligodendrocyte,TIMP1,CD63,-0.0
Microglia,Oligodendrocyte,CXCL12,AVPR1A,-0.0
Microglia,Oligodendrocyte,CXCL10,CCR3,-0.0
Microglia,Oligodendrocyte,VWF,SIRPA,-0.0
Microglia,Oligodendrocyte,CXCL10,ACKR1,-0.0
Microglia,Oligodendrocyte,XCL1,XCR1,-0.0
Microglia,Pericyte,ADM,GPR84,-0.0
Microglia,Pericyte,APOB,TREM2,-0.0
Microglia,Pericyte,ADM,RAMP1,-0.0
Microglia,Pericyte,ANGPTL4,GPIHBP1,-0.0
Microglia,Pericyte,ANGPTL4,SDC4,-0.0
Microglia,Oligodendrocyte,CD34,SELL,-0.0
Microglia,Pericyte,B2M,KLRC2,-0.0
Microglia,Oligodendrocyte,CCL4,CCR5,-0.0
Microglia,Oligodendrocyte,CCL5,CCR5,-0.0
Microglia,Oligodendrocyte,CCL7,CCR5,-0.0
Microglia,Pericyte,ADM,RAMP2,-0.0
Pericyte,Endothelial,CXCL9,ACKR1,-0.0
Microglia,Oligodendrocyte,CXCL1,CXCR2,-0.0
Microglia,Microglia,CD40LG,CD53,-0.0
Oligodendrocyte,Astrocyte,CCL11,CCR5,-0.0
Microglia,Microglia,IL6,F3,-0.0
Oligodendrocyte,Astrocyte,CCL11,CCR3,-0.0
Microglia,Oligodendrocyte,CXCL1,ACKR1,-0.0
Microglia,Oligodendrocyte,CSF3,CSF1R,-0.0
Microglia,Oligodendrocyte,CSF2,CSF1R,-0.0
Microglia,Oligodendrocyte,COL3A1,MAG,-0.0
Microglia,Pericyte,APP,FPR2,-0.0
Microglia,Oligodendrocyte,CGA,RAMP2,-0.0
Microglia,Pericyte,B2M,KLRC1,-0.0
Microglia,Oligodendrocyte,CGA,GPR84,-0.0
Microglia,Oligodendrocyte,CFP,NCR1,-0.0
Oligodendrocyte,GABAergic,CCL8,CCR5,-0.0
Microglia,Microglia,BSG,SLC16A1,-0.0
Microglia,Pericyte,EDN1,ADGRL4,-0.0
Oligodendrocyte,Astrocyte,CCL19,CCR7,-0.0
Microglia,Pericyte,F10,F3,-0.0
Microglia,Microglia,CCL4,GPR152,-0.0
Oligodendrocyte,Astrocyte,CCL24,CCR2,-0.0
Microglia,Microglia,IL34,PTPRZ1,-0.0
Microglia,Pericyte,PTN,PTPRZ1,-0.0
Oligodendrocyte,Astrocyte,CCL17,ACKR1,-0.0
Microglia,Microglia,CCL7,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL2,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL2,CCR1,-0.0
Oligodendrocyte,Astrocyte,CCL2,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL2,CCR3,-0.0
Microglia,Microglia,CCL7,CCR2,-0.0
Microglia,Microglia,CCL7,ACKR1,-0.0
Microglia,Microglia,CCL5,SDC4,-0.0
Microglia,Microglia,CCL5,CCR5,-0.0
Oligodendrocyte,Astrocyte,CCL2,CCR5,-0.0
Microglia,Microglia,CCL5,CCR3,-0.0
Microglia,Microglia,CCL5,CCR1,-0.0
Microglia,Microglia,CCL5,ACKR1,-0.0
Microglia,Microglia,CCL8,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL11,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL24,CCR3,-0.0
Oligodendrocyte,Astrocyte,B2M,KLRC1,-0.0
Microglia,Microglia,CSF3,CSF1R,-0.0
Oligodendrocyte,Astrocyte,CCL11,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL3,CCR5,-0.0
Oligodendrocyte,Astrocyte,CCL1,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CAMP,IGF1R,-0.0
Oligodendrocyte,Astrocyte,APOB,LSR,-0.0
Oligodendrocyte,Astrocyte,APOB,TREM2,-0.0
Microglia,Microglia,CSF2,CSF1R,-0.0
Oligodendrocyte,Astrocyte,APP,FPR2,-0.0
Microglia,Microglia,COL3A1,MAG,-0.0
Microglia,Microglia,CGA,RAMP2,-0.0
Microglia,Microglia,CGA,GPR84,-0.0
Microglia,Microglia,CFP,NCR1,-0.0
Microglia,Microglia,CD40LG,CD9,-0.0
Oligodendrocyte,Astrocyte,B2M,KLRC2,-0.0
Oligodendrocyte,Astrocyte,B2M,KLRD1,-0.0
Oligodendrocyte,Astrocyte,CCL4,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL4,CCR1,-0.0
Oligodendrocyte,Astrocyte,CCL28,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL3,CCR1,-0.0
Oligodendrocyte,Astrocyte,CCL3,CCR3,-0.0
Oligodendrocyte,Astrocyte,BMP8A,TGFBR1,-0.0
Microglia,Microglia,CD34,SELL,-0.0
Oligodendrocyte,Astrocyte,CALCA,GPR84,-0.0
Oligodendrocyte,Astrocyte,CALCB,GPR84,-0.0
Microglia,Oligodendrocyte,CXCL1,CXCR1,-0.0
Microglia,Microglia,CD177,PECAM1,-0.0
Oligodendrocyte,Astrocyte,CALCB,RAMP1,-0.0
Microglia,Microglia,CCL8,CCR3,-0.0
Microglia,Microglia,CCL8,CCR2,-0.0
Oligodendrocyte,Astrocyte,CALCB,RAMP2,-0.0
Oligodendrocyte,Astrocyte,CAMP,FPR2,-0.0
Microglia,Microglia,CCL8,CCR1,-0.0
Microglia,Microglia,CCL4,CCR3,-0.0
Microglia,Microglia,CCL8,CCR5,-0.0
Oligodendrocyte,GABAergic,CCL2,ACKR1,-0.0
Oligodendrocyte,Microglia,CCL11,ACKR1,-0.0
Microglia,Endothelial,GZMA,F2RL1,-0.0
Pericyte,Pericyte,CCL2,CCR2,-0.0
Pericyte,Pericyte,CCL2,CCR3,-0.0
Pericyte,Microglia,GAST,GPR152,-0.0
Pericyte,Endothelial,SAA1,FPR2,-0.0
Pericyte,Endothelial,SAA1,FPR1,-0.0
Pericyte,Endothelial,CCL11,CCR5,-0.0
Pericyte,Microglia,FN1,CD79A,-0.0
Pericyte,Pericyte,CCL4,CCR1,-0.0
Pericyte,Pericyte,CCL2,CCR5,-0.0
Pericyte,Pericyte,CCL3,CCR5,-0.0
Pericyte,Pericyte,CCL3,CCR3,-0.0
Pericyte,Pericyte,CCL3,CCR1,-0.0
Pericyte,Pericyte,CCL28,CCR3,-0.0
Pericyte,Pericyte,CCL24,CCR3,-0.0
Pericyte,Pericyte,CCL24,CCR2,-0.0
Pericyte,Pericyte,CCL2,CCR1,-0.0
Pericyte,Pericyte,SNCA,LAG3,-0.0
Pericyte,Pericyte,CCL8,ACKR1,-0.0
Pericyte,Pericyte,CCL8,CCR2,-0.0
Pericyte,Endothelial,SCT,RAMP2,-0.0
Pericyte,Pericyte,CCL11,CCR3,-0.0
Pericyte,Endothelial,SCT,GPR84,-0.0
Pericyte,Pericyte,CCL2,ACKR1,-0.0
Pericyte,Pericyte,CCL19,CCR7,-0.0
Pericyte,Pericyte,CCL17,ACKR1,-0.0
Pericyte,Pericyte,CCL11,CCR5,-0.0
Pericyte,Pericyte,CCL4,CCR3,-0.0
Pericyte,Pericyte,CCL4,CCR5,-0.0
Pericyte,Pericyte,CCL4,GPR152,-0.0
Pericyte,Pericyte,CCL5,ACKR1,-0.0
Pericyte,Pericyte,CD34,SELL,-0.0
Pericyte,Pericyte,CD177,PECAM1,-0.0
Pericyte,Pericyte,CCL8,CCR5,-0.0
Pericyte,Pericyte,CCL8,CCR3,-0.0
Pericyte,Pericyte,CCL8,CCR1,-0.0
Pericyte,Oligodendrocyte,CXCL5,ACKR1,-0.0
Pericyte,Microglia,SCT,RAMP2,-0.0
Pericyte,Microglia,NPY,NPY5R,-0.0
Pericyte,Oligodendrocyte,CCL2,ACKR1,-0.0
Pericyte,Oligodendrocyte,CCL19,CCR7,-0.0
Pericyte,Oligodendrocyte,CCL11,CCR5,-0.0
Pericyte,Oligodendrocyte,CCL11,CCR3,-0.0
Pericyte,Oligodendrocyte,CCL11,CCR2,-0.0
Pericyte,Oligodendrocyte,CCL11,ACKR1,-0.0
Pericyte,Oligodendrocyte,CCL1,ACKR1,-0.0
Pericyte,Oligodendrocyte,CAMP,IGF1R,-0.0
Pericyte,Oligodendrocyte,CAMP,FPR2,-0.0
Pericyte,Oligodendrocyte,CCL17,ACKR1,-0.0
Pericyte,Microglia,IL6,MUSK,-0.0
Pericyte,Oligodendrocyte,CCL28,CCR3,-0.0
Pericyte,Microglia,PF4,ACKR1,-0.0
Pericyte,Microglia,PNOC,OPRL1,-0.0
Pericyte,Oligodendrocyte,CCL3,CCR3,-0.0
Pericyte,Oligodendrocyte,CCL2,CCR1,-0.0
Pericyte,Oligodendrocyte,CCL2,CCR2,-0.0
Pericyte,Oligodendrocyte,CCL2,CCR3,-0.0
Pericyte,Oligodendrocyte,CCL2,CCR5,-0.0
Pericyte,Microglia,MSMP,CCR2,-0.0
Pericyte,Microglia,MFGE8,PDGFRB,-0.0
Pericyte,Microglia,LPL,GPIHBP1,-0.0
Pericyte,Microglia,PENK,OPRL1,-0.0
Pericyte,Microglia,ITIH2,FCER1A,-0.0
Pericyte,Microglia,IL6,F3,-0.0
Pericyte,Microglia,IL34,PTPRZ1,-0.0
Pericyte,Endothelial,SNCA,LAG3,-0.0
Pericyte,Microglia,HSPA1A,GRIN2D,-0.0
Pericyte,Microglia,HP,ASGR1,-0.0
Pericyte,Microglia,HDC,HRH3,-0.0
Pericyte,Microglia,GZMA,F2RL1,-0.0
Pericyte,Microglia,NTS,NTSR2,-0.0
Pericyte,Microglia,SELPLG,SELL,-0.0
Pericyte,Pericyte,SELPLG,SELL,-0.0
Pericyte,Microglia,SNCA,LAG3,-0.0
Pericyte,Microglia,HP,CD163,-0.0
Pericyte,Oligodendrocyte,CCL3,CCR5,-0.0
Pericyte,Endothelial,PF4,ACKR1,-0.0
Pericyte,Endothelial,RIMS1,SLC17A7,-0.0
Pericyte,Pericyte,PSAP,GPR37,-0.0
Pericyte,Pericyte,PTN,PTPRZ1,-0.0
Pericyte,Pericyte,TNF,VSIR,-0.0
Pericyte,Pericyte,TNF,FAS,-0.0
Pericyte,Pericyte,TDGF1,ACVR1C,-0.0
Pericyte,Pericyte,PENK,OPRL1,-0.0
Pericyte,Pericyte,PF4,ACKR1,-0.0
Pericyte,Pericyte,PGLYRP1,TREM1,-0.0
Pericyte,Pericyte,ANGPTL4,GPIHBP1,-0.0
Pericyte,Pericyte,B2M,KLRC2,-0.0
Pericyte,Pericyte,B2M,KLRC1,-0.0
Pericyte,Pericyte,APP,FPR2,-0.0
Pericyte,Pericyte,APOB,TREM2,-0.0
Pericyte,Pericyte,APOB,LSR,-0.0
Pericyte,Pericyte,ANXA1,FPR1,-0.0
Pericyte,Pericyte,PROK2,PROKR1,-0.0
Pericyte,Pericyte,B2M,KLRD1,-0.0
Pericyte,Pericyte,PPY,NPY5R,-0.0
Pericyte,Pericyte,LGALS3,LAG3,-0.0
Pericyte,Pericyte,CCL11,CCR2,-0.0
Pericyte,Pericyte,CCL11,ACKR1,-0.0
Pericyte,Pericyte,CCL1,ACKR1,-0.0
Pericyte,Oligodendrocyte,TDGF1,ACVR1C,-0.0
Pericyte,Oligodendrocyte,SNCA,LAG3,-0.0
Pericyte,Oligodendrocyte,SELPLG,SELL,-0.0
Pericyte,Oligodendrocyte,SCT,RAMP2,-0.0
Pericyte,Pericyte,CALCA,GPR84,-0.0
Pericyte,Pericyte,BSG,SLC16A1,-0.0
Pericyte,Oligodendrocyte,XCL1,XCR1,-0.0
Pericyte,Pericyte,BMP8A,TGFBR1,-0.0
Pericyte,Pericyte,NTS,NTSR2,-0.0
Pericyte,Pericyte,NPY,NPY5R,-0.0
Pericyte,Pericyte,MSMP,CCR2,-0.0
Pericyte,Pericyte,LPL,GPIHBP1,-0.0
Pericyte,Pericyte,ITIH2,FCER1A,-0.0
Pericyte,Pericyte,PNOC,OPRL1,-0.0
Pericyte,Oligodendrocyte,PPY,NPY5R,-0.0
Pericyte,Pericyte,CD40LG,CD9,-0.0
Pericyte,Endothelial,RLN3,RAMP2,-0.0
Pericyte,Endothelial,NPY,NPY5R,-0.0
Pericyte,Endothelial,NTS,NTSR2,-0.0
Pericyte,Endothelial,PROK2,PROKR1,-0.0
Pericyte,GABAergic,CCL5,CCR1,-0.0
Pericyte,Microglia,FGL1,LAG3,-0.0
Pericyte,GABAergic,APOB,TREM2,-0.0
Pericyte,GABAergic,ANXA1,FPR1,-0.0
Pericyte,Endothelial,PTN,PTPRZ1,-0.0
Pericyte,Endothelial,PSAP,GPR37,-0.0
Pericyte,Endothelial,PPY,NPY5R,-0.0
Pericyte,Endothelial,PENK,OPRL1,-0.0
Pericyte,Endothelial,PPBP,CXCR2,-0.0
Pericyte,Endothelial,PPBP,CXCR1,-0.0
Pericyte,Endothelial,PPBP,ACKR1,-0.0
Pericyte,Endothelial,TDGF1,ACVR1C,-0.0
Pericyte,Endothelial,TNF,FAS,-0.0
Pericyte,Endothelial,TNF,VSIR,-0.0
Pericyte,Endothelial,VWF,SIRPA,-0.0
Pericyte,Pericyte,CGA,GPR84,-0.0
Pericyte,Pericyte,PPBP,CXCR2,-0.0
Pericyte,Pericyte,PPBP,CXCR1,-0.0
Pericyte,Pericyte,PPBP,ACKR1,-0.0
Pericyte,Pericyte,CCL7,CCR1,-0.0
Pericyte,Pericyte,CCL7,CCR2,-0.0
Pericyte,Pericyte,CCL7,CCR5,-0.0
Pericyte,Endothelial,PNOC,OPRL1,-0.0
Pericyte,Endothelial,SELPLG,SELL,-0.0
Pericyte,Endothelial,PGLYRP1,TREM1,-0.0
Pericyte,GABAergic,APOB,LSR,-0.0
Pericyte,Endothelial,RLN3,GPR84,-0.0
Pericyte,Endothelial,S100A4,CCR5,-0.0
Pericyte,GABAergic,ANGPTL4,GPIHBP1,-0.0
Pericyte,GABAergic,ADM,RAMP1,-0.0
Pericyte,Endothelial,XCL1,XCR1,-0.0
Pericyte,Endothelial,MSMP,CCR2,-0.0
Pericyte,Pericyte,CCL7,CCR3,-0.0
Pericyte,Oligodendrocyte,GZMA,F2RL1,-0.0
Pericyte,Oligodendrocyte,GAST,CCKBR,-0.0
Pericyte,Pericyte,CXCL5,CXCR2,-0.0
Pericyte,Pericyte,FGL1,LAG3,-0.0
Pericyte,Oligodendrocyte,PPBP,CXCR2,-0.0
Oligodendrocyte,GABAergic,CXCL5,ACKR1,-0.0
Oligodendrocyte,GABAergic,EDN1,ADGRL4,-0.0
Astrocyte,Pericyte,CCL7,CCR3,-0.0
Oligodendrocyte,Pericyte,CXCL2,XCR1,-0.0
Oligodendrocyte,Pericyte,CXCL2,CXCR1,-0.0
Oligodendrocyte,Pericyte,CXCL2,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL12,AVPR1A,-0.0
Oligodendrocyte,Pericyte,CXCL10,SDC4,-0.0
Oligodendrocyte,Pericyte,CXCL10,CCR3,-0.0
Oligodendrocyte,Pericyte,CXCL3,ACKR1,-0.0
Oligodendrocyte,Microglia,PGLYRP1,TREM1,-0.0
GABAergic,Pericyte,XCL1,XCR1,-0.0
Pericyte,Pericyte,CXCL9,ACKR1,-0.0
Microglia,Endothelial,CXCL1,CXCR1,-0.0
Pericyte,Pericyte,CXCL9,CCR3,-0.0
Pericyte,Oligodendrocyte,PPBP,CXCR1,-0.0
Pericyte,Microglia,TNF,FAS,-0.0
Pericyte,Microglia,TDGF1,ACVR1C,-0.0
Pericyte,Oligodendrocyte,CALCA,GPR84,-0.0
Pericyte,Oligodendrocyte,CALCB,GPR84,-0.0
Pericyte,Oligodendrocyte,B2M,KLRD1,-0.0
Pericyte,Oligodendrocyte,BMP8A,TGFBR1,-0.0
Pericyte,Oligodendrocyte,PPBP,ACKR1,-0.0
Pericyte,Pericyte,EDN1,EDNRB,-0.0
Pericyte,Pericyte,GAST,GPR152,-0.0
Pericyte,Pericyte,GAST,CCKBR,-0.0
Pericyte,Pericyte,FN1,MAG,-0.0
Pericyte,Pericyte,CXCL5,ACKR1,-0.0
Pericyte,Pericyte,FN1,CD79A,-0.0
Pericyte,Pericyte,F10,F3,-0.0
Pericyte,Pericyte,EDN1,ADGRL4,-0.0
Pericyte,Pericyte,CYTL1,CCR2,-0.0
Endothelial,Astrocyte,CXCL1,CXCR2,-0.0
Endothelial,Astrocyte,CXCL1,CXCR1,-0.0
Endothelial,Astrocyte,CXCL1,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL5,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL3,CXCR2,-0.0
Endothelial,Astrocyte,CGA,RAMP2,-0.0
Endothelial,Astrocyte,CXCL10,ACKR1,-0.0
Endothelial,Astrocyte,CGA,GPR84,-0.0
Endothelial,Astrocyte,CD40LG,CD9,-0.0
Endothelial,Astrocyte,CXCL5,CXCR1,-0.0
Endothelial,Astrocyte,CXCL3,CXCR2,-0.0
Endothelial,Astrocyte,CXCL3,CXCR1,-0.0
Endothelial,Astrocyte,CXCL3,ACKR1,-0.0
Endothelial,Astrocyte,CXCL2,XCR1,-0.0
Endothelial,Astrocyte,CXCL2,CXCR2,-0.0
Endothelial,Astrocyte,CXCL2,CXCR1,-0.0
Endothelial,Astrocyte,CXCL2,ACKR1,-0.0
Endothelial,Astrocyte,CXCL5,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL5,CXCR1,-0.0
Oligodendrocyte,Pericyte,CXCL5,CXCR2,-0.0
Oligodendrocyte,Pericyte,CXCL9,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL9,CCR3,-0.0
Endothelial,Astrocyte,CSF3,CSF1R,-0.0
Endothelial,Astrocyte,CSF2,CSF1R,-0.0
Endothelial,Astrocyte,COL3A1,MAG,-0.0
Oligodendrocyte,Pericyte,CXCL2,CXCR2,-0.0
Oligodendrocyte,Pericyte,CXCL3,CXCR1,-0.0
Endothelial,Astrocyte,CCL17,ACKR1,-0.0
Oligodendrocyte,Pericyte,CXCL1,CXCR2,-0.0
Pericyte,Microglia,TNF,VSIR,-0.0
Oligodendrocyte,Pericyte,CCL8,CCR2,-0.0
Oligodendrocyte,Pericyte,CCL8,ACKR1,-0.0
Oligodendrocyte,Pericyte,CCL7,CCR5,-0.0
Oligodendrocyte,Pericyte,CD34,SELL,-0.0
Oligodendrocyte,Pericyte,EDN1,EDNRB,-0.0
Oligodendrocyte,Pericyte,CXCL1,CXCR1,-0.0
Oligodendrocyte,Pericyte,CXCL10,ACKR1,-0.0
Oligodendrocyte,Pericyte,CYTL1,CCR2,-0.0
Oligodendrocyte,Pericyte,CCL8,CCR1,-0.0
Pericyte,Oligodendrocyte,GAST,GPR152,-0.0
Pericyte,Microglia,XCL1,XCR1,-0.0
Pericyte,Oligodendrocyte,ANGPTL4,GPIHBP1,-0.0
Pericyte,Microglia,PGLYRP1,TREM1,-0.0
Pericyte,Microglia,PPBP,CXCR1,-0.0
Pericyte,Microglia,RIMS1,SLC17A7,-0.0
Pericyte,Microglia,PTN,PTPRB,-0.0
Pericyte,Microglia,PSAP,GPR37,-0.0
Pericyte,Microglia,PROK2,PROKR1,-0.0
Pericyte,Microglia,PPY,NPY5R,-0.0
Pericyte,Microglia,PPBP,CXCR2,-0.0
Pericyte,Oligodendrocyte,CCL24,CCR2,-0.0
Pericyte,Oligodendrocyte,CCL24,CCR3,-0.0
Pericyte,Oligodendrocyte,CALCB,RAMP2,-0.0
Pericyte,Pericyte,HP,ASGR1,-0.0
Pericyte,Pericyte,CXCL12,AVPR1A,-0.0
Pericyte,Pericyte,CXCL10,SDC4,-0.0
Pericyte,Pericyte,CXCL3,CXCR1,-0.0
Pericyte,Microglia,RLN3,RAMP2,-0.0
Pericyte,Pericyte,CXCL10,CCR3,-0.0
Pericyte,Microglia,S100A4,CCR5,-0.0
Pericyte,Microglia,SAA1,FPR2,-0.0
Pericyte,Oligodendrocyte,FN1,CD79A,-0.0
Pericyte,Oligodendrocyte,FGL1,LAG3,-0.0
Pericyte,Oligodendrocyte,F10,F3,-0.0
Pericyte,Oligodendrocyte,EDN1,EDNRB,-0.0
Pericyte,Oligodendrocyte,HDC,HRH3,-0.0
Pericyte,Oligodendrocyte,EDN1,ADGRL4,-0.0
Pericyte,Oligodendrocyte,CXCL9,CCR3,-0.0
Pericyte,Oligodendrocyte,CXCL9,ACKR1,-0.0
Pericyte,Oligodendrocyte,CXCL5,CXCR2,-0.0
Pericyte,Oligodendrocyte,CXCL5,CXCR1,-0.0
Pericyte,Oligodendrocyte,CCL3,CCR1,-0.0
Pericyte,Microglia,PTN,PTPRZ1,-0.0
Pericyte,Microglia,PPBP,ACKR1,-0.0
Pericyte,Microglia,RLN3,GPR84,-0.0
Pericyte,Microglia,SCT,GPR84,-0.0
Pericyte,Microglia,SAA1,FPR1,-0.0
Pericyte,Pericyte,CXCL1,CXCR2,-0.0
Pericyte,Pericyte,CXCL1,CXCR1,-0.0
Pericyte,Pericyte,CXCL1,ACKR1,-0.0
Pericyte,Pericyte,SCT,GPR84,-0.0
Pericyte,Pericyte,IL6,F3,-0.0
Pericyte,Pericyte,IL34,PTPRZ1,-0.0
Pericyte,Pericyte,HSPA1A,GRIN2D,-0.0
Pericyte,Pericyte,CXCL3,ACKR1,-0.0
Pericyte,Pericyte,HP,CD163,-0.0
Pericyte,Pericyte,HDC,HRH3,-0.0
Pericyte,Oligodendrocyte,CALCB,RAMP1,-0.0
Pericyte,Pericyte,GZMA,F2RL1,-0.0
Pericyte,Oligodendrocyte,B2M,KLRC2,-0.0
Pericyte,Oligodendrocyte,B2M,KLRC1,-0.0
Pericyte,Oligodendrocyte,APP,FPR2,-0.0
Pericyte,Oligodendrocyte,APOB,TREM2,-0.0
Pericyte,Oligodendrocyte,APOB,LSR,-0.0
Pericyte,Oligodendrocyte,ANXA1,FPR1,-0.0
Pericyte,Pericyte,RIMS1,SLC17A7,-0.0
Pericyte,Pericyte,CXCL2,XCR1,-0.0
