source,target,ligand,receptor,weight
Pericyte,Astrocyte,CCL3,CCR5,-0.0
Pericyte,Astrocyte,CCL3,CCR3,-0.0
Pericyte,Astrocyte,CCL7,CCR5,-0.0
Pericyte,Astrocyte,CCL8,ACKR1,-0.0
Pericyte,Astrocyte,CCL8,CCR1,-0.0
Pericyte,Astrocyte,CCL8,CCR2,-0.0
Pericyte,Astrocyte,CXCL10,CCR3,-0.0
Pericyte,Astrocyte,CXCL1,CXCR2,-0.0
Pericyte,Astrocyte,CCL7,ACKR1,-0.0
Pericyte,Astrocyte,CCL5,SDC4,-0.0
Pericyte,Astrocyte,CCL5,CCR5,-0.0
Pericyte,Astrocyte,ANGPTL4,GPIHBP1,-0.0
Pericyte,Astrocyte,CCL28,CCR3,-0.0
Pericyte,Astrocyte,CD40LG,CD53,-0.0
Pericyte,Astrocyte,CD34,SELL,-0.0
Pericyte,Astrocyte,CD177,PECAM1,-0.0
Pericyte,Astrocyte,CCL8,CCR5,-0.0
Pericyte,Astrocyte,CCL8,CCR3,-0.0
Pericyte,Astrocyte,CGA,GPR84,-0.0
Pericyte,Astrocyte,CCL24,CCR3,-0.0
Pericyte,Astrocyte,ANXA1,FPR1,-0.0
Pericyte,Astrocyte,CCL24,CCR2,-0.0
Pericyte,Astrocyte,B2M,KLRC2,-0.0
Pericyte,Astrocyte,B2M,KLRC1,-0.0
Pericyte,Astrocyte,APP,FPR2,-0.0
Pericyte,Astrocyte,APOB,TREM2,-0.0
Pericyte,Astrocyte,B2M,KLRD1,-0.0
Oligodendrocyte,Pericyte,XCL1,XCR1,-0.0
Pericyte,Astrocyte,CCL2,CCR1,-0.0
Pericyte,Astrocyte,CCL2,CCR2,-0.0
Pericyte,Astrocyte,CCL5,CCR3,-0.0
Pericyte,Astrocyte,CCL3,CCR1,-0.0
Pericyte,Astrocyte,CGA,RAMP2,-0.0
Pericyte,Astrocyte,CFP,NCR1,-0.0
Pericyte,Astrocyte,CD40LG,CD9,-0.0
Oligodendrocyte,Pericyte,TIMP1,CD63,-0.0
Oligodendrocyte,Pericyte,THBS1,SDC4,-0.0
Endothelial,Endothelial,ADM,GPR84,-0.0
Oligodendrocyte,Pericyte,TDGF1,ACVR1C,-0.0
Oligodendrocyte,Pericyte,SELPLG,SELL,-0.0
Oligodendrocyte,Pericyte,VWF,SIRPA,-0.0
Pericyte,Astrocyte,CXCL10,SDC4,-0.0
Pericyte,Astrocyte,BMP8A,TGFBR1,-0.0
Pericyte,Astrocyte,CALCB,GPR84,-0.0
Pericyte,Astrocyte,CCL2,CCR5,-0.0
Pericyte,Astrocyte,CCL2,CCR3,-0.0
Oligodendrocyte,Pericyte,SNCA,LAG3,-0.0
Astrocyte,Pericyte,CCL2,CCR3,-0.0
Endothelial,Endothelial,ADM,RAMP1,-0.0
Endothelial,Endothelial,ANXA1,FPR1,-0.0
Endothelial,Astrocyte,CCL28,CCR3,-0.0
Endothelial,Astrocyte,CCL4,GPR152,-0.0
Endothelial,Astrocyte,GAST,GPR152,-0.0
Endothelial,Astrocyte,GZMA,F2RL1,-0.0
Endothelial,Astrocyte,HDC,HRH3,-0.0
Endothelial,Astrocyte,CCL5,CCR5,-0.0
Endothelial,Astrocyte,CCL5,SDC4,-0.0
Endothelial,Astrocyte,CCL7,ACKR1,-0.0
Endothelial,Astrocyte,CALCB,RAMP1,-0.0
Endothelial,Astrocyte,CCL2,CCR3,-0.0
Endothelial,Astrocyte,CCL11,CCR2,-0.0
Endothelial,Astrocyte,CCL1,ACKR1,-0.0
Endothelial,Astrocyte,CAMP,IGF1R,-0.0
Endothelial,Astrocyte,CAMP,FPR2,-0.0
Endothelial,Astrocyte,CALCB,RAMP2,-0.0
Endothelial,Astrocyte,CCL3,CCR1,-0.0
Endothelial,Astrocyte,CALCB,GPR84,-0.0
Endothelial,Astrocyte,CCL3,CCR3,-0.0
Endothelial,Astrocyte,CCL4,CCR1,-0.0
Astrocyte,Pericyte,CCL5,CCR1,-0.0
Astrocyte,Pericyte,CCL3,CCR1,-0.0
Astrocyte,Pericyte,CCL24,CCR3,-0.0
Astrocyte,Pericyte,CCL24,CCR2,-0.0
Astrocyte,Pericyte,CCL2,CCR5,-0.0
Endothelial,Astrocyte,PGLYRP1,TREM1,-0.0
Endothelial,Astrocyte,TIMP1,CD63,-0.0
Endothelial,Astrocyte,TNF,FAS,-0.0
Endothelial,Endothelial,CALCB,RAMP2,-0.0
Endothelial,Astrocyte,CCL5,CCR3,-0.0
Endothelial,Astrocyte,CCL5,CCR1,-0.0
Endothelial,Astrocyte,CCL24,CCR2,-0.0
Endothelial,Astrocyte,CCL5,ACKR1,-0.0
Endothelial,Astrocyte,CCL4,CCR5,-0.0
Endothelial,Astrocyte,CCL4,CCR3,-0.0
Endothelial,Astrocyte,CCL3,CCR5,-0.0
Endothelial,Astrocyte,CCL7,CCR1,-0.0
Endothelial,Astrocyte,CALCA,GPR84,-0.0
Endothelial,Astrocyte,CCL11,ACKR1,-0.0
Endothelial,Endothelial,CCL11,CCR5,-0.0
Endothelial,Endothelial,CCL11,CCR3,-0.0
Endothelial,Endothelial,CCL2,CCR5,-0.0
Endothelial,Endothelial,CCL4,CCR1,-0.0
Endothelial,Endothelial,CCL4,CCR3,-0.0
Endothelial,Endothelial,CCL11,CCR2,-0.0
Endothelial,Endothelial,APOB,TREM2,-0.0
Endothelial,Endothelial,CALCA,GPR84,-0.0
Endothelial,Endothelial,BMP8A,TGFBR1,-0.0
Endothelial,Endothelial,B2M,KLRD1,-0.0
Endothelial,Endothelial,CAMP,IGF1R,-0.0
Endothelial,Endothelial,B2M,KLRC2,-0.0
Endothelial,Endothelial,APP,FPR2,-0.0
Endothelial,Endothelial,APOB,LSR,-0.0
Endothelial,Endothelial,CCL1,ACKR1,-0.0
Endothelial,Endothelial,CCL17,ACKR1,-0.0
Endothelial,Endothelial,CCL19,CCR7,-0.0
Endothelial,Endothelial,CCL2,CCR1,-0.0
Endothelial,Endothelial,CCL2,CCR2,-0.0
Endothelial,Astrocyte,CCL7,CCR5,-0.0
Endothelial,Astrocyte,CCL2,CCR5,-0.0
Endothelial,Astrocyte,CCL24,CCR3,-0.0
Endothelial,Astrocyte,CCL7,CCR2,-0.0
Endothelial,Endothelial,CAMP,FPR2,-0.0
Endothelial,Endothelial,CALCB,RAMP1,-0.0
Endothelial,Astrocyte,TNF,VSIR,-0.0
Endothelial,Endothelial,ANGPTL4,GPIHBP1,-0.0
Endothelial,Endothelial,CALCB,GPR84,-0.0
Endothelial,Endothelial,CCL3,CCR3,-0.0
Endothelial,Endothelial,CCL3,CCR1,-0.0
Endothelial,Endothelial,CCL28,CCR3,-0.0
Endothelial,Endothelial,CCL24,CCR3,-0.0
Endothelial,Endothelial,CCL11,ACKR1,-0.0
Endothelial,Endothelial,CCL24,CCR2,-0.0
Endothelial,Endothelial,CCL2,CCR3,-0.0
Endothelial,Endothelial,CCL3,CCR5,-0.0
GABAergic,Pericyte,SELPLG,SELL,-0.0
GABAergic,Oligodendrocyte,LGALS3,LAG3,-0.0
GABAergic,Pericyte,SCT,GPR84,-0.0
Endothelial,Microglia,GZMA,F2RL1,-0.0
Endothelial,Microglia,CCL2,CCR3,-0.0
Endothelial,Microglia,CCL24,CCR2,-0.0
Endothelial,Microglia,CCL28,CCR3,-0.0
Endothelial,Microglia,CCL5,SDC4,-0.0
Endothelial,Microglia,CCL3,CCR3,-0.0
Endothelial,Microglia,CCL4,CCR3,-0.0
Endothelial,Microglia,CCL4,GPR152,-0.0
Endothelial,Microglia,CCL5,ACKR1,-0.0
Endothelial,Microglia,CCL5,CCR1,-0.0
Endothelial,Microglia,CCL5,CCR3,-0.0
Endothelial,Microglia,CCL5,CCR5,-0.0
Endothelial,Microglia,CXCL1,CXCR2,-0.0
Endothelial,Microglia,CXCL10,ACKR1,-0.0
Endothelial,Microglia,CXCL10,CCR3,-0.0
Endothelial,Microglia,IL6,MUSK,-0.0
Endothelial,Microglia,HDC,HRH3,-0.0
Endothelial,Endothelial,ITIH2,FCER1A,-0.0
Endothelial,Microglia,CAMP,FPR2,-0.0
Astrocyte,Pericyte,PPY,NPY5R,-0.0
Astrocyte,Pericyte,PROK2,PROKR1,-0.0
Astrocyte,Pericyte,PSAP,GPR37,-0.0
Astrocyte,Pericyte,PTN,PTPRZ1,-0.0
Astrocyte,Pericyte,RIMS1,SLC17A7,-0.0
Astrocyte,Pericyte,RLN3,GPR84,-0.0
Astrocyte,Pericyte,PPBP,CXCR2,-0.0
Astrocyte,Pericyte,CSF3,CSF1R,-0.0
Astrocyte,Pericyte,COL3A1,MAG,-0.0
Astrocyte,Pericyte,CALCA,GPR84,-0.0
Endothelial,Microglia,HP,ASGR1,-0.0
Astrocyte,Pericyte,APOB,TREM2,-0.0
Endothelial,Microglia,CALCB,RAMP2,-0.0
Endothelial,Microglia,CXCL10,SDC4,-0.0
Endothelial,Endothelial,HP,CD163,-0.0
Endothelial,Endothelial,HSPA1A,GRIN2D,-0.0
Endothelial,Endothelial,IL34,PTPRZ1,-0.0
Endothelial,Endothelial,IL6,F3,-0.0
Endothelial,Endothelial,IL6,MUSK,-0.0
Endothelial,GABAergic,CXCL2,CXCR1,-0.0
Endothelial,GABAergic,CXCL2,XCR1,-0.0
Endothelial,Endothelial,CCL5,ACKR1,-0.0
Endothelial,GABAergic,CXCL3,ACKR1,-0.0
Endothelial,Microglia,CCL8,ACKR1,-0.0
Endothelial,Microglia,CCL8,CCR1,-0.0
Endothelial,Microglia,CCL8,CCR2,-0.0
Endothelial,Microglia,CCL8,CCR3,-0.0
Endothelial,Microglia,CCL17,ACKR1,-0.0
Endothelial,Microglia,CCL19,CCR7,-0.0
Endothelial,Microglia,CCL2,ACKR1,-0.0
Endothelial,Microglia,CCL2,CCR2,-0.0
Endothelial,Microglia,HSPA1A,GRIN2D,-0.0
Endothelial,Microglia,IL34,PTPRZ1,-0.0
Endothelial,Microglia,IL6,F3,-0.0
Endothelial,Microglia,ITIH2,FCER1A,-0.0
Endothelial,Microglia,GAST,CCKBR,-0.0
Endothelial,Microglia,LPL,GPIHBP1,-0.0
Endothelial,Microglia,MFGE8,PDGFRB,-0.0
Endothelial,Microglia,MSMP,CCR2,-0.0
Endothelial,Microglia,NPY,NPY5R,-0.0
Endothelial,Microglia,NTS,NTSR2,-0.0
Endothelial,Microglia,GAST,GPR152,-0.0
Endothelial,Microglia,FN1,CD79A,-0.0
Endothelial,Microglia,HP,CD163,-0.0
Endothelial,Endothelial,HP,ASGR1,-0.0
Astrocyte,Pericyte,APP,FPR2,-0.0
Astrocyte,Pericyte,B2M,KLRC2,-0.0
Astrocyte,Pericyte,ADM,GPR84,-0.0
Astrocyte,Oligodendrocyte,SCT,RAMP2,-0.0
Astrocyte,Oligodendrocyte,SCT,GPR84,-0.0
Astrocyte,Pericyte,ANXA1,FPR1,-0.0
Astrocyte,Pericyte,CALCB,RAMP1,-0.0
Astrocyte,Pericyte,CALCB,RAMP2,-0.0
Astrocyte,Pericyte,CAMP,FPR2,-0.0
Astrocyte,Pericyte,CAMP,IGF1R,-0.0
Astrocyte,Pericyte,CCL1,ACKR1,-0.0
Astrocyte,Pericyte,CCL11,ACKR1,-0.0
Astrocyte,Pericyte,CCL11,CCR2,-0.0
Astrocyte,Pericyte,APOB,LSR,-0.0
Astrocyte,Pericyte,ANGPTL4,GPIHBP1,-0.0
Astrocyte,Pericyte,CCL11,CCR5,-0.0
Astrocyte,Oligodendrocyte,SNCA,LAG3,-0.0
Astrocyte,Oligodendrocyte,S100A4,CCR5,-0.0
Astrocyte,Oligodendrocyte,SAA1,FPR1,-0.0
Astrocyte,Oligodendrocyte,SAA1,FPR2,-0.0
Astrocyte,Pericyte,BSG,SLC16A1,-0.0
Astrocyte,Pericyte,VWF,SIRPA,-0.0
Astrocyte,Pericyte,SAA1,FPR1,-0.0
Astrocyte,Pericyte,THBS1,SDC4,-0.0
Endothelial,Endothelial,CCL5,CCR1,-0.0
Endothelial,Endothelial,CCL4,GPR152,-0.0
Astrocyte,Oligodendrocyte,RLN3,RAMP2,-0.0
Endothelial,Astrocyte,B2M,KLRC2,-0.0
Astrocyte,Pericyte,EDN1,ADGRL4,-0.0
Astrocyte,Pericyte,EDN1,EDNRB,-0.0
Endothelial,GABAergic,TIMP1,CD63,-0.0
Astrocyte,Pericyte,CCL7,ACKR1,-0.0
Astrocyte,Pericyte,B2M,KLRC1,-0.0
Astrocyte,Pericyte,CCL8,CCR2,-0.0
Astrocyte,Pericyte,CCL17,ACKR1,-0.0
Astrocyte,Pericyte,CSF2,CSF1R,-0.0
Astrocyte,Pericyte,RLN3,RAMP2,-0.0
Astrocyte,Pericyte,PPBP,CXCR1,-0.0
Astrocyte,Pericyte,PNOC,OPRL1,-0.0
Endothelial,Astrocyte,ANGPTL4,GPIHBP1,-0.0
Endothelial,Astrocyte,ANXA1,FPR1,-0.0
Endothelial,Astrocyte,APOB,LSR,-0.0
Endothelial,Astrocyte,APOB,TREM2,-0.0
Endothelial,Astrocyte,APP,FPR2,-0.0
Astrocyte,Pericyte,SAA1,FPR2,-0.0
Astrocyte,Pericyte,S100A4,CCR5,-0.0
Astrocyte,Pericyte,PPBP,ACKR1,-0.0
Astrocyte,Pericyte,NPY,NPY5R,-0.0
Astrocyte,Pericyte,NTS,NTSR2,-0.0
Astrocyte,Pericyte,PENK,OPRL1,-0.0
Astrocyte,Pericyte,PF4,ACKR1,-0.0
Astrocyte,Pericyte,PGLYRP1,TREM1,-0.0
Astrocyte,Pericyte,B2M,KLRD1,-0.0
Astrocyte,Pericyte,XCL1,XCR1,-0.0
Astrocyte,Pericyte,BMP8A,TGFBR1,-0.0
Astrocyte,Pericyte,CALCB,GPR84,-0.0
Astrocyte,Pericyte,ADM,RAMP2,-0.0
Astrocyte,Oligodendrocyte,TDGF1,ACVR1C,-0.0
Astrocyte,Oligodendrocyte,THBS1,SDC4,-0.0
Astrocyte,Oligodendrocyte,VWF,SIRPA,-0.0
Astrocyte,Oligodendrocyte,SELPLG,SELL,-0.0
Astrocyte,Oligodendrocyte,XCL1,XCR1,-0.0
Astrocyte,Pericyte,ADM,RAMP1,-0.0
Astrocyte,Pericyte,CCL11,CCR3,-0.0
Astrocyte,Pericyte,CGA,RAMP2,-0.0
Astrocyte,Pericyte,F10,F3,-0.0
Endothelial,Endothelial,HDC,HRH3,-0.0
Endothelial,Microglia,CD177,PECAM1,-0.0
Astrocyte,GABAergic,CXCL9,ACKR1,-0.0
Astrocyte,GABAergic,CXCL2,ACKR1,-0.0
Astrocyte,GABAergic,CXCL1,ACKR1,-0.0
Astrocyte,GABAergic,CXCL1,CXCR2,-0.0
Astrocyte,GABAergic,ANXA1,FPR1,-0.0
Endothelial,GABAergic,GAST,GPR152,-0.0
Astrocyte,GABAergic,APOB,TREM2,-0.0
Endothelial,GABAergic,ITIH2,FCER1A,-0.0
Endothelial,GABAergic,LPL,GPIHBP1,-0.0
Endothelial,GABAergic,MFGE8,PDGFRB,-0.0
Endothelial,GABAergic,MSMP,CCR2,-0.0
Endothelial,GABAergic,NPY,NPY5R,-0.0
Endothelial,GABAergic,IL6,MUSK,-0.0
Endothelial,GABAergic,HSPA1A,GRIN2D,-0.0
Endothelial,GABAergic,PENK,OPRL1,-0.0
Endothelial,GABAergic,PF4,ACKR1,-0.0
Endothelial,GABAergic,PNOC,OPRL1,-0.0
Endothelial,GABAergic,PPBP,ACKR1,-0.0
Endothelial,GABAergic,PPBP,CXCR1,-0.0
Endothelial,GABAergic,PPBP,CXCR2,-0.0
Endothelial,GABAergic,NTS,NTSR2,-0.0
Endothelial,GABAergic,IL6,F3,-0.0
Endothelial,Microglia,CCL11,ACKR1,-0.0
Endothelial,Microglia,CXCL2,CXCR2,-0.0
Endothelial,Microglia,CXCL2,XCR1,-0.0
Endothelial,Microglia,CXCL3,ACKR1,-0.0
Endothelial,Microglia,CXCL3,CXCR1,-0.0
Endothelial,Microglia,CXCL5,ACKR1,-0.0
Endothelial,Microglia,FGL1,LAG3,-0.0
Astrocyte,GABAergic,CXCL9,CCR3,-0.0
Endothelial,Microglia,CXCL5,CXCR1,-0.0
Astrocyte,GABAergic,CYTL1,CCR2,-0.0
Astrocyte,GABAergic,ITIH2,FCER1A,-0.0
Astrocyte,GABAergic,FN1,CD79A,-0.0
Astrocyte,GABAergic,GAST,CCKBR,-0.0
Astrocyte,GABAergic,GAST,GPR152,-0.0
Astrocyte,GABAergic,CXCL10,SDC4,-0.0
Astrocyte,GABAergic,CXCL12,AVPR1A,-0.0
Astrocyte,GABAergic,CXCL2,CXCR1,-0.0
Astrocyte,GABAergic,CXCL5,CXCR2,-0.0
Astrocyte,GABAergic,CXCL2,CXCR2,-0.0
Astrocyte,GABAergic,CXCL2,XCR1,-0.0
Astrocyte,GABAergic,CXCL3,ACKR1,-0.0
Astrocyte,GABAergic,CXCL3,CXCR1,-0.0
Astrocyte,GABAergic,CXCL3,CXCR2,-0.0
Astrocyte,GABAergic,CXCL5,ACKR1,-0.0
Astrocyte,GABAergic,CXCL5,CXCR1,-0.0
Astrocyte,GABAergic,MFGE8,PDGFRB,-0.0
Astrocyte,GABAergic,MSMP,CCR2,-0.0
Astrocyte,GABAergic,VWF,SIRPA,-0.0
Astrocyte,GABAergic,CXCL10,CCR3,-0.0
Astrocyte,Microglia,CXCL3,CXCR1,-0.0
Astrocyte,GABAergic,CXCL10,ACKR1,-0.0
Astrocyte,GABAergic,CXCL1,CXCR1,-0.0
Astrocyte,GABAergic,GZMA,F2RL1,-0.0
Astrocyte,GABAergic,HDC,HRH3,-0.0
Astrocyte,GABAergic,HP,ASGR1,-0.0
Astrocyte,GABAergic,HP,CD163,-0.0
Astrocyte,GABAergic,HSPA1A,GRIN2D,-0.0
Astrocyte,GABAergic,IL34,PTPRZ1,-0.0
Astrocyte,GABAergic,IL6,F3,-0.0
Astrocyte,GABAergic,IL6,MUSK,-0.0
Astrocyte,GABAergic,LPL,GPIHBP1,-0.0
Endothelial,Microglia,CCL8,CCR5,-0.0
Endothelial,Microglia,CXCL5,CXCR2,-0.0
Endothelial,Microglia,CXCL9,CCR3,-0.0
Endothelial,GABAergic,CXCL9,CCR3,-0.0
Endothelial,GABAergic,EDN1,EDNRB,-0.0
Endothelial,GABAergic,HP,ASGR1,-0.0
Endothelial,GABAergic,F10,F3,-0.0
Endothelial,GABAergic,FGL1,LAG3,-0.0
Endothelial,GABAergic,FN1,CD79A,-0.0
Endothelial,GABAergic,GAST,CCKBR,-0.0
GABAergic,Oligodendrocyte,PPBP,CXCR2,-0.0
Endothelial,GABAergic,GZMA,F2RL1,-0.0
Endothelial,GABAergic,PROK2,PROKR1,-0.0
Endothelial,Microglia,CXCL2,ACKR1,-0.0
Endothelial,Microglia,CXCL12,AVPR1A,-0.0
Endothelial,Microglia,CXCL3,CXCR2,-0.0
Endothelial,Microglia,CD40LG,CD9,-0.0
Endothelial,Microglia,CFP,NCR1,-0.0
Endothelial,Microglia,CGA,GPR84,-0.0
Endothelial,Microglia,CGA,RAMP2,-0.0
Endothelial,Microglia,COL3A1,MAG,-0.0
Endothelial,Microglia,CSF2,CSF1R,-0.0
Endothelial,Microglia,CD40LG,CD53,-0.0
Endothelial,Microglia,CSF3,CSF1R,-0.0
Endothelial,Microglia,CXCL1,CXCR1,-0.0
Endothelial,Microglia,CCL7,CCR3,-0.0
Endothelial,Microglia,CCL7,CCR2,-0.0
Endothelial,Microglia,CCL7,ACKR1,-0.0
Endothelial,Microglia,CCL24,CCR3,-0.0
Endothelial,Microglia,CCL11,CCR5,-0.0
Endothelial,Microglia,CXCL1,ACKR1,-0.0
Endothelial,Microglia,CD34,SELL,-0.0
Endothelial,GABAergic,CXCL9,ACKR1,-0.0
Endothelial,Microglia,CXCL9,ACKR1,-0.0
Endothelial,GABAergic,CXCL5,CXCR2,-0.0
Endothelial,GABAergic,CXCL5,ACKR1,-0.0
Endothelial,Microglia,CYTL1,CCR2,-0.0
Endothelial,Microglia,EDN1,EDNRB,-0.0
Endothelial,Microglia,F10,F3,-0.0
Endothelial,Microglia,CCL11,CCR3,-0.0
Endothelial,Microglia,CCL11,CCR2,-0.0
Endothelial,GABAergic,IL34,PTPRZ1,-0.0
Endothelial,Microglia,CXCL2,CXCR1,-0.0
Endothelial,GABAergic,HP,CD163,-0.0
Endothelial,GABAergic,CYTL1,CCR2,-0.0
Endothelial,Microglia,B2M,KLRD1,-0.0
Endothelial,Microglia,ANGPTL4,GPIHBP1,-0.0
Endothelial,Microglia,ANXA1,FPR1,-0.0
Endothelial,Microglia,APOB,LSR,-0.0
Endothelial,Microglia,APOB,TREM2,-0.0
Endothelial,Microglia,APP,FPR2,-0.0
Endothelial,Microglia,CCL1,ACKR1,-0.0
Endothelial,Microglia,B2M,KLRC1,-0.0
Endothelial,Microglia,BMP8A,TGFBR1,-0.0
Endothelial,GABAergic,XCL1,XCR1,-0.0
Endothelial,Microglia,BSG,SLC16A1,-0.0
Endothelial,Microglia,CALCA,GPR84,-0.0
Endothelial,Microglia,CALCB,GPR84,-0.0
Endothelial,Microglia,CALCB,RAMP1,-0.0
Endothelial,Microglia,B2M,KLRC2,-0.0
Endothelial,GABAergic,PSAP,GPR37,-0.0
Endothelial,GABAergic,PPY,NPY5R,-0.0
Endothelial,GABAergic,HDC,HRH3,-0.0
Endothelial,GABAergic,CXCL3,CXCR1,-0.0
Endothelial,GABAergic,CXCL3,CXCR2,-0.0
Endothelial,GABAergic,CXCL5,CXCR1,-0.0
Astrocyte,Pericyte,FN1,CD79A,-0.0
Astrocyte,Pericyte,FN1,MAG,-0.0
Astrocyte,Pericyte,GAST,CCKBR,-0.0
Astrocyte,GABAergic,CCL17,ACKR1,-0.0
Astrocyte,GABAergic,CCL19,CCR7,-0.0
Astrocyte,GABAergic,CCL2,ACKR1,-0.0
Astrocyte,GABAergic,CCL2,CCR3,-0.0
Astrocyte,GABAergic,CCL24,CCR2,-0.0
Astrocyte,GABAergic,CCL24,CCR3,-0.0
Astrocyte,GABAergic,CCL28,CCR3,-0.0
Astrocyte,Endothelial,PF4,ACKR1,-0.0
Astrocyte,Endothelial,PENK,OPRL1,-0.0
Astrocyte,Endothelial,NTS,NTSR2,-0.0
Astrocyte,Endothelial,CD40LG,CD9,-0.0
Astrocyte,Endothelial,CCL8,CCR1,-0.0
Astrocyte,Endothelial,CCL8,CCR2,-0.0
Astrocyte,Endothelial,CCL8,CCR3,-0.0
Astrocyte,GABAergic,CCL11,CCR5,-0.0
Astrocyte,Oligodendrocyte,RIMS1,SLC17A7,-0.0
Astrocyte,GABAergic,CCL11,CCR2,-0.0
Astrocyte,GABAergic,CCL1,ACKR1,-0.0
Astrocyte,GABAergic,CCL8,CCR3,-0.0
Astrocyte,GABAergic,CCL8,CCR5,-0.0
Astrocyte,GABAergic,CD177,PECAM1,-0.0
Astrocyte,GABAergic,CD40LG,CD53,-0.0
Astrocyte,GABAergic,CD40LG,CD9,-0.0
Astrocyte,GABAergic,CFP,NCR1,-0.0
Astrocyte,GABAergic,CGA,GPR84,-0.0
Astrocyte,GABAergic,CCL5,ACKR1,-0.0
Astrocyte,GABAergic,CCL4,CCR3,-0.0
Astrocyte,GABAergic,CALCB,GPR84,-0.0
Astrocyte,GABAergic,CCL11,CCR3,-0.0
Astrocyte,GABAergic,CCL3,CCR3,-0.0
Astrocyte,GABAergic,CALCB,RAMP1,-0.0
Astrocyte,GABAergic,CCL4,GPR152,-0.0
Astrocyte,GABAergic,CCL8,ACKR1,-0.0
Astrocyte,GABAergic,BMP8A,TGFBR1,-0.0
Astrocyte,Endothelial,RLN3,GPR84,-0.0
Astrocyte,GABAergic,BSG,SLC16A1,-0.0
Astrocyte,GABAergic,CCL8,CCR1,-0.0
Astrocyte,GABAergic,CCL5,CCR1,-0.0
Astrocyte,GABAergic,CCL5,CCR3,-0.0
Astrocyte,GABAergic,CCL5,CCR5,-0.0
Astrocyte,GABAergic,CCL5,SDC4,-0.0
Astrocyte,GABAergic,CCL7,ACKR1,-0.0
Astrocyte,GABAergic,CALCA,GPR84,-0.0
Astrocyte,Endothelial,RIMS1,SLC17A7,-0.0
Astrocyte,Endothelial,SCT,GPR84,-0.0
Astrocyte,Endothelial,PTN,PTPRZ1,-0.0
Astrocyte,GABAergic,APP,FPR2,-0.0
Astrocyte,GABAergic,B2M,KLRC1,-0.0
Astrocyte,GABAergic,B2M,KLRC2,-0.0
Astrocyte,GABAergic,B2M,KLRD1,-0.0
Astrocyte,Endothelial,SNCA,LAG3,-0.0
Astrocyte,Endothelial,SELPLG,SELL,-0.0
Astrocyte,Endothelial,SCT,RAMP2,-0.0
Astrocyte,Endothelial,PSAP,GPR37,-0.0
Astrocyte,Endothelial,PGLYRP1,TREM1,-0.0
Astrocyte,Endothelial,PNOC,OPRL1,-0.0
Astrocyte,Endothelial,PPBP,ACKR1,-0.0
Astrocyte,Endothelial,PPBP,CXCR1,-0.0
Astrocyte,Endothelial,PPBP,CXCR2,-0.0
Astrocyte,Endothelial,PPY,NPY5R,-0.0
Astrocyte,Endothelial,PROK2,PROKR1,-0.0
Astrocyte,GABAergic,CCL7,CCR3,-0.0
Astrocyte,GABAergic,CCL8,CCR2,-0.0
Astrocyte,Endothelial,SAA1,FPR2,-0.0
Astrocyte,GABAergic,CALCB,RAMP2,-0.0
Astrocyte,GABAergic,CAMP,IGF1R,-0.0
Endothelial,Endothelial,CXCL10,CCR3,-0.0
Endothelial,Endothelial,CXCL12,AVPR1A,-0.0
Endothelial,Endothelial,CGA,RAMP2,-0.0
Endothelial,Endothelial,CXCL2,CXCR1,-0.0
Endothelial,Endothelial,CFP,NCR1,-0.0
Endothelial,GABAergic,CCL8,ACKR1,-0.0
Endothelial,Endothelial,CCL8,CCR2,-0.0
Endothelial,Endothelial,CCL8,CCR5,-0.0
Endothelial,Endothelial,PPBP,CXCR2,-0.0
Endothelial,Endothelial,PPY,NPY5R,-0.0
Endothelial,Endothelial,PROK2,PROKR1,-0.0
Endothelial,Endothelial,PSAP,GPR37,-0.0
Endothelial,Endothelial,PTN,PTPRZ1,-0.0
Endothelial,Endothelial,MFGE8,PDGFRB,-0.0
Endothelial,Endothelial,PPBP,CXCR1,-0.0
Endothelial,Endothelial,LGALS3,LAG3,-0.0
Endothelial,Endothelial,GAST,GPR152,-0.0
Endothelial,Endothelial,CYTL1,CCR2,-0.0
Endothelial,Endothelial,EDN1,EDNRB,-0.0
Endothelial,Endothelial,F10,F3,-0.0
Endothelial,Endothelial,FGL1,LAG3,-0.0
Endothelial,Endothelial,FN1,CD79A,-0.0
Endothelial,Endothelial,CXCL9,CCR3,-0.0
Endothelial,Endothelial,PPBP,ACKR1,-0.0
Endothelial,Endothelial,LPL,GPIHBP1,-0.0
Endothelial,Endothelial,PNOC,OPRL1,-0.0
Endothelial,Endothelial,CD177,PECAM1,-0.0
Endothelial,Endothelial,CD34,SELL,-0.0
Endothelial,Endothelial,CD40LG,CD53,-0.0
Endothelial,Endothelial,CXCL10,ACKR1,-0.0
Astrocyte,GABAergic,CAMP,FPR2,-0.0
Endothelial,Endothelial,CXCL1,CXCR2,-0.0
Endothelial,Endothelial,CXCL1,ACKR1,-0.0
Astrocyte,GABAergic,CCL11,ACKR1,-0.0
Endothelial,Endothelial,GAST,CCKBR,-0.0
Astrocyte,Oligodendrocyte,RLN3,GPR84,-0.0
Endothelial,GABAergic,APOB,TREM2,-0.0
Endothelial,Endothelial,CXCL3,CXCR2,-0.0
Endothelial,Endothelial,CXCL5,ACKR1,-0.0
Endothelial,Endothelial,COL3A1,MAG,-0.0
Endothelial,Endothelial,CGA,GPR84,-0.0
Endothelial,Endothelial,CXCL5,CXCR2,-0.0
