isp_index,cell_type,condition,glutathione_metabolism,fatty_acid_elongation,iron_metabolism
-0.8111253869055133,Endothelial,Sham,0.23493975903614456,-0.036290322580645164,0.6120000000000001
-0.5489879454254989,Endothelial,Sham,0.71285140562249,0.11424731182795697,2.48
-0.18443522021859007,Pericyte,Sham,-0.20481927710843378,0.04973118279569892,9.936
-0.2600415967436466,Endothelial,Sham,-0.42771084337349397,-0.04838709677419355,4.7
-0.6105235540275376,Endothelial,Sham,0.21485943775100402,-0.03225806451612903,0.8919999999999999
-1.6614697806002825,Oligodendrocyte,Sham,-0.6566265060240963,-0.010752688172043029,21.092
-1.0397248594761999,Microglia,Sham,-0.09638554216867473,-0.05241935483870968,0.8999999999999999
-0.8008163125801286,Microglia,Sham,-0.37751004016064255,-0.016129032258064516,1.1400000000000001
-0.6509361881742132,Endothelial,Sham,-0.09638554216867479,-0.0967741935483871,1.1520000000000001
-0.6756195130409204,Endothelial,Sham,0.36947791164658633,-0.036290322580645164,1.508
-0.8418666214273435,Endothelial,Sham,0.056224899598393496,-0.04032258064516129,0.12
-0.9256145654314997,Microglia,Sham,-0.10240963855421689,-0.024193548387096774,0.32799999999999996
-1.2007892459006129,Astrocyte,Sham,0.37349397590361444,-0.0967741935483871,3.644
-0.23193077036154086,Pericyte,Sham,-0.04618473895582331,-0.0967741935483871,2.116
-0.806315923155541,Microglia,Sham,0.05622489959839355,-0.04838709677419355,1.292
-0.39041950322473623,Endothelial,Sham,0.19879518072289154,-0.06048387096774194,3.004
-1.0433094993359238,Microglia,Sham,-0.21887550200803216,0.09408602150537633,1.308
-0.41768121836380717,Endothelial,Sham,0.24899598393574296,-0.05241935483870968,1.8559999999999999
-0.6885589955060297,Endothelial,Sham,0.38152610441767065,-0.016129032258064516,0.624
-0.42365561813001357,Endothelial,Sham,0.07028112449799195,-0.08064516129032258,2.624
-0.6712944884392738,Endothelial,Sham,0.4839357429718876,-0.04838709677419355,1.948
-0.9557845427609984,GABAergic,Sham,0.785140562248996,-0.05241935483870968,2.34
