,GSM1509427,GSM1509428,GSM1509429,GSM1509430,GSM1509431,GSM1509422,GSM1509423,GSM1509424,GSM1509425,GSM1509426
SH2D3C,8.9688,8.7073,8.4415,8.7398,8.8196,8.7204,8.6141,8.4857,8.9,8.7891
SH2D4A,7.4578,6.6383,7.2645,6.9356,6.8994,7.0892,7.0346,6.6861,6.2632,6.7225
SH2D5,9.4722,10.27,10.3465,10.3093,10.0815,11.0169,10.6014,10.7503,10.6691,10.9771
SH3BGR,8.5646,8.6062,9.1776,9.3118,8.757,9.5436,9.0859,9.4355,9.5823,9.6283
SH3BGRL,12.2202,11.0349,11.4579,11.6095,11.8429,10.9777,10.9672,10.819,10.4889,10.8833
SH3BGRL3,12.755,12.6887,12.8145,12.6287,12.9327,12.2627,11.7157,12.0917,12.0296,12.303
SH3BP1,8.8068,9.3848,8.866,8.475,9.1334,8.0014,8.3098,7.7273,8.2193,8.2837
SH3BP2,9.9308,9.7275,9.9313,8.7121,9.5199,7.3528,7.1922,7.5175,6.7653,7.2569
SH3BP4,9.3331,9.1042,8.9837,8.8386,8.8934,9.1198,8.0578,8.6742,8.7558,9.1524
SH3BP5,12.9882,12.4596,12.2018,12.5412,12.4708,12.2395,11.9174,12.4143,12.0513,12.2344
SH3BP5L,9.5569,9.706,9.6932,9.8192,10.0039,10.0546,10.1077,10.1647,10.2388,10.1781
SH3D19,10.2872,10.1854,9.8902,10.1006,10.2976,9.566,9.7838,9.5185,9.883,9.9164
SH3D21,7.3226,6.8811,7.0514,6.6673,7.3132,6.3875,6.7236,7.0571,6.4433,6.7935
SH3GL1,10.1357,9.7491,9.8907,9.8851,10.0566,9.9883,9.9747,9.7973,9.9038,9.5521
SH3GL2,8.3026,8.0312,8.5081,9.0883,8.2481,9.6641,9.5384,9.3152,9.239,9.4081
SH3GL3,10.4192,10.8907,10.9459,10.5109,10.858,11.1689,10.9839,11.3011,11.0986,11.0569
SH3GLB1,11.0159,11.0351,11.0637,11.1122,11.1685,10.5724,10.9704,10.7858,10.6076,10.5689
SH3GLB2,10.0672,10.6362,10.5491,10.51,10.5516,11.0414,10.9168,11.0594,11.2129,11.0396
SH3KBP1,12.1003,11.9978,11.7142,11.25,11.7454,11.8534,11.3582,11.5523,11.2734,11.8637
SH3PXD2B,8.0802,7.2323,7.2103,7.1354,7.6743,6.2324,6.2665,7.0268,6.5907,6.6576
SH3RF1,9.1981,8.604,8.308,8.5967,8.7413,8.0298,7.5056,7.4601,7.4695,6.8832
SH3RF3,8.3404,9.2238,8.8976,9.1334,8.5033,9.4101,9.5073,9.2418,9.1074,9.2336
SH3TC1,10.0483,9.4079,9.4844,9.0837,9.361,7.2584,7.138,7.4226,6.9237,7.2552
SH3TC2,6.7812,7.4335,6.903,7.4794,7.6501,7.5869,8.0431,7.6131,7.3849,7.378
SH3YL1,9.0546,8.3892,8.7189,9.1319,8.4425,9.4344,9.2678,8.8466,8.9226,9.5248
SHANK1,11.8265,12.7983,12.9547,13.0039,12.6219,13.7478,13.9479,13.6805,13.8096,13.6611
SHANK2,10.5578,11.5123,11.5226,11.5552,11.1774,12.3853,12.5376,12.2652,12.3741,12.5447
SHANK3,8.9104,9.4149,9.2852,9.602,9.2981,9.9109,10.2186,9.9162,9.5933,10.5411
SHARPIN,10.7181,10.6347,10.5744,10.6122,10.5387,10.5874,10.6486,10.7629,10.7375,10.7354
SHB,9.4883,9.9446,9.7888,9.4168,9.9946,9.4725,9.7441,9.705,9.6319,10.0534
SHBG,6.5746,7.7159,7.4669,7.842,7.4981,7.8498,7.4346,7.8265,7.922,8.0596
SHC1,12.6152,11.9048,12.3096,11.8394,11.9736,8.9257,8.5592,8.8528,8.9216,8.928
SHC2,8.3375,8.9121,8.3807,8.9711,8.8801,9.3847,9.5613,9.5631,9.5639,9.5451
SHC3,6.6,4.7578,3.4914,4.5911,3.2758,4.8975,4.3061,4.0489,4.8521,3.583
SHC4,9.6153,8.8813,9.3527,9.4278,9.2779,9.1474,8.4959,9.0414,8.7555,9.0317
SHCBP1,10.6156,9.4124,9.9962,9.9292,10.1675,6.4369,6.122,5.9771,6.9005,6.3233
SHD,8.4407,8.9552,9.3138,9.4902,9.425,9.4185,9.8679,9.3302,9.7557,9.0308
SHE,8.6971,9.4636,9.091,9.5699,9.5692,9.0448,9.4142,9.5446,9.2144,9.2032
SHF,8.2,8.6897,8.8314,8.8061,9.1553,9.4189,9.4121,9.6037,9.2879,9.0201
SHFM1,13.9225,13.5568,13.7291,13.6601,13.4912,13.6299,13.3907,13.4405,13.5113,13.5247
SHH,2.7372,2.2282,1.8687,1.8445,2.5619,3.1718,2.9322,2.092,3.2906,1.5742
SHISA3,9.0351,8.1132,7.1297,7.8786,8.8641,7.6393,7.61,7.2767,7.9573,8.1175
SHISA4,11.0558,11.2907,11.2842,11.2146,11.3349,11.8403,11.7213,11.9592,12.0504,11.7847
SHISA5,13.1536,12.9205,12.9286,12.9897,12.8628,11.8885,11.8157,12.0319,11.8461,11.9879
SHISA7,9.6617,9.5133,9.3848,10.0459,9.5989,10.3174,10.5407,10.4169,10.2688,10.5779
SHISA8,7.3152,8.8868,9.4458,9.2766,8.8581,8.5259,9.4027,8.4093,8.951,8.2786
SHISA9,8.8488,9.8108,9.8536,9.8991,9.8677,10.7107,10.3298,10.2718,10.3389,10.8619
SHKBP1,9.2601,9.1033,8.6818,8.8811,8.8587,8.6614,8.7769,8.7685,8.591,8.898
SHMT1,9.5583,8.6931,8.8977,8.9248,8.8783,6.9244,6.5506,6.5499,6.5287,7.0
SHMT2,10.6201,10.0592,10.1025,9.9456,9.8776,9.8574,9.9203,9.822,9.7308,9.8217
SHOC2,10.3284,9.5266,9.7413,10.1498,10.1318,10.2511,9.8845,9.8738,10.2144,9.8186
SHOX2,6.6099,5.647,5.1094,5.9794,4.6013,5.4549,6.9113,5.127,5.8718,6.027
SHPK,8.62,7.9985,7.8682,8.086,7.7403,7.8582,7.7535,8.2862,8.2648,7.7869
SHPRH,10.9739,11.1227,11.3049,11.1026,11.0807,11.5769,11.5794,11.3933,11.5667,11.6758
SHQ1,8.5489,8.0479,7.9684,8.4476,8.2486,7.491,7.4962,7.3952,7.0384,8.0562
SHROOM1,7.5041,7.8544,7.0661,7.5662,7.509,7.8404,7.9295,7.8255,6.8493,8.1546
SHROOM2,11.9708,12.296,12.1513,12.2532,12.2145,12.884,12.7032,12.8259,12.8362,12.7119
SHROOM3,7.6533,7.6271,7.2955,7.697,7.7797,7.7163,7.6609,8.0161,7.8637,7.4459
SI,3.8735,3.4022,5.3806,4.3271,2.8667,5.3732,5.3587,5.5478,5.0239,6.4466
SIAE,10.1576,10.2027,10.0485,10.3285,9.9385,9.8432,10.5443,10.0553,10.3504,10.1715
SIAH1,9.9477,9.6951,9.6835,9.7761,9.9119,10.0069,10.1903,10.2288,9.853,9.854
SIAH2,8.5183,8.4605,9.0491,8.5047,8.6476,8.9303,9.1969,9.0012,9.0975,9.2893
SIDT1,9.51,10.9766,10.9051,11.1437,10.6741,11.8492,11.829,11.9299,11.7325,11.8006
SIDT2,12.2956,11.9667,11.8493,11.9482,11.9752,11.5255,11.6199,11.5244,11.6193,11.5771
SIGIRR,7.8488,7.4341,7.6128,7.1306,7.096,6.6456,7.0216,6.5097,5.7194,4.0773
SIGLEC10,7.729,7.5914,7.3853,7.4057,7.2873,6.3557,6.4323,5.984,6.8245,6.1702
SIGLEC5,10.9862,11.4877,11.7344,10.7771,10.9749,9.1401,8.6906,8.6902,8.1055,8.4472
SIGMAR1,8.7177,8.9057,8.6926,8.7346,8.9445,8.8423,9.0474,8.9643,9.1462,9.0138
SIK1,9.4209,9.0092,8.9332,9.1701,8.6244,9.5189,9.5059,9.0416,9.0744,9.614
SIK2,11.3135,11.5364,11.6344,11.4933,11.416,11.9742,11.7293,11.484,11.6633,11.7454
SIK3,11.8907,12.2402,12.5071,12.3587,12.2826,12.7009,12.6569,12.6081,12.714,12.6275
SIKE1,10.3888,10.3247,10.5451,10.4114,10.3339,10.7873,10.622,10.6433,10.6827,10.8524
SIL1,9.4884,9.1969,8.8774,9.2818,9.7337,9.2105,8.9198,8.9429,9.1446,9.0995
SIM1,5.4199,5.9629,5.739,5.953,5.0855,4.7944,1.7177,4.4149,4.0381,4.9158
SIM2,4.5899,5.3665,4.5211,4.6613,2.307,5.3731,2.89,3.8349,4.3826,5.291
SIMC1,9.6959,9.8027,9.8507,9.8406,9.603,10.0421,10.0243,10.1116,9.8063,10.1003
SIN3A,9.0057,8.7808,8.477,8.4765,9.2671,8.3587,8.712,8.6605,8.4801,8.605
SIN3B,12.7882,11.9177,12.0978,11.9977,12.1163,11.6359,11.5385,11.3073,11.465,11.8751
SIPA1,11.5718,10.8506,11.3158,10.4245,11.1232,8.7833,9.1138,9.2519,8.6515,9.4205
SIPA1L1,9.2883,9.5078,9.2512,9.7443,9.5139,10.3129,10.1502,10.1339,9.9899,10.3014
SIPA1L2,10.4563,10.7446,11.0043,10.335,11.0325,10.657,10.7616,10.8082,10.9325,10.4643
SIPA1L3,9.5783,8.8669,8.761,8.3519,9.0913,9.8299,9.2655,10.1794,9.9104,9.6488
SIRPA,12.8617,13.1034,13.1487,12.7909,13.1286,12.681,12.4407,12.4939,12.7289,12.6867
SIRT2,12.7216,12.8582,12.7068,12.3614,12.8252,12.205,11.962,12.3047,12.2584,12.1064
SIRT3,10.7499,11.3142,11.3795,11.4002,11.2037,12.1031,11.8829,12.1084,11.8293,12.0806
SIRT4,8.2515,8.0701,7.8547,8.174,8.1493,7.9351,8.1095,7.9903,8.4505,7.945
SIRT5,12.4504,12.9538,13.191,13.1374,12.9071,13.3695,13.417,13.3392,13.3017,13.3815
SIRT6,8.9091,8.9573,9.2351,9.0308,9.0885,9.2428,8.8391,9.0655,9.2628,9.3839
SIRT7,10.6983,10.5593,10.0529,10.5095,10.6691,9.9573,10.2267,10.2177,10.2069,10.1624
SIT1,6.0252,7.0251,6.1172,6.1202,6.3659,5.8134,6.2592,6.7755,6.3247,6.14
SIVA1,11.6221,10.8129,10.8031,10.7905,11.1743,10.224,9.8079,10.167,9.9662,10.0096
SIX1,8.9722,6.8477,7.2215,7.8602,7.6386,6.365,6.472,3.0929,5.471,6.5142
SIX3,2.5343,2.5522,2.6233,3.3418,3.0376,4.3856,3.2301,4.0988,3.5333,4.5382
SIX4,7.7128,6.4811,6.7341,7.134,6.9562,7.0336,6.6423,6.9561,7.091,6.5381
SIX5,7.2251,7.0601,6.6215,7.3901,6.8794,7.2309,7.283,5.519,5.5891,5.8862
SIX6,3.3449,5.7035,6.0059,5.032,5.1668,3.4382,6.1919,3.5579,4.7056,5.9524
SKA1,8.7062,8.2125,8.0138,8.3736,8.4184,2.2515,6.2228,3.2657,5.8568,6.0787
SKA2,7.619,6.7065,7.213,7.2918,7.0349,6.7566,6.6369,5.8545,6.0279,7.0031
SKA3,8.7769,7.64,8.4986,8.0768,8.6854,6.7305,6.1969,6.5436,6.8719,7.0731
SKAP1,6.7097,6.6981,6.8319,6.2873,5.6929,6.1731,6.7791,5.7842,6.9734,5.8339
SKAP2,12.584,11.9589,12.0731,11.5611,12.0583,9.3151,8.9246,9.1313,9.1651,9.3719
SKIDA1,9.973,9.7107,9.9117,10.1861,9.6817,10.4382,10.5453,10.6296,10.4993,9.9584
SKIL,13.7689,13.3313,13.5538,13.2567,13.5211,13.5369,13.4738,13.5772,13.5925,13.5303
SKIV2L,10.4537,10.0617,10.3322,10.4332,10.7837,10.5967,10.0535,10.0318,9.9948,10.3998
SKIV2L2,12.5198,12.2682,12.5187,12.2967,12.3845,12.3261,12.1612,12.1334,12.1916,12.2998
SKOR1,3.0492,5.8687,5.0658,5.4122,6.5966,6.3533,5.3093,5.8324,5.7526,7.0589
SKP1,14.5911,14.4696,14.8167,14.566,14.6678,14.8072,14.7518,14.7412,14.6562,14.7261
SLAIN2,11.7243,11.2807,11.3833,11.4447,11.3506,11.3435,11.3671,11.3163,11.2568,11.2878
SLAMF9,12.0885,11.2973,9.3044,11.3753,11.192,7.1648,7.5364,6.8705,7.781,7.5771
SLBP,11.315,11.2851,11.4968,11.4668,11.1256,10.9754,10.9009,10.789,10.5093,10.9914
SLC10A1,2.0054,4.1129,4.6797,5.5671,4.6494,3.9836,4.9517,5.4261,4.6623,4.6928
SLC10A2,5.9136,6.4629,5.4537,5.6782,0.686,5.342,6.4613,4.9808,5.7468,5.492
SLC10A3,8.8115,8.6457,8.5396,8.3808,8.3903,6.7504,7.7277,7.8029,8.0189,7.3637
SLC10A7,7.5432,6.882,6.6036,6.2483,7.1954,2.786,4.1137,6.0767,5.2492,6.2223
SLC11A2,11.1006,10.8268,10.4654,11.0762,10.8312,11.053,10.7597,10.8311,10.8278,10.8344
SLC12A1,5.7746,5.7186,4.5546,5.9257,5.064,5.0649,5.1269,4.8529,4.7755,5.2859
SLC12A2,13.648,13.7038,14.2268,13.5181,13.8874,13.4478,13.4744,13.7195,13.8079,13.5295
SLC12A3,7.9329,7.7203,7.6804,7.5523,7.3516,6.6441,7.0258,7.3362,7.4318,7.5551
SLC12A4,8.8733,8.235,8.5808,8.3149,8.9031,7.8826,7.7405,7.3049,7.1705,7.9354
SLC12A5,12.8755,13.6688,13.939,13.8283,13.5795,14.2296,14.3176,14.1021,14.3056,14.1487
SLC12A6,11.5202,11.5453,11.6605,11.429,11.5137,11.9405,12.0282,11.9812,12.1749,12.1045
SLC12A7,10.5989,9.9896,9.1668,10.0256,10.0614,8.6304,8.5727,8.5542,8.6905,9.2977
SLC12A8,3.9448,2.5914,3.9428,2.8292,3.7687,3.2626,3.4472,3.2865,5.4821,3.661
SLC12A9,9.2822,8.8227,8.823,8.787,9.221,8.4361,7.7491,8.4283,8.2463,8.2593
SLC13A1,4.6328,5.3311,5.0729,4.4454,5.6764,4.0293,4.621,5.1253,4.2972,6.3442
SLC13A2,6.5543,7.3683,4.0457,5.9172,6.8825,5.5292,7.3241,6.9691,6.4449,4.2232
SLC13A3,11.4775,10.1532,9.8293,10.5917,10.1478,9.9871,10.0809,9.4307,8.8309,10.7658
SLC13A4,11.7108,10.0504,9.6146,10.7605,10.71,9.7368,8.9839,7.499,9.7491,10.9752
SLC13A5,9.3847,9.3585,8.763,9.9849,9.5024,10.8352,10.6505,10.9323,11.0815,10.9278
SLC14A1,10.3176,10.8052,10.6934,10.5008,10.9002,9.7699,9.4806,10.0523,10.0041,10.0989
SLC14A2,6.9379,6.7188,6.8282,6.8912,7.3208,7.2942,8.1253,7.042,7.0468,7.5224
SLC15A1,6.0181,6.4207,5.9135,6.5637,6.4732,6.5397,6.6461,6.099,6.658,6.9486
SLC15A2,12.129,11.3394,12.4531,11.585,11.8162,11.7796,11.4369,11.768,11.8415,11.5575
SLC15A3,10.9186,10.5327,10.036,9.672,10.476,7.116,7.3787,7.3372,7.423,7.7107
SLC15A4,10.7734,10.6509,10.5358,10.4735,10.8122,10.1895,10.1742,10.2772,10.1403,10.3937
SLC16A1,12.1029,12.2062,12.4572,11.9452,12.6764,11.6694,11.7658,11.7396,11.9262,11.68
SLC16A10,8.9943,7.5918,7.6677,8.4961,8.1102,4.6562,4.8096,5.9281,5.4354,7.2298
SLC16A12,11.8188,9.9763,8.8949,10.0963,9.367,8.9759,8.821,8.0171,8.9302,9.9703
SLC16A13,8.7155,8.1828,8.6614,8.5674,8.8689,7.9828,8.0936,8.3002,8.0523,8.6239
SLC16A3,8.9717,7.9029,7.7593,7.8005,7.847,7.171,7.2483,7.1565,7.3256,7.0363
SLC16A6,8.8006,9.2353,8.8173,9.3987,9.5948,9.1196,9.1112,9.4241,9.373,9.4384
SLC16A7,11.2401,10.728,10.9422,10.9138,10.8268,10.6541,10.9496,10.643,10.4831,10.5446
SLC16A8,3.8897,6.8549,6.9319,3.9647,6.9589,5.0042,2.9834,6.1965,6.9905,6.7331
SLC17A1,6.675,6.795,6.3164,6.3225,6.6942,6.2964,5.7477,6.4197,6.1619,6.5353
SLC17A2,3.1112,2.4106,3.5216,3.5816,3.1727,2.5777,2.7299,2.579,2.2751,2.6159
SLC17A3,3.6361,1.9426,4.7399,4.3916,4.8184,3.3107,4.3847,2.9358,4.4112,4.8569
SLC17A4,6.4442,6.6884,6.2901,7.0916,7.1239,7.1374,6.2975,6.0677,6.8495,5.6693
SLC17A5,11.5749,11.4523,11.8074,11.3595,11.51,11.4225,11.4211,11.2559,11.4074,11.2034
SLC17A6,8.898,10.0141,10.2344,10.425,9.6377,11.1499,11.1864,10.4137,10.7811,10.4528
SLC17A7,10.9137,11.316,11.1819,11.3531,11.3817,12.1518,12.212,12.2842,12.23,12.1974
SLC18A1,3.9987,6.1075,6.17,6.4276,6.4269,6.0097,6.3659,6.9015,7.3264,7.149
SLC18A2,8.5206,7.8738,7.8843,7.8217,7.7409,8.2478,8.1267,8.0801,8.122,8.0773
SLC18A3,5.8746,4.7798,5.7846,6.8601,6.9576,5.4716,6.914,6.5674,7.0919,6.8413
SLC18B1,11.3745,10.9682,11.021,11.1607,10.9239,10.9492,10.9112,11.0155,10.8772,11.0873
SLC19A1,10.2289,9.2064,8.2917,9.4097,8.7798,8.5467,8.481,8.3337,8.5258,9.2147
SLC19A2,11.2288,10.7561,10.7974,11.2037,10.8408,11.2622,11.4168,11.1521,11.4273,11.3332
SLC1A1,11.1402,11.6062,11.4932,11.359,11.4927,12.17,11.9429,12.1087,11.9319,11.9144
SLC1A2,8.3219,8.3017,8.7063,8.374,8.6833,9.146,9.2656,9.3917,9.2269,9.0074
SLC1A3,14.7178,14.5768,14.9843,14.7244,14.8946,14.6536,14.6234,14.5508,14.7348,14.6373
SLC1A4,9.9787,9.7651,10.0413,9.8382,10.2124,10.6651,10.0947,10.1334,10.2949,10.7518
SLC1A5,10.1649,10.366,9.8013,9.8632,10.177,7.9743,7.7304,8.2665,8.3942,7.7894
SLC1A6,7.007,7.2203,6.654,7.6414,7.2996,7.8775,8.0026,7.3876,7.4731,7.3449
SLC20A1,12.9076,13.1967,13.6208,13.1833,13.3248,13.0981,13.2796,13.1336,13.3566,13.0311
SLC20A2,10.9219,10.6447,10.2724,10.458,10.5936,10.77,10.6477,10.5934,10.6143,10.688
SLC21A4,5.6149,5.7538,5.5727,6.3453,6.1387,5.2791,6.1717,6.4194,4.3868,5.9964
SLC22A1,5.6264,6.8463,6.3846,6.6618,4.9731,6.1312,4.0473,5.4341,3.8285,4.1764
SLC22A12,3.7321,3.2011,4.9604,5.6307,2.2028,4.5414,5.1664,0.6951,3.2004,4.4189
SLC22A13,5.1144,6.7646,3.3673,5.6124,5.6879,4.7197,5.1949,3.6688,4.3369,5.6204
SLC22A15,9.2877,8.5877,8.2667,8.859,8.4063,8.9068,7.9399,8.5482,8.5456,9.1228
SLC22A17,13.6365,14.0395,14.0038,14.0026,13.9753,14.4949,14.3872,14.3534,14.2854,14.5233
SLC22A18,9.3225,8.7876,8.2067,8.6245,7.9132,7.421,7.3934,7.1066,6.9601,7.3219
SLC22A2,8.316,7.7365,7.1111,6.9345,7.3999,6.759,3.9781,6.5852,7.5354,6.1166
SLC22A23,10.8498,11.2846,11.3195,10.8755,11.3653,11.1815,11.2025,11.2546,11.2654,11.3088
SLC22A24,5.8885,5.6933,6.3577,6.7882,6.7228,7.1211,7.0617,7.1671,7.6211,6.2735
SLC22A25,7.8337,5.8248,5.8445,7.2665,7.1989,5.741,5.8612,4.697,5.5645,5.9808
SLC22A3,5.5846,7.4501,8.1875,8.2581,6.6967,8.165,7.5596,7.2704,8.0376,8.2451
SLC22A4,9.004,8.8463,9.0853,8.783,9.1298,7.6028,7.7755,8.0853,8.1538,8.3111
SLC22A5,11.022,10.669,10.3911,10.8713,10.6492,9.8036,9.5418,9.5685,9.8996,10.1687
SLC22A6,9.8919,8.677,7.929,8.6817,8.7593,7.9411,7.8557,6.8539,7.6236,8.1426
SLC22A7,3.3454,7.0047,6.6416,5.6987,5.5049,6.51,7.599,6.1088,7.209,6.8757
SLC22A8,9.2923,8.6311,8.3693,8.9294,8.6509,8.8911,8.2782,8.0531,8.5163,8.7817
SLC23A1,6.0833,5.5308,1.9959,5.1908,6.2578,6.1308,6.5979,6.2417,5.0538,6.5216
SLC23A2,11.3709,11.0729,10.9743,11.1213,11.1455,11.1797,10.9159,11.3263,11.4194,11.4379
SLC23A3,5.3932,5.4362,4.9736,4.4764,5.4334,5.8109,5.568,5.9753,5.4707,6.5657
SLC24A1,3.4531,3.6027,3.0287,5.908,4.0185,5.3587,2.7617,3.6289,3.5637,6.5777
SLC24A2,13.5902,13.8775,13.9426,13.885,13.7766,14.4023,14.5751,14.6283,14.6219,13.9423
SLC24A3,12.2138,11.958,11.9749,11.9742,12.007,12.8233,12.3867,12.7081,12.5868,13.1472
SLC24A4,8.9657,9.6476,9.6896,9.8249,9.4774,9.9995,9.7802,9.2302,9.5743,10.7354
SLC24A6,10.1328,10.125,9.8315,10.1047,10.038,9.2064,8.8239,9.0883,9.1864,9.2128
SLC25A1,10.2386,10.2533,9.8306,9.6513,10.0682,9.8692,9.8134,10.0814,9.9693,10.2281
SLC25A10,9.3897,9.4051,8.9238,9.2998,8.9658,9.1866,9.0336,9.1797,8.9292,9.1753
SLC25A11,12.2034,12.1148,12.172,12.3415,12.2664,12.5062,12.4096,12.3376,12.3216,12.5901
SLC25A12,11.2334,11.4318,11.5304,11.5328,11.4285,12.1058,12.0663,11.9719,12.1576,12.0923
SLC25A13,11.8124,11.2095,11.2217,10.9869,11.2702,9.3247,9.2888,9.4531,9.4654,9.5825
SLC25A14,10.145,11.2198,11.2583,11.1515,10.8438,11.67,11.4909,11.4152,11.3369,11.8324
SLC25A15,10.0978,10.062,10.1066,10.0469,10.0333,10.0302,10.0901,10.2182,10.0276,9.8651
SLC25A16,10.7323,10.7288,10.7979,10.9394,10.6201,11.0999,11.1472,11.0233,10.8558,11.1868
SLC25A17,12.389,11.98,12.1444,12.3283,12.0477,12.318,12.2106,12.3117,12.2149,12.3183
SLC25A18,10.2544,10.1141,10.3669,10.1497,10.3716,11.1063,10.997,11.2057,10.8016,10.866
SLC25A20,10.7491,10.0992,10.3881,10.2039,10.3547,9.7039,9.4623,9.8356,9.9799,10.0917
SLC25A21,3.3313,3.4258,2.0177,3.2232,2.5631,3.9663,3.8249,4.0219,3.6611,3.5911
SLC25A23,10.403,11.1213,10.7645,11.4219,11.054,11.4606,11.4737,11.8614,11.0624,11.6477
SLC25A24,12.475,10.982,10.6707,11.124,10.8645,9.5637,9.379,9.4589,9.5546,9.6989
SLC25A25,10.474,10.5333,10.5586,10.4868,10.2332,11.297,11.3521,11.1465,11.1848,11.1677
SLC25A27,9.087,9.8919,9.7053,9.8546,9.8089,10.593,10.3996,10.2971,10.3275,10.3384
SLC25A28,10.9397,10.9673,11.0417,10.977,11.154,11.2239,11.2191,11.2444,11.3561,11.2417
SLC25A29,9.4824,9.3396,9.4801,9.5344,9.7149,10.0371,9.9145,10.024,10.1356,9.9554
SLC25A3,14.4393,14.1483,14.4711,14.2896,14.2195,14.3484,14.4335,14.2355,14.3129,14.1571
SLC25A30,11.1119,10.6861,10.7656,10.6699,10.2554,10.1211,10.0873,10.0368,9.8656,10.2918
SLC25A31,3.6255,5.8493,4.3293,4.1872,4.6719,4.7108,6.4693,4.0968,4.0302,4.0819
SLC25A32,7.8699,6.808,7.2727,7.9892,7.7345,8.0713,8.1908,7.7345,7.9507,7.645
SLC25A33,10.227,10.4011,10.5806,10.637,10.5463,11.3166,11.2459,11.2455,11.1962,11.1489
SLC25A35,6.8008,6.8428,4.1011,7.5348,6.8316,6.1769,6.7447,6.8169,6.7198,3.2019
SLC25A36,12.7959,12.6985,12.7651,12.7183,12.7321,13.0331,12.8806,12.7819,13.05,12.9566
SLC25A37,8.7631,7.9751,8.1988,8.446,8.3388,7.6844,7.4243,7.4698,7.1368,7.5001
SLC25A38,9.194,8.9946,9.1726,9.1391,9.3303,9.5808,9.4149,9.4895,9.588,9.5334
SLC25A39,11.5474,11.0846,11.0645,10.9453,11.2112,10.3832,10.4608,10.5537,10.5679,10.3992
SLC25A4,14.4809,14.4293,14.7983,14.5715,14.53,14.6789,14.7289,14.5724,14.6394,14.5411
SLC25A41,5.8367,7.2554,6.2866,6.7996,7.0043,6.6719,7.3859,7.2696,6.7547,6.6678
SLC25A42,9.2778,9.1459,9.0242,9.1031,9.5199,9.3283,9.2135,9.4593,9.3002,9.434
SLC25A44,10.7126,10.5913,10.3724,10.5699,10.6055,10.9844,10.8163,10.8164,10.766,11.0198
SLC25A45,10.8761,9.983,8.4,9.5915,8.8656,8.2034,7.9993,7.7503,8.1376,8.0165
SLC25A46,12.9963,12.9391,13.088,13.0398,13.0962,13.5201,13.6098,13.5214,13.5348,13.4735
SLC25A48,7.4922,7.3843,7.1392,8.0466,6.7715,8.0336,7.7221,7.7543,7.4678,7.4727
SLC26A1,6.9906,7.8523,7.6444,7.5197,7.3132,8.1231,8.4907,8.4172,8.0445,8.4488
SLC26A10,3.4637,3.748,3.0353,6.4174,5.8022,3.2963,3.0036,6.1613,5.0037,4.0808
SLC26A2,3.6428,5.806,5.5403,2.4734,3.4532,4.5623,4.0107,2.9232,5.3063,4.0433
SLC26A3,3.2657,5.7968,5.8213,5.3165,3.421,6.0813,2.8604,5.4202,2.9685,6.5184
SLC26A4,6.417,6.8883,7.1554,6.8873,7.1551,7.1196,7.1623,6.5854,6.5737,7.1451
SLC26A5,4.3563,5.8569,5.1093,2.5784,5.9363,4.8917,6.0469,4.7054,5.4201,6.0852
SLC26A6,9.4105,9.1216,8.6718,8.9924,9.211,8.7629,8.3268,8.3287,8.7548,8.6899
SLC26A8,7.4581,8.2726,8.0069,8.2724,8.0301,9.1815,8.8504,8.9811,9.4517,9.1343
SLC27A1,11.2075,11.1065,10.9065,11.2074,11.2629,11.2177,11.1388,10.993,11.1415,11.0936
SLC27A2,6.6569,7.1509,7.5399,8.7307,7.612,8.33,7.67,6.9933,7.8814,7.8241
SLC27A3,8.9249,8.2539,8.3988,8.4219,8.3903,8.2997,8.4057,8.3259,8.4432,8.474
SLC27A4,10.6273,10.9654,10.8731,10.7771,10.8487,11.5029,11.3362,11.331,11.3877,11.3764
SLC27A5,6.4731,7.5117,7.3073,7.318,7.6125,7.0296,6.4102,7.1467,6.1213,5.9254
SLC28A1,7.3063,8.1008,6.8078,5.6396,7.7258,6.7192,6.6413,7.5458,6.3549,7.246
SLC28A2,11.1732,9.9691,9.4656,10.3748,9.6453,9.0652,9.4909,9.1596,9.4454,9.4739
SLC28A3,6.3645,6.9889,7.2525,6.4548,6.6229,5.8017,5.8668,6.7082,6.5812,6.4802
SLC29A1,9.6929,9.1957,9.1121,8.8214,9.1327,8.3127,8.7317,8.1029,8.3073,8.3214
SLC29A3,11.2223,11.0227,10.9338,10.2379,11.0496,8.369,8.2188,8.0733,8.3967,8.448
SLC2A1,12.8511,11.9443,11.9651,12.0359,11.8419,12.3303,12.065,11.9362,11.8832,12.186
SLC2A13,12.1278,12.4393,12.9311,12.6472,12.6849,13.4971,13.38,13.4044,13.3547,13.4106
SLC2A2,1.9447,3.0694,3.0423,0.7723,0.823,1.0,2.787,2.1266,2.5048,3.9327
SLC2A3,10.7599,11.6739,11.5764,11.5868,11.6918,12.2793,12.3171,11.9965,12.2481,12.3984
SLC2A4,8.1575,7.0025,7.1948,7.1382,7.302,6.9245,6.4159,6.2386,6.8176,6.9522
SLC2A5,12.7643,12.2733,12.1776,11.5618,11.8954,9.5774,9.0302,9.2627,8.845,9.3848
SLC2A6,8.2098,8.6326,8.4531,8.2644,8.9624,9.0887,9.2152,9.2412,8.892,9.2829
SLC2A8,10.4789,10.3072,9.9392,9.7668,10.0276,10.1997,10.0193,9.8384,9.9492,9.9409
