compound,gene,binding_probability
Erastin,ATR,0.4939563572406769
VC,TERF2,0.4939562976360321
Lip-1,CREBBP,0.49395591020584106
ML162,ATM,0.49395543336868286
VC,PLIN2,0.4939550757408142
Erastin,FN1,0.4939550757408142
Erastin,JAK2,0.49395444989204407
VC,CDKN2A,0.4939543902873993
Erastin,ATF2,0.4939533472061157
Lip-1,MDM4,0.49395322799682617
VC,IL18,0.4939531087875366
VC,ICAM1,0.49395298957824707
VC,SLC7A11,0.4939528703689575
VC,SLC3A2,0.49395275115966797
ML162,SLC40A1,0.4939526319503784
VC,GCLC,0.49395230412483215
Lip-1,TERF1,0.49395182728767395
VC,CDK2,0.4939507842063904
Lip-1,TERT,0.49395066499710083
Erastin,MAPK3,0.49395042657852173
ML162,VCAM1,0.49395036697387695
Erastin,RAD50,0.4939501881599426
VC,PARP1,0.49394962191581726
VC,XRCC6,0.4939490258693695
Erastin,TNF,0.49394890666007996
VC,CDKN1B,0.4939487874507904
Erastin,STAT3,0.49394845962524414
Lip-1,FN1,0.4939480423927307
Fer-1,ATG7,0.49394652247428894
Fer-1,ADIPOQ,0.4939458966255188
Erastin,LIG4,0.4939447343349457
Erastin,MMP3,0.49394461512565613
Fer-1,NFKB1,0.4939441382884979
Erastin,BLM,0.49394381046295166
ML162,PRNP,0.49394264817237854
Erastin,NBN,0.49394264817237854
Fer-1,CHAC1,0.4939420521259308
Erastin,MMP13,0.49394193291664124
Lip-1,CHEK1,0.49394136667251587
VC,CCNE1,0.49394088983535767
Erastin,MMP2,0.4939407706260681
VC,FANCD2,0.49394047260284424
Lip-1,STAT3,0.49394041299819946
Fer-1,SQSTM1,0.4939389228820801
Fer-1,GCLM,0.4939384460449219
VC,SERPINE1,0.4939378499984741
Lip-1,XRCC1,0.49393776059150696
Erastin,CCNA2,0.4939374029636383
VC,MMP12,0.4939374029636383
Lip-1,ATF2,0.493937224149704
Erastin,CCNB1,0.4939369261264801
Lip-1,MAPK3,0.4939368665218353
Lip-1,HDAC2,0.49393635988235474
VC,CDK4,0.4939355254173279
VC,MAX,0.4939355254173279
VC,PTEN,0.4939351975917816
ML162,CDK6,0.4939349591732025
Lip-1,ATR,0.49393489956855774
Erastin,BRD4,0.49393466114997864
VC,HSPA5,0.4939344823360443
Erastin,XRCC5,0.49393415451049805
Lip-1,JAK2,0.49393415451049805
VC,ABCC2,0.49393409490585327
BCP,FTL,0.4939335584640503
Fer-1,TP53,0.4939333200454712
Erastin,IGFBP3,0.4939330816268921
Lip-1,RAD50,0.49393269419670105
VC,TIMP2,0.4939309358596802
Lip-1,TNF,0.49393031001091003
Erastin,HMGA2,0.49392959475517273
Lip-1,MMP3,0.49392959475517273
ML162,TP53,0.49392959475517273
Lip-1,MMP2,0.493929386138916
VC,GOT1,0.4939291477203369
VC,TFAM,0.49392902851104736
Lip-1,MMP13,0.49392879009246826
VC,MNT,0.49392810463905334
ML162,GABARAPL1,0.4939270317554474
Fer-1,ATG5,0.49392610788345337
Erastin,CHEK2,0.49392566084861755
Lip-1,BLM,0.49392518401145935
Lip-1,XRCC5,0.49392494559288025
Erastin,RPS6KB1,0.49392402172088623
Lip-1,CCNA2,0.4939236044883728
Fer-1,TRIB3,0.49392321705818176
Erastin,MTOR,0.493923157453537
BCP,MCM5,0.4939221739768982
Fer-1,LPIN1,0.49392205476760864
VC,SIRT6,0.4939216375350952
VC,ATF4,0.4939214587211609
Lip-1,IGFBP3,0.4939209818840027
ML162,NFE2L2,0.49392035603523254
Lip-1,NBN,0.49392029643058777
VC,NCOA4,0.49392029643058777
Fer-1,MYC,0.4939199388027191
Lip-1,LIG4,0.4939177334308624
Lip-1,CCNB1,0.4939177334308624
ML162,ADIPOQ,0.4939176142215729
Erastin,SELE,0.4939172863960266
VC,GADD45B,0.49391698837280273
Fer-1,HSPB1,0.4939168095588684
VC,JUN,0.49391645193099976
VC,IL1A,0.4939146041870117
Lip-1,BRD4,0.4939143657684326
VC,AKT1,0.4939138889312744
VC,TSC1,0.4939132034778595
Erastin,MMP10,0.4939129054546356
ML162,GABARAP,0.4939112961292267
VC,TSC2,0.49391117691993713
VC,TERF1,0.4939107596874237
Lip-1,HMGA2,0.4939105808734894
Erastin,COL1A2,0.4939102828502655
VC,CREBBP,0.49391016364097595
VC,HDAC3,0.4939100742340088
Lip-1,MTOR,0.49390989542007446
Lip-1,CHEK2,0.49390971660614014
Erastin,LIG3,0.4939091205596924
Lip-1,RPS6KB1,0.4939087927341461
VC,BRCA2,0.4939073920249939
VC,MDM4,0.4939066767692566
ML162,FOXO3,0.4939053952693939
Fer-1,BNIP3,0.4939049482345581
ML162,LMNB1,0.4939049482345581
Lip-1,SELE,0.49390366673469543
Erastin,IGFBP5,0.49390318989753723
Erastin,BRCA1,0.49390318989753723
DFO,CSE1L,0.49390262365341187
VC,COL3A1,0.493901789188385
VC,TERT,0.49390116333961487
ML162,NFKB1,0.4939002990722656
Lip-1,COL1A2,0.4938998222351074
Fer-1,PCNA,0.4938991963863373
VC,PPARGC1A,0.49389854073524475
Erastin,CREB1,0.4938984215259552
VC,XRCC1,0.49389803409576416
ML162,ALOX5,0.4938969612121582
Fer-1,DPP4,0.49389663338661194
ML162,CDKN1A,0.4938962757587433
VC,HDAC2,0.4938962161540985
ML162,MAP1LC3A,0.4938962161540985
Lip-1,LIG3,0.4938955307006836
Lip-1,MMP10,0.4938954710960388
VC,CHEK1,0.4938938319683075
VC,JAK2,0.4938931465148926
Fer-1,CDKN2B,0.493892103433609
Fer-1,FOXO1,0.49389076232910156
Lip-1,IGFBP5,0.4938907027244568
ML162,TRIB3,0.4938904047012329
VC,ATR,0.4938901662826538
Fer-1,VEGFA,0.4938901662826538
BCP,MKI67,0.49388960003852844
VC,LIG4,0.4938892424106598
VC,FN1,0.4938890039920807
DFO,LPCAT3,0.49388760328292847
Lip-1,BRCA1,0.49388736486434937
VC,ATF2,0.49388715624809265
Erastin,MAPK8,0.4938865602016449
ML162,TIMP1,0.49388593435287476
VC,MAPK3,0.49388423562049866
Fer-1,VDAC3,0.4938841164112091
VC,RAD50,0.49388399720191956
VC,TNF,0.49388277530670166
ML162,ATG5,0.4938827157020569
ML162,SQSTM1,0.49388250708580017
Fer-1,SESN2,0.4938823878765106
VC,STAT3,0.49388226866722107
Lip-1,CREB1,0.49388226866722107
ML162,ATG7,0.4938790500164032
VC,MMP3,0.4938785433769226
ML162,LPIN1,0.4938783645629883
Fer-1,LPIN2,0.49387818574905396
VC,BLM,0.4938776195049286
DFO,ATF3,0.49387702345848083
Fer-1,HSP90AA1,0.4938769042491913
Fer-1,DDIT3,0.4938769042491913
DFO,MCM5,0.4938766658306122
VC,NBN,0.49387645721435547
VC,MMP13,0.49387574195861816
VC,MMP2,0.49387457966804504
Lip-1,MAPK8,0.49387434124946594
Fer-1,TNFRSF1A,0.49387413263320923
Fer-1,HDAC1,0.49387407302856445
Fer-1,BAP1,0.49387261271476746
ML162,DPP4,0.49387237429618835
Erastin,TGFB1,0.4938720166683197
Fer-1,GADD45A,0.4938720166683197
VC,CCNA2,0.49387121200561523
BCP,RGS4,0.49387097358703613
VC,CCNB1,0.4938707947731018
Erastin,MDM2,0.4938691258430481
VC,BRD4,0.49386852979660034
VC,XRCC5,0.493867963552475
Fer-1,BECN1,0.4938674867153168
Fer-1,CCL2,0.4938674867153168
VC,IGFBP3,0.4938669204711914
Fer-1,SNAI1,0.49386486411094666
Fer-1,CD38,0.4938645362854004
DFO,FTL,0.4938639998435974
Fer-1,EIF2A,0.4938638210296631
VC,HMGA2,0.49386343359947205
Fer-1,PRKAA1,0.4938630759716034
Fer-1,STEAP3,0.4938622713088989
BCP,EBF3,0.49386143684387207
Erastin,CCND1,0.4938604533672333
ML162,VEGFA,0.4938599169254303
Fer-1,PRKAA2,0.49385982751846313
VC,CHEK2,0.4938594698905945
Fer-1,EP300,0.49385935068130493
BCP,DPEP1,0.4938581883907318
VC,RPS6KB1,0.49385789036750793
ML162,SNAI1,0.4938572645187378
Lip-1,MDM2,0.49385714530944824
VC,MTOR,0.4938570261001587
Fer-1,HMGA1,0.4938561022281647
Fer-1,IL10,0.4938560426235199
Lip-1,TGFB1,0.49385493993759155
Fer-1,RELA,0.4938531816005707
ML162,BAP1,0.4938529431819916
Fer-1,COL1A1,0.4938526153564453
VC,SELE,0.49385109543800354
Fer-1,ICAM1,0.4938502907752991
Lip-1,CCND1,0.4938496947288513
ML162,BECN1,0.493848592042923
Fer-1,SLC7A11,0.49384772777557373
DFO,MKI67,0.49384748935699463
ML162,HSP90AA1,0.4938470125198364
VC,MMP10,0.4938468039035797
Fer-1,IL18,0.49384668469429016
Fer-1,TERF2,0.49384650588035583
Fer-1,HSPD1,0.49384620785713196
Fer-1,GCLC,0.49384596943855286
ML162,PRKAA2,0.4938459098339081
VC,COL1A2,0.4938441216945648
ML162,GCLM,0.4938438832759857
Fer-1,CDKN1B,0.4938434064388275
VC,LIG3,0.4938429594039917
ML162,CHAC1,0.4938427209854126
Fer-1,SLC3A2,0.4938427209854126
Fer-1,PLIN2,0.49384260177612305
Fer-1,PARP1,0.49384161829948425
Fer-1,RB1,0.49384090304374695
Fer-1,XRCC6,0.4938373565673828
VC,BRCA1,0.49383702874183655
VC,IGFBP5,0.49383702874183655
ML162,BNIP3,0.4938361346721649
Fer-1,SERPINE1,0.49383580684661865
ML162,FOXO1,0.4938356280326843
ML162,PRKAA1,0.4938351511955261
ML162,CDKN2B,0.49383366107940674
ML162,VDAC3,0.4938335418701172
BCP,AURKA,0.49383336305618286
Fer-1,CDKN2A,0.49383294582366943
ML162,PCNA,0.4938325881958008
VC,CREB1,0.4938322603702545
Fer-1,CDK4,0.49383214116096497
Fer-1,PTEN,0.49383026361465454
ML162,STEAP3,0.4938293397426605
Fer-1,TIMP2,0.4938288927078247
Fer-1,CDK2,0.4938286542892456
ML162,EP300,0.4938281774520874
BCP,SPATA2,0.4938281774520874
Fer-1,MAX,0.49382662773132324
BCP,CDO1,0.49382632970809937
Fer-1,MMP12,0.49382561445236206
Fer-1,HSPA5,0.4938240051269531
ML162,LPIN2,0.49382323026657104
ML162,RELA,0.4938230812549591
Fer-1,TFAM,0.49382272362709045
Fer-1,ABCC2,0.49382248520851135
ML162,COL1A1,0.4938223659992218
ML162,DDIT3,0.49382224678993225
ML162,HDAC1,0.4938206374645233
VC,MAPK8,0.4938203990459442
ML162,TERF2,0.49382027983665466
ML162,MYC,0.493819922208786
Fer-1,CCNE1,0.49381962418556213
ML162,SESN2,0.4938194751739502
BCP,BUB3,0.4938187599182129
DFO,RGS4,0.4938183128833771
Fer-1,FANCD2,0.49381783604621887
ML162,PRKDC,0.493817538022995
Fer-1,GOT1,0.4938163161277771
Fer-1,MNT,0.4938162565231323
ML162,CD38,0.49381619691848755
Fer-1,GADD45B,0.4938149154186249
ML162,CDKN2A,0.4938141107559204
ML162,HSPB1,0.49381300806999207
ML162,RB1,0.4938114285469055
ML162,SLC3A2,0.49381038546562195
ML162,TNFRSF1A,0.49381014704704285
Fer-1,NCOA4,0.49380841851234436
Fer-1,JUN,0.49380749464035034
ML162,PLIN2,0.4938064515590668
Fer-1,TSC1,0.493806391954422
ML162,HSPD1,0.49380603432655334
VC,TGFB1,0.493805855512619
ML162,CCNE1,0.4938053786754608
Fer-1,ATF4,0.4938053786754608
Fer-1,CREBBP,0.4938045144081116
VC,MDM2,0.4938029646873474
Fer-1,SIRT6,0.4938024878501892
Fer-1,AKT1,0.49380236864089966
ML162,FANCD2,0.493802011013031
Fer-1,IL1A,0.49380162358283997
ML162,SLC7A11,0.4938010275363922
Fer-1,MDM4,0.49380072951316833
ML162,IL18,0.49379876255989075
ML162,CDK2,0.49379852414131165
ML162,PARP1,0.49379828572273254
BCP,KLF6,0.4937964975833893
ML162,XRCC6,0.49379637837409973
Fer-1,XRCC1,0.4937959611415863
Fer-1,TERF1,0.4937959313392639
ML162,GCLC,0.4937957525253296
ML162,IL10,0.4937950372695923
VC,CCND1,0.49379435181617737
DFO,DPEP1,0.49379417300224304
Fer-1,HDAC2,0.49379417300224304
Fer-1,HDAC3,0.493791788816452
Fer-1,JAK2,0.4937911033630371
ML162,GADD45A,0.4937901496887207
BCP,RPA2,0.4937896430492401
ML162,EIF2A,0.49378928542137146
BCP,SAT1,0.4937892258167267
Fer-1,TERT,0.4937889873981476
DFO,AURKA,0.49378883838653564
ML162,HSPA5,0.4937881827354431
Fer-1,LIG4,0.4937872588634491
Fer-1,CHEK1,0.4937857389450073
Fer-1,ATR,0.4937856197357178
Fer-1,BRCA2,0.49378538131713867
ML162,ABCC2,0.4937852919101715
DFO,MMP9,0.49378421902656555
ML162,CCL2,0.49378421902656555
ML162,ICAM1,0.49378395080566406
BCP,MMP1,0.49378225207328796
BCP,MCM3,0.4937816262245178
DFO,EBF3,0.4937816262245178
ML162,SIRT6,0.4937807321548462
ML162,NCOA4,0.4937805235385895
Fer-1,TSC2,0.4937796890735626
BCP,ATG3,0.49377912282943726
ML162,GOT1,0.4937787652015686
ML162,ATF4,0.4937782883644104
BCP,EMP1,0.493776798248291
ML162,TIMP2,0.493775874376297
ML162,CDK4,0.493775874376297
Fer-1,COL3A1,0.4937749207019806
ML162,CDKN1B,0.4937747120857239
BCP,BUB1,0.4937744736671448
BCP,LACTB,0.4937744736671448
ML162,MMP12,0.4937742352485657
ML162,MAX,0.49377405643463135
BCP,NR2F2,0.493773877620697
ML162,PTEN,0.49377375841140747
Fer-1,TNF,0.4937727153301239
ML162,TFAM,0.493772029876709
Fer-1,NBN,0.49377116560935974
DFO,BUB3,0.49377086758613586
ML162,TSC2,0.4937708079814911
ML162,BRCA2,0.4937705099582672
ML162,HDAC3,0.49377021193504333
Fer-1,MMP3,0.4937700927257538
Fer-1,ATF2,0.4937686622142792
BCP,CD4,0.4937684237957001
Fer-1,PPARGC1A,0.49376800656318665
BCP,GMFB,0.49376794695854187
ML162,MNT,0.49376770853996277
Fer-1,RAD50,0.4937669038772583
BCP,CD82,0.49376586079597473
BCP,AURKB,0.49376529455184937
Fer-1,STAT3,0.4937651753425598
DFO,SPATA2,0.49376505613327026
ML162,IL1A,0.4937649369239807
Fer-1,MMP13,0.4937644600868225
ML162,HMGA1,0.49376434087753296
Fer-1,MAPK3,0.4937620162963867
Fer-1,CCNB1,0.49376180768013
ML162,PPARGC1A,0.4937616288661957
ML162,TERF1,0.4937615692615509
BCP,MRE11,0.4937613308429718
BCP,SLAMF8,0.4937606453895569
ML162,TERT,0.49376028776168823
Fer-1,FN1,0.49375981092453003
ML162,TSC1,0.49375948309898376
Fer-1,BLM,0.4937586486339569
DFO,RPA2,0.4937582015991211
BCP,RFC4,0.4937574863433838
ML162,AKT1,0.493757426738739
BCP,CCL4,0.493757426738739
ML162,COL3A1,0.4937572479248047
Fer-1,MMP2,0.4937569200992584
Fer-1,BRD4,0.4937566816806793
BCP,DUOX1,0.49375608563423157
BCP,CXCL1,0.49375447630882263
ML162,JUN,0.4937543570995331
BCP,RFC2,0.49375319480895996
Fer-1,CCNA2,0.49375295639038086
Fer-1,IGFBP3,0.49375295639038086
BCP,BUB1B,0.4937511682510376
ML162,CREBBP,0.49375051259994507
Fer-1,HMGA2,0.4937501549720764
ML162,MDM4,0.4937487244606018
ML162,XRCC1,0.493744820356369
ML162,GADD45B,0.49374446272850037
ML162,RAD50,0.4937441349029541
DFO,BUB1,0.49374401569366455
ML162,SERPINE1,0.49374309182167053
ML162,FN1,0.4937424957752228
Fer-1,XRCC5,0.4937407672405243
Fer-1,RPS6KB1,0.49374040961265564
ML162,CHEK1,0.49373969435691833
ML162,HDAC2,0.49373918771743774
ML162,ATF2,0.4937385320663452
ML162,TNF,0.49373847246170044
Fer-1,MTOR,0.49373820424079895
ML162,ATR,0.4937380850315094
BCP,TOP2A,0.49373766779899597
BCP,COX7A1,0.4937376081943512
Fer-1,CHEK2,0.49373650550842285
BCP,CD8A,0.4937352240085602
DFO,MCM3,0.4937344789505005
Fer-1,SELE,0.49373412132263184
BCP,HBP1,0.49373239278793335
ML162,MMP2,0.49373239278793335
DFO,MMP1,0.4937322735786438
DFO,E2F2,0.4937319755554199
DFO,BNIP3L,0.4937308728694916
DFO,AURKB,0.4937296509742737
BCP,RPA3,0.4937295913696289
ML162,BLM,0.493728905916214
DFO,KLF6,0.4937288463115692
BCP,CDC20,0.49372872710227966
ML162,BRD4,0.49372732639312744
Fer-1,LIG3,0.493726909160614
DFO,DUOX1,0.4937267005443573
BCP,MCM2,0.4937264621257782
ML162,STAT3,0.4937261641025543
DFO,MRE11,0.49372610449790955
ML162,CCNB1,0.49372598528862
Fer-1,MMP10,0.4937257468700409
DFO,CDO1,0.49372559785842896
ML162,XRCC5,0.49372437596321106
Fer-1,CREB1,0.4937242567539215
ML162,CCNA2,0.49372395873069763
DFO,CD4,0.4937233030796051
ML162,MAPK3,0.49372199177742004
BCP,RBM3,0.4937218725681305
ML162,MMP3,0.4937216341495514
ML162,MMP13,0.4937215745449066
BCP,RFC3,0.4937213361263275
DFO,GMFB,0.49372005462646484
ML162,HMGA2,0.49371907114982605
ML162,NBN,0.4937174916267395
BCP,RFC1,0.49371716380119324
Fer-1,IGFBP5,0.49371710419654846
BCP,RPA1,0.49371692538261414
DFO,NR2F2,0.4937165677547455
ML162,CHEK2,0.4937165081501007
DFO,EMP1,0.49371540546417236
DFO,CXCL1,0.49371516704559326
ML162,JAK2,0.4937150776386261
Fer-1,COL1A2,0.49371495842933655
Fer-1,BRCA1,0.49371424317359924
BCP,ICA1,0.4937129616737366
ML162,IGFBP3,0.4937121570110321
DFO,CD82,0.49371203780174255
BCP,ACSL4,0.4937114715576172
DFO,RFC4,0.4937081038951874
BCP,NUAK2,0.4937081038951874
ML162,MTOR,0.4937078654766083
BCP,MEN1,0.4937078654766083
DFO,SLAMF8,0.49370646476745605
ML162,RPS6KB1,0.4937049448490143
BCP,RFC5,0.49370449781417847
ML162,COL1A2,0.49370431900024414
ML162,LIG4,0.49370402097702026
DFO,BUB1B,0.4937018156051636
DFO,CCL4,0.49370118975639343
BCP,CCL3,0.4937010705471039
ML162,MMP10,0.4937010109424591
DFO,LACTB,0.4936983287334442
DFO,RFC2,0.4936977028846741
BCP,MAP1LC3B,0.49369752407073975
ML162,IGFBP5,0.49369728565216064
DFO,SAT1,0.4936963617801666
ML162,LIG3,0.4936925768852234
Fer-1,TGFB1,0.4936920404434204
BCP,LIG1,0.4936920404434204
DFO,RPA3,0.49369192123413086
ML162,BRCA1,0.49369189143180847
DFO,TOP2A,0.493690550327301
Fer-1,MAPK8,0.4936903119087219
ML162,SELE,0.4936893880367279
DFO,CDC20,0.4936871826648712
BCP,CXCL2,0.4936869442462921
BCP,MCM4,0.49368634819984436
Fer-1,MDM2,0.4936853051185608
BCP,PLK1,0.4936842620372772
ML162,CREB1,0.4936821162700653
BCP,CSF3,0.4936821162700653
ML162,MAPK8,0.49367573857307434
DFO,MCM2,0.4936738610267639
DFO,CD8A,0.4936714768409729
DFO,RPA1,0.4936678111553192
BCP,EIF2AK3,0.49366775155067444
Fer-1,CCND1,0.49366775155067444
DFO,HBP1,0.49366676807403564
BCP,MCM6,0.49366626143455505
DFO,RFC5,0.49366626143455505
DFO,COX7A1,0.4936659038066864
DFO,RFC1,0.49366486072540283
DFO,RFC3,0.49366316199302673
BCP,ALOX12,0.49366259574890137
DFO,ICA1,0.49366044998168945
DFO,MEN1,0.4936603307723999
ML162,MDM2,0.4936594069004059
BCP,PNPLA2,0.4936589300632477
BCP,MCM7,0.493655800819397
ML162,TGFB1,0.4936554431915283
DFO,LIG1,0.49365532398223877
BCP,CSF2,0.493653804063797
BCP,TBX2,0.4936530590057373
ML162,CCND1,0.4936511516571045
DFO,PLK1,0.49364882707595825
DFO,MCM4,0.49364668130874634
DFO,ATG3,0.4936455190181732
BCP,H2AX,0.49364492297172546
DFO,CSF3,0.49364253878593445
DFO,CXCL2,0.49364209175109863
DFO,CCL3,0.4936384856700897
BCP,GPX4,0.4936363995075226
DFO,RBM3,0.4936324954032898
DFO,CSF2,0.49362727999687195
DFO,NUAK2,0.4936272203922272
DFO,MCM6,0.4936259388923645
BCP,RAD51,0.49361780285835266
BCP,SIRT1,0.49361756443977356
DFO,MCM7,0.4936154782772064
BCP,VDAC2,0.49361100792884827
BCP,FOXO4,0.4936031699180603
BCP,FTH1,0.49359533190727234
DFO,TBX2,0.49359455704689026
BCP,FOS,0.4935840964317322
BCP,MAD2L1,0.49358096718788147
DFO,MAP1LC3B,0.4935806095600128
BCP,CBS,0.49357789754867554
DFO,ACSL4,0.4935681223869324
DFO,MAD2L1,0.49355843663215637
DFO,EIF2AK3,0.4935498833656311
BCP,GABARAPL1,0.4935488998889923
BCP,SLC40A1,0.49354785680770874
BCP,CDKN1A,0.4935440421104431
BCP,PRNP,0.49354007840156555
DFO,PNPLA2,0.4935377538204193
DFO,H2AX,0.4935351014137268
BCP,CDK6,0.49352917075157166
DFO,ALOX12,0.4935269057750702
BCP,MAP1LC3A,0.49352550506591797
BCP,WRN,0.4935254454612732
BCP,ATM,0.4935162663459778
BCP,LMNB1,0.4935134947299957
BCP,TIMP1,0.4935133159160614
BCP,GABARAP,0.49351149797439575
BCP,VCAM1,0.49351081252098083
BCP,FOXO3,0.49350884556770325
BCP,NFE2L2,0.49350592494010925
BCP,ALOX5,0.4935040771961212
DFO,GPX4,0.49350401759147644
DFO,RAD51,0.4935033917427063
DFO,SIRT1,0.49350297451019287
BCP,ADIPOQ,0.4934983253479004
BCP,ATG7,0.4934846758842468
BCP,NFKB1,0.4934823513031006
BCP,SQSTM1,0.4934760332107544
DFO,VDAC2,0.4934760332107544
BCP,TP53,0.4934757351875305
DFO,FTH1,0.4934726059436798
BCP,TRIB3,0.4934708774089813
BCP,ATG5,0.4934707581996918
DFO,FOS,0.4934707581996918
BCP,LPIN1,0.49346888065338135
BCP,GCLM,0.4934675097465515
BCP,CHAC1,0.4934672713279724
BCP,PRKDC,0.4934653043746948
BCP,DPP4,0.4934471845626831
BCP,VEGFA,0.49344706535339355
BCP,BNIP3,0.49344316124916077
BCP,CDKN2B,0.49343788623809814
BCP,MYC,0.49343279004096985
DFO,FOXO4,0.49343231320381165
BCP,PCNA,0.4934319853782654
BCP,FOXO1,0.4934313893318176
BCP,HSPB1,0.4934302270412445
BCP,SNAI1,0.49342870712280273
BCP,HSP90AA1,0.4934278428554535
BCP,VDAC3,0.4934244155883789
BCP,DDIT3,0.4934226870536804
BCP,PRKAA1,0.49342215061187744
BCP,BAP1,0.4934217035770416
BCP,SESN2,0.4934215843677521
BCP,LPIN2,0.4934208393096924
BCP,BECN1,0.493419885635376
BCP,PRKAA2,0.49341869354248047
BCP,TNFRSF1A,0.49341583251953125
BCP,STEAP3,0.49341294169425964
BCP,CD38,0.4934110641479492
BCP,EP300,0.49341049790382385
BCP,HDAC1,0.493408739566803
DFO,WRN,0.49340665340423584
DFO,CBS,0.4934057295322418
BCP,COL1A1,0.4934054911136627
BCP,GADD45A,0.49340468645095825
DFO,ATM,0.49340423941612244
DFO,SLC40A1,0.4934007525444031
BCP,EIF2A,0.49340003728866577
BCP,RELA,0.49339964985847473
BCP,RB1,0.4933989942073822
DFO,VCAM1,0.4933980703353882
BCP,HSPD1,0.4933980703353882
BCP,CCL2,0.4933956265449524
BCP,TERF2,0.49339309334754944
DFO,TP53,0.4933922588825226
BCP,PLIN2,0.4933919310569763
BCP,CDKN2A,0.49339109659194946
BCP,IL18,0.4933898448944092
BCP,ICAM1,0.4933897852897644
BCP,SLC7A11,0.49338966608047485
BCP,SLC3A2,0.4933895468711853
BCP,IL10,0.4933894872665405
BCP,GCLC,0.4933890104293823
BCP,CDK2,0.49338752031326294
BCP,PARP1,0.4933863580226898
BCP,XRCC6,0.49338582158088684
BCP,CDKN1B,0.49338552355766296
DFO,CDK6,0.4933851361274719
DFO,PRNP,0.49338239431381226
BCP,CCNE1,0.4933776557445526
BCP,HMGA1,0.49337729811668396
BCP,FANCD2,0.4933772385120392
BCP,MMP12,0.49337416887283325
BCP,MAX,0.4933722913265228
BCP,CDK4,0.4933722913265228
BCP,PTEN,0.49337196350097656
BCP,HSPA5,0.49337124824523926
BCP,ABCC2,0.4933708608150482
DFO,GABARAPL1,0.4933691620826721
BCP,TFAM,0.4933657944202423
BCP,GOT1,0.4933657944202423
BCP,TIMP2,0.4933655858039856
BCP,MNT,0.4933648705482483
DFO,LMNB1,0.4933619797229767
DFO,ADIPOQ,0.49335917830467224
BCP,SIRT6,0.4933583736419678
BCP,ATF4,0.4933582544326782
BCP,SERPINE1,0.49335792660713196
DFO,NFE2L2,0.4933570921421051
BCP,NCOA4,0.4933570325374603
BCP,JUN,0.4933532774448395
DFO,GABARAP,0.4933529198169708
BCP,IL1A,0.4933513402938843
BCP,AKT1,0.49335071444511414
BCP,GADD45B,0.4933503568172455
BCP,TSC1,0.49334996938705444
DFO,FOXO3,0.49334806203842163
BCP,TSC2,0.4933479428291321
BCP,TERF1,0.4933475852012634
BCP,CREBBP,0.4933469891548157
BCP,HDAC3,0.49334678053855896
DFO,NFKB1,0.49334630370140076
DFO,ALOX5,0.49334588646888733
BCP,BRCA2,0.49334409832954407
BCP,MDM4,0.4933435320854187
DFO,CDKN1A,0.4933432936668396
DFO,MAP1LC3A,0.4933428168296814
BCP,COL3A1,0.49333858489990234
BCP,TERT,0.4933379590511322
BCP,PPARGC1A,0.4933352768421173
DFO,TIMP1,0.4933352768421173
DFO,TRIB3,0.4933350384235382
BCP,XRCC1,0.4933335483074188
BCP,CHEK1,0.49333056807518005
BCP,HDAC2,0.493329256772995
DFO,SQSTM1,0.49332761764526367
BCP,ATR,0.49332693219184875
BCP,FN1,0.49332576990127563
BCP,JAK2,0.49332505464553833
DFO,ATG5,0.49332478642463684
BCP,ATF2,0.4933239221572876
DFO,LPIN1,0.4933224022388458
DFO,ATG7,0.49332180619239807
BCP,MAPK3,0.4933210015296936
BCP,RAD50,0.4933207631111145
BCP,TNF,0.4933195114135742
BCP,STAT3,0.493319034576416
BCP,LIG4,0.49331530928611755
BCP,MMP3,0.4933152496814728
BCP,BLM,0.49331438541412354
BCP,NBN,0.4933132231235504
BCP,MMP13,0.4933125376701355
DFO,DPP4,0.4933122396469116
BCP,MMP2,0.4933113753795624
BCP,CCNA2,0.49330800771713257
BCP,CCNB1,0.49330756068229675
BCP,BRD4,0.4933052957057953
BCP,XRCC5,0.4933047592639923
BCP,IGFBP3,0.49330371618270874
BCP,HMGA2,0.4933001697063446
DFO,VEGFA,0.49329814314842224
DFO,SNAI1,0.49329715967178345
BCP,CHEK2,0.4932962954044342
DFO,BECN1,0.49329501390457153
BCP,RPS6KB1,0.4932946562767029
DFO,BAP1,0.4932943284511566
BCP,MTOR,0.49329373240470886
DFO,CHAC1,0.49329134821891785
DFO,HSP90AA1,0.49329107999801636
DFO,GCLM,0.4932900369167328
DFO,PRKAA2,0.49328845739364624
BCP,SELE,0.4932878315448761
DFO,FOXO1,0.4932841658592224
BCP,MMP10,0.49328354001045227
DFO,BNIP3,0.49328282475471497
DFO,PCNA,0.49328166246414185
DFO,VDAC3,0.4932813346385956
BCP,COL1A2,0.49328091740608215
BCP,LIG3,0.49327969551086426
DFO,CDKN2B,0.493276447057724
DFO,PRKAA1,0.49327608942985535
DFO,STEAP3,0.49327418208122253
BCP,BRCA1,0.4932737946510315
BCP,IGFBP5,0.4932737946510315
DFO,EP300,0.49327290058135986
DFO,PRKDC,0.49327269196510315
DFO,RELA,0.49327030777931213
DFO,TERF2,0.49326926469802856
BCP,CREB1,0.49326902627944946
DFO,MYC,0.49326884746551514
DFO,LPIN2,0.4932675063610077
DFO,HDAC1,0.49326738715171814
DFO,COL1A1,0.493267297744751
