ligand,receptor,pathway,source
SEMA3D,NRP2_PLXNA3,SEMA3,CellChatDB
SEMA3D,NRP2_PLXNA4,SEMA3,CellChatDB
SEMA3F,NRP2_PLXNA1,SEMA3,CellChatDB
SEMA3F,NRP2_PLXNA2,SEMA3,CellChatDB
SEMA3F,NRP2_PLXNA3,SEMA3,CellChatDB
SEMA3F,NRP2_PLXNA4,SEMA3,CellChatDB
SEMA3G,NRP2_PLXNA1,SEMA3,CellChatDB
SEMA3G,NRP2_PLXNA2,SEMA3,CellChatDB
SEMA3G,NRP2_PLXNA3,SEMA3,CellChatDB
SEMA3G,NRP2_PLXNA4,SEMA3,CellChatDB
SEMA3C,NRP1_NRP2,SEMA3,CellChatDB
SEMA3C,PLXND1,SEMA3,CellChatDB
SEMA3E,PLXND1,SEMA3,CellChatDB
ADM,CALCR,CALCR,CellChatDB
ADM,CALCRL,CALCR,CellChatDB
AGT,MAS1,AGT,CellChatDB
ANXA1,FPR2,ANNEXIN,CellChatDB
ANXA1,FPR1,ANNEXIN,CellChatDB
APELA,APLNR,APJ,CellChatDB
CALCA,CALCR,CALCR,CellChatDB
CALCA,CALCRL,CALCR,CellChatDB
CALCB,CALCR,CALCR,CellChatDB
CALCB,CALCRL,CALCR,CellChatDB
CRH,CRHR1,CRH,CellChatDB
CRH,CRHR2,CRH,CellChatDB
ENHO,GPR19,ENHO,CellChatDB
GAS6,AXL,GAS,CellChatDB
GAS6,MERTK,GAS,CellChatDB
GAS6,TYRO3,GAS,CellChatDB
GCG,GCGR,GCG,CellChatDB
GCG,GLP1R,GCG,CellChatDB
GCG,GLP2R,GCG,CellChatDB
GH,GHR,GH,CellChatDB
GH,PRLR,GH,CellChatDB
GHRH,VIPR1,GHRH,CellChatDB
GHRH,VIPR2,GHRH,CellChatDB
GHRH,GHSR,GHRH,CellChatDB
GHRH,GHRHR,GHRH,CellChatDB
GNRH1,GNRHR,GNRH,CellChatDB
GRN,SORT1,GRN,CellChatDB
GUCA2A,GUCY2C,GUCA,CellChatDB
GUCA2B,GUCY2C,GUCA,CellChatDB
IAPP,CALCR,CALCR,CellChatDB
IAPP,CALCRL,CALCR,CellChatDB
INSL3,RXFP2,RLN,CellChatDB
INSL3,RXFP1,RLN,CellChatDB
INSL3,RXFP4,RLN,CellChatDB
INSL3,RXFP3,RLN,CellChatDB
INSL5,RXFP4,RLN,CellChatDB
INSL5,RXFP3,RLN,CellChatDB
INSL5,RXFP2,RLN,CellChatDB
INSL5,RXFP1,RLN,CellChatDB
LEP,LEPR,LEP,CellChatDB
LGALS9,PTPRC,GALECTIN,CellChatDB
LGALS9,IGHM,GALECTIN,CellChatDB
NPS,NPSR1,NPS,CellChatDB
NPVF,NPFFR1,NPVF,CellChatDB
NPVF,NPFFR2,NPVF,CellChatDB
OSTN,NPR3,OSTN,CellChatDB
PMCH,MERTK,PMCH,CellChatDB
PROS1,AXL,PROS,CellChatDB
PROS1,TYRO3,PROS,CellChatDB
PSAP,GPR37L1,PSAP,CellChatDB
PSAP,GPR37,PSAP,CellChatDB
PTH,PTH1R,PTH,CellChatDB
PTH,PTH2R,PTH,CellChatDB
PTH2,PTH1R,PTH,CellChatDB
PTH2,PTH2R,PTH,CellChatDB
PTHLH,PTH1R,PTH,CellChatDB
QRFP,QRFPR,QRFP,CellChatDB
RARRES2,GPR1,CHEMERIN,CellChatDB
RARRES2,CMKLR1,CHEMERIN,CellChatDB
RLN1,RXFP2,RLN,CellChatDB
RLN1,RXFP1,RLN,CellChatDB
RLN1,RXFP3,RLN,CellChatDB
RLN1,RXFP4,RLN,CellChatDB
RLN3,RXFP3,RLN,CellChatDB
RLN3,RXFP1,RLN,CellChatDB
RLN3,RXFP4,RLN,CellChatDB
RLN3,RXFP2,RLN,CellChatDB
SAA2,FPR2,SAA,CellChatDB
SCGB3A2,MARCO,UGRP1,CellChatDB
SCT,SCTR,SCT,CellChatDB
SLURP1,CHRNB1,SLURP,CellChatDB
SLURP1,CHRNB2,SLURP,CellChatDB
SLURP1,CHRNB3,SLURP,CellChatDB
SLURP1,CHRNB4,SLURP,CellChatDB
SLURP1,CHRNA1,SLURP,CellChatDB
SLURP1,CHRNA2,SLURP,CellChatDB
SLURP1,CHRNA3,SLURP,CellChatDB
SLURP1,CHRNA4,SLURP,CellChatDB
SLURP1,CHRNA5,SLURP,CellChatDB
SLURP1,CHRNA6,SLURP,CellChatDB
SLURP1,CHRNA9,SLURP,CellChatDB
SLURP1,CHRNA10,SLURP,CellChatDB
SLURP1,CHRND,SLURP,CellChatDB
SLURP1,CHRNE,SLURP,CellChatDB
SLURP1,CHRNG,SLURP,CellChatDB
SLURP1,CHRNA7,SLURP,CellChatDB
SLURP2,CHRNB1,SLURP,CellChatDB
SLURP2,CHRNB2,SLURP,CellChatDB
SLURP2,CHRNB3,SLURP,CellChatDB
SLURP2,CHRNB4,SLURP,CellChatDB
SLURP2,CHRNA1,SLURP,CellChatDB
SLURP2,CHRNA2,SLURP,CellChatDB
SLURP2,CHRNA3,SLURP,CellChatDB
SLURP2,CHRNA4,SLURP,CellChatDB
SLURP2,CHRNA5,SLURP,CellChatDB
SLURP2,CHRNA6,SLURP,CellChatDB
SLURP2,CHRNA7,SLURP,CellChatDB
SLURP2,CHRNA9,SLURP,CellChatDB
SLURP2,CHRNA10,SLURP,CellChatDB
SLURP2,CHRND,SLURP,CellChatDB
SLURP2,CHRNE,SLURP,CellChatDB
SLURP2,CHRNG,SLURP,CellChatDB
BTLA,TNFRSF14,BTLA,CellChatDB
TRH,TRHR,TRH,CellChatDB
TRH,TRHR2,TRH,CellChatDB
UCN,CRHR1,UCN,CellChatDB
UCN,CRHR2,UCN,CellChatDB
UCN2,CRHR1,UCN,CellChatDB
UCN2,CRHR2,UCN,CellChatDB
UCN3,CRHR1,UCN,CellChatDB
UCN3,CRHR2,UCN,CellChatDB
UTS2B,UTS2R,UROTENSIN,CellChatDB
UTS2B,SSTR5,UROTENSIN,CellChatDB
BAG6,NCR3-PS,BAG,CellChatDB
LGALS9,HAVCR2,GALECTIN,CellChatDB
LGALS9,CD44,GALECTIN,CellChatDB
COL1A1,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA1_ITGB1,COLLAGEN,CellChatDB
COL1A1,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA2_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA2_ITGB1,COLLAGEN,CellChatDB
FN1,ITGA3_ITGB1,FN1,CellChatDB
FN1,ITGA4_ITGB1,FN1,CellChatDB
FN1,ITGA5_ITGB1,FN1,CellChatDB
FN1,ITGA8_ITGB1,FN1,CellChatDB
LAMA1,ITGA1_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA1_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA1_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA1_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA1_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA1_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA1_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA1_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA1_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA1_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA1_ITGB1,LAMININ,CellChatDB
LAMA1,ITGA2_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA2_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA2_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA2_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA2_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA2_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA2_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA2_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA2_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA2_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA2_ITGB1,LAMININ,CellChatDB
CHAD,ITGA2_ITGB1,CHAD,CellChatDB
LAMA1,ITGA3_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA3_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA3_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA3_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA3_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA3_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA3_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA3_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA3_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA3_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA3_ITGB1,LAMININ,CellChatDB
RELN,ITGA3_ITGB1,RELN,CellChatDB
THBS1,ITGA3_ITGB1,THBS,CellChatDB
THBS2,ITGA3_ITGB1,THBS,CellChatDB
THBS3,ITGA3_ITGB1,THBS,CellChatDB
THBS4,ITGA3_ITGB1,THBS,CellChatDB
COMP,ITGA3_ITGB1,THBS,CellChatDB
COL1A1,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA3_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA3_ITGB1,COLLAGEN,CellChatDB
LAMA1,ITGA6_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA6_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA6_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA6_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA6_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA6_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA6_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA6_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA6_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA6_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA6_ITGB1,LAMININ,CellChatDB
LAMA1,ITGA7_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA7_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA7_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA7_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA7_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA7_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA7_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA7_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA7_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA7_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA7_ITGB1,LAMININ,CellChatDB
VTN,ITGA8_ITGB1,VTN,CellChatDB
TNC,ITGA8_ITGB1,TENASCIN,CellChatDB
TNR,ITGA8_ITGB1,TENASCIN,CellChatDB
TNN,ITGA8_ITGB1,TENASCIN,CellChatDB
TNXB,ITGA8_ITGB1,TENASCIN,CellChatDB
NPNT COMPLEX 1,ITGA8_ITGB1,NPNT,CellChatDB
NPNT COMPLEX 2,ITGA8_ITGB1,NPNT,CellChatDB
TNC,ITGA9_ITGB1,TENASCIN,CellChatDB
TNR,ITGA9_ITGB1,TENASCIN,CellChatDB
TNN,ITGA9_ITGB1,TENASCIN,CellChatDB
TNXB,ITGA9_ITGB1,TENASCIN,CellChatDB
COL1A1,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA9_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA9_ITGB1,COLLAGEN,CellChatDB
LAMA1,ITGA9_ITGB1,LAMININ,CellChatDB
LAMA2,ITGA9_ITGB1,LAMININ,CellChatDB
LAMA3,ITGA9_ITGB1,LAMININ,CellChatDB
LAMA4,ITGA9_ITGB1,LAMININ,CellChatDB
LAMA5,ITGA9_ITGB1,LAMININ,CellChatDB
LAMB1,ITGA9_ITGB1,LAMININ,CellChatDB
LAMB2,ITGA9_ITGB1,LAMININ,CellChatDB
LAMB3,ITGA9_ITGB1,LAMININ,CellChatDB
LAMC1,ITGA9_ITGB1,LAMININ,CellChatDB
LAMC2,ITGA9_ITGB1,LAMININ,CellChatDB
LAMC3,ITGA9_ITGB1,LAMININ,CellChatDB
COL1A1,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA10_ITGB1,COLLAGEN,CellChatDB
COL1A1,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL1A2,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL2A1,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A1,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A2,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A3,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A4,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A5,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL4A6,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A1,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A2,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A3,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A4,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A5,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL6A6,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL9A1,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL9A2,ITGA11_ITGB1,COLLAGEN,CellChatDB
COL9A3,ITGA11_ITGB1,COLLAGEN,CellChatDB
FN1,ITGAV_ITGB1,FN1,CellChatDB
VTN,ITGAV_ITGB1,VTN,CellChatDB
DSPP,ITGAV_ITGB1,DSPP,CellChatDB
FN1,ITGA4_ITGB7,FN1,CellChatDB
FN1,ITGAV_ITGB3,FN1,CellChatDB
VTN,ITGAV_ITGB3,VTN,CellChatDB
VWF,ITGAV_ITGB3,VWF,CellChatDB
TNC,ITGAV_ITGB3,TENASCIN,CellChatDB
TNR,ITGAV_ITGB3,TENASCIN,CellChatDB
TNN,ITGAV_ITGB3,TENASCIN,CellChatDB
TNXB,ITGAV_ITGB3,TENASCIN,CellChatDB
IBSP,ITGAV_ITGB3,BSP,CellChatDB
THBS1,ITGAV_ITGB3,THBS,CellChatDB
THBS2,ITGAV_ITGB3,THBS,CellChatDB
THBS3,ITGAV_ITGB3,THBS,CellChatDB
THBS4,ITGAV_ITGB3,THBS,CellChatDB
COMP,ITGAV_ITGB3,THBS,CellChatDB
DMP1,ITGAV_ITGB3,DMP1,CellChatDB
FN1,ITGA2B_ITGB3,FN1,CellChatDB
VTN,ITGA2B_ITGB3,VTN,CellChatDB
VWF,ITGA2B_ITGB3,VWF,CellChatDB
TNC,ITGA2B_ITGB3,TENASCIN,CellChatDB
TNR,ITGA2B_ITGB3,TENASCIN,CellChatDB
TNN,ITGA2B_ITGB3,TENASCIN,CellChatDB
TNXB,ITGA2B_ITGB3,TENASCIN,CellChatDB
VTN,ITGAV_ITGB5,VTN,CellChatDB
IBSP,ITGAV_ITGB5,BSP,CellChatDB
TNC,ITGAV_ITGB6,TENASCIN,CellChatDB
TNR,ITGAV_ITGB6,TENASCIN,CellChatDB
TNN,ITGAV_ITGB6,TENASCIN,CellChatDB
TNXB,ITGAV_ITGB6,TENASCIN,CellChatDB
FN1,ITGAV_ITGB6,FN1,CellChatDB
DSPP,ITGAV_ITGB6,DSPP,CellChatDB
VTN,ITGAV_ITGB8,VTN,CellChatDB
FN1,ITGAV_ITGB8,FN1,CellChatDB
LAMA1,ITGAV_ITGB8,LAMININ,CellChatDB
LAMA2,ITGAV_ITGB8,LAMININ,CellChatDB
LAMA3,ITGAV_ITGB8,LAMININ,CellChatDB
LAMA4,ITGAV_ITGB8,LAMININ,CellChatDB
LAMA5,ITGAV_ITGB8,LAMININ,CellChatDB
LAMB1,ITGAV_ITGB8,LAMININ,CellChatDB
LAMB2,ITGAV_ITGB8,LAMININ,CellChatDB
LAMB3,ITGAV_ITGB8,LAMININ,CellChatDB
LAMC1,ITGAV_ITGB8,LAMININ,CellChatDB
LAMC2,ITGAV_ITGB8,LAMININ,CellChatDB
LAMC3,ITGAV_ITGB8,LAMININ,CellChatDB
COL1A1,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL1A2,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL2A1,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A1,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A2,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A3,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A4,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A5,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL4A6,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A1,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A2,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A3,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A4,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A5,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL6A6,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL9A1,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL9A2,ITGAV_ITGB8,COLLAGEN,CellChatDB
COL9A3,ITGAV_ITGB8,COLLAGEN,CellChatDB
LAMA1,ITGA6_ITGB4,LAMININ,CellChatDB
LAMA2,ITGA6_ITGB4,LAMININ,CellChatDB
LAMA3,ITGA6_ITGB4,LAMININ,CellChatDB
LAMA4,ITGA6_ITGB4,LAMININ,CellChatDB
LAMA5,ITGA6_ITGB4,LAMININ,CellChatDB
LAMB1,ITGA6_ITGB4,LAMININ,CellChatDB
LAMB2,ITGA6_ITGB4,LAMININ,CellChatDB
LAMB3,ITGA6_ITGB4,LAMININ,CellChatDB
LAMC1,ITGA6_ITGB4,LAMININ,CellChatDB
LAMC2,ITGA6_ITGB4,LAMININ,CellChatDB
LAMC3,ITGA6_ITGB4,LAMININ,CellChatDB
FN1,CD44,FN1,CellChatDB
COL1A1,CD44,COLLAGEN,CellChatDB
COL1A2,CD44,COLLAGEN,CellChatDB
COL2A1,CD44,COLLAGEN,CellChatDB
COL4A1,CD44,COLLAGEN,CellChatDB
COL4A2,CD44,COLLAGEN,CellChatDB
COL4A3,CD44,COLLAGEN,CellChatDB
COL4A4,CD44,COLLAGEN,CellChatDB
COL4A5,CD44,COLLAGEN,CellChatDB
COL4A6,CD44,COLLAGEN,CellChatDB
COL6A1,CD44,COLLAGEN,CellChatDB
COL6A2,CD44,COLLAGEN,CellChatDB
COL6A3,CD44,COLLAGEN,CellChatDB
COL6A4,CD44,COLLAGEN,CellChatDB
COL6A5,CD44,COLLAGEN,CellChatDB
COL6A6,CD44,COLLAGEN,CellChatDB
COL9A1,CD44,COLLAGEN,CellChatDB
COL9A2,CD44,COLLAGEN,CellChatDB
COL9A3,CD44,COLLAGEN,CellChatDB
LAMA1,CD44,LAMININ,CellChatDB
LAMA2,CD44,LAMININ,CellChatDB
LAMA3,CD44,LAMININ,CellChatDB
LAMA4,CD44,LAMININ,CellChatDB
LAMA5,CD44,LAMININ,CellChatDB
LAMB1,CD44,LAMININ,CellChatDB
LAMB2,CD44,LAMININ,CellChatDB
LAMB3,CD44,LAMININ,CellChatDB
LAMC1,CD44,LAMININ,CellChatDB
LAMC2,CD44,LAMININ,CellChatDB
LAMC3,CD44,LAMININ,CellChatDB
COL1A1,SDC1,COLLAGEN,CellChatDB
COL1A2,SDC1,COLLAGEN,CellChatDB
COL2A1,SDC1,COLLAGEN,CellChatDB
COL4A1,SDC1,COLLAGEN,CellChatDB
COL4A2,SDC1,COLLAGEN,CellChatDB
COL4A3,SDC1,COLLAGEN,CellChatDB
COL4A4,SDC1,COLLAGEN,CellChatDB
COL4A5,SDC1,COLLAGEN,CellChatDB
COL4A6,SDC1,COLLAGEN,CellChatDB
COL6A1,SDC1,COLLAGEN,CellChatDB
COL6A2,SDC1,COLLAGEN,CellChatDB
COL6A3,SDC1,COLLAGEN,CellChatDB
COL6A4,SDC1,COLLAGEN,CellChatDB
COL6A5,SDC1,COLLAGEN,CellChatDB
COL6A6,SDC1,COLLAGEN,CellChatDB
COL9A1,SDC1,COLLAGEN,CellChatDB
COL9A2,SDC1,COLLAGEN,CellChatDB
COL9A3,SDC1,COLLAGEN,CellChatDB
FN1,SDC1,FN1,CellChatDB
TNC,SDC1,TENASCIN,CellChatDB
TNR,SDC1,TENASCIN,CellChatDB
TNN,SDC1,TENASCIN,CellChatDB
TNXB,SDC1,TENASCIN,CellChatDB
THBS1,SDC1,THBS,CellChatDB
THBS2,SDC1,THBS,CellChatDB
THBS3,SDC1,THBS,CellChatDB
THBS4,SDC1,THBS,CellChatDB
COMP,SDC1,THBS,CellChatDB
COL1A1,SDC4,COLLAGEN,CellChatDB
COL1A2,SDC4,COLLAGEN,CellChatDB
COL2A1,SDC4,COLLAGEN,CellChatDB
COL4A1,SDC4,COLLAGEN,CellChatDB
COL4A2,SDC4,COLLAGEN,CellChatDB
COL4A3,SDC4,COLLAGEN,CellChatDB
COL4A4,SDC4,COLLAGEN,CellChatDB
COL4A5,SDC4,COLLAGEN,CellChatDB
COL4A6,SDC4,COLLAGEN,CellChatDB
COL6A1,SDC4,COLLAGEN,CellChatDB
COL6A2,SDC4,COLLAGEN,CellChatDB
COL6A3,SDC4,COLLAGEN,CellChatDB
COL6A4,SDC4,COLLAGEN,CellChatDB
COL6A5,SDC4,COLLAGEN,CellChatDB
COL6A6,SDC4,COLLAGEN,CellChatDB
COL9A1,SDC4,COLLAGEN,CellChatDB
COL9A2,SDC4,COLLAGEN,CellChatDB
COL9A3,SDC4,COLLAGEN,CellChatDB
FN1,SDC4,FN1,CellChatDB
TNC,SDC4,TENASCIN,CellChatDB
TNR,SDC4,TENASCIN,CellChatDB
TNN,SDC4,TENASCIN,CellChatDB
TNXB,SDC4,TENASCIN,CellChatDB
THBS1,SDC4,THBS,CellChatDB
THBS2,SDC4,THBS,CellChatDB
THBS3,SDC4,THBS,CellChatDB
THBS4,SDC4,THBS,CellChatDB
COMP,SDC4,THBS,CellChatDB
LAMA1,SV2A,LAMININ,CellChatDB
LAMA2,SV2A,LAMININ,CellChatDB
LAMA3,SV2A,LAMININ,CellChatDB
LAMA4,SV2A,LAMININ,CellChatDB
LAMA5,SV2A,LAMININ,CellChatDB
LAMB1,SV2A,LAMININ,CellChatDB
LAMB2,SV2A,LAMININ,CellChatDB
LAMB3,SV2A,LAMININ,CellChatDB
LAMC1,SV2A,LAMININ,CellChatDB
LAMC2,SV2A,LAMININ,CellChatDB
LAMC3,SV2A,LAMININ,CellChatDB
