mirna,gene,support_type,source,score,confidence,confidence_level,download_date
hsa-miR-93-5p,CXCL8,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-93-5p,E2F1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-93-5p,HIF1A,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-93-5p,KDM6B,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-941,KDM6B,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-941,KEAP1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-96-5p,ZEB1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-98-5p,E2F1,Non-Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-98-5p,EDN1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-98-5p,IL6,Non-Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR-99a-5p,NOX4,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-miR‑15a,GPX4,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
hsa-mir-506-3p,PTBP1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
miR-30d,SOCS1,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
miR-370,TFRC,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
miR-374c-5p,IL6,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
miR‑144‑3p,BCL6,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
mmu-miR-153-3p,SNCA,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
rno-miR-25-3p,NOX4,Functional MTI,miRTarBase_10.0_SE_WR,0.9,0.9,high,2026-06-21
