compound,gene,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,source
Luteolin,N(6)-ADENOSINE-METHYLTRANSFERASE 70 KDA SUBUNIT,CHEMBL4106140,CHEMBL151,IC50,6230.0,nM,5.21,ChEMBL
Luteolin,N(6)-ADENOSINE-METHYLTRANSFERASE CATALYTIC SUBUNIT METTL3,CHEMBL4106140,CHEMBL151,IC50,6230.0,nM,5.21,ChEMBL
Luteolin,N(6)-ADENOSINE-METHYLTRANSFERASE NON-CATALYTIC SUBUNIT METTL14,CHEMBL4106140,CHEMBL151,IC50,6230.0,nM,5.21,ChEMBL
Luteolin,N-APP,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,NAD(+) ADP-RIBOSYLTRANSFERASE 1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,NADH-DEPENDENT ENOYL-ACP REDUCTASE,CHEMBL1857,CHEMBL151,Ki,7050.0,nM,5.15,ChEMBL
Luteolin,NADPH,CHEMBL1250375,CHEMBL151,IC50,850.0,nM,6.07,ChEMBL
Luteolin,NADPH OXIDASE 4,CHEMBL1250375,CHEMBL151,IC50,850.0,nM,6.07,ChEMBL
Luteolin,NANH,CHEMBL5189,CHEMBL151,IC50,4300.0,nM,5.37,ChEMBL
Luteolin,NENDOU,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NEURAMINIDASE,CHEMBL5189,CHEMBL151,IC50,4300.0,nM,5.37,ChEMBL
Luteolin,NEURON,CHEMBL1293232,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,NEUTROPHIL,CHEMBL613710,CHEMBL151,IC50,900.0,nM,6.05,ChEMBL
Luteolin,NEUTROPHIL ELASTASE,CHEMBL248,CHEMBL151,Ki,10100.0,nM,5.0,ChEMBL
Luteolin,NIFEDIPINE OXIDASE,CHEMBL340,CHEMBL151,Potency,5011.9,nM,5.3,ChEMBL
Luteolin,NON-PROTEIN TARGET,CHEMBL3879801,CHEMBL151,IC50,1130.0,nM,5.95,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 1,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 10,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 12,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 13,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 14,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 15,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 16,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 2,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 3,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 4,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 5,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 6,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 7,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 8,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NON-STRUCTURAL PROTEIN 9,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NOX4,CHEMBL1250375,CHEMBL151,IC50,850.0,nM,6.07,ChEMBL
Luteolin,NSP1,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP10,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP12,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP13,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP14,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP15,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP16,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP2,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP3,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP4,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP5,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP6,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP7,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP8,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NSP9,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,NT-PARP-1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP C MEMBER 3,CHEMBL2459,CHEMBL151,EC50,2300.0,nM,5.64,ChEMBL
Luteolin,OATP-B,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,OATP-RP2,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,OATP2B1,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,OATPRP2,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,ONCOGENE AML-1,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,ORF1AB POLYPROTEIN,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,ORGANIC,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,ORGANIC ANION TRANSPORTER B,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,ORGANIC ANION TRANSPORTER POLYPEPTIDE-RELATED PROTEIN 2,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,ORGANIC ANION TRANSPORTING POLYPEPTIDE 2B1,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,OXIDASE,CHEMBL1250375,CHEMBL151,IC50,850.0,nM,6.07,ChEMBL
Luteolin,P(I)-UPTAKE STIMULATOR,CHEMBL4523488,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,P23,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,P25,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,P3(40),CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,P3(42),CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,P34 PROTEIN KINASE,CHEMBL2094127,CHEMBL151,IC50,6200.0,nM,5.21,ChEMBL
Luteolin,P35,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,P61-YES,CHEMBL2073,CHEMBL151,Ki,2380.0,nM,5.62,ChEMBL
Luteolin,P65 HOMOLOG,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,P72-SYK,CHEMBL2599,CHEMBL151,EC50,4500.0,nM,5.35,ChEMBL
Luteolin,P90-RSK 3,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,P90RSK3,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,PAPAIN-LIKE PROTEASE NSP3,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PAPAIN-LIKE PROTEINASE,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PARP-1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,PARP1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,PAS DOMAIN-CONTAINING PROTEIN 8,CHEMBL4261,CHEMBL151,Potency,398.1,nM,6.4,ChEMBL
Luteolin,PEA2-ALPHA B,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,PEA2-BETA,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,PEBP2-ALPHA B,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,PEBP2-BETA,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,PEPTIDASE,CHEMBL284,CHEMBL151,IC50,120.0,nM,6.92,ChEMBL
Luteolin,PEROXISOME,CHEMBL2459,CHEMBL151,EC50,2300.0,nM,5.64,ChEMBL
Luteolin,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,CHEMBL2459,CHEMBL151,EC50,2300.0,nM,5.64,ChEMBL
Luteolin,PEX,CHEMBL333,CHEMBL151,IC50,3610.0,nM,5.44,ChEMBL
Luteolin,PHOSPHOPROTEIN P53,CHEMBL4096,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,PHOSVITIN,CHEMBL3832943,CHEMBL151,IC50,500.0,nM,6.3,ChEMBL
Luteolin,PIUS,CHEMBL4523488,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PKMYT1,CHEMBL3984,CHEMBL151,IC50,1500.0,nM,5.82,ChEMBL
Luteolin,PL-PRO,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PL2-PRO,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PLACENTA-SPECIFIC ATP-BINDING CASSETTE TRANSPORTER,CHEMBL5393,CHEMBL151,IC50,8900.0,nM,5.05,ChEMBL
Luteolin,PLASMODIUM FALCIPARUM,CHEMBL364,CHEMBL151,IC50,9600.0,nM,5.02,ChEMBL
Luteolin,PLATELET-TYPE LIPOXYGENASE 12,CHEMBL3687,CHEMBL151,Potency,2511.9,nM,5.6,ChEMBL
Luteolin,PMN ELASTASE,CHEMBL248,CHEMBL151,Ki,10100.0,nM,5.0,ChEMBL
Luteolin,PN-II,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,POL,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,POLB,CHEMBL2392,CHEMBL151,Potency,7079.5,nM,5.15,ChEMBL
Luteolin,POLH,CHEMBL5542,CHEMBL151,Potency,3162.3,nM,,ChEMBL
Luteolin,POLI,CHEMBL5391,CHEMBL151,Potency,3981.1,nM,,ChEMBL
Luteolin,POLK,CHEMBL5365,CHEMBL151,Potency,6309.6,nM,,ChEMBL
Luteolin,POLY,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,POLY [ADP-RIBOSE] POLYMERASE 1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,"POLY [ADP-RIBOSE] POLYMERASE 1, 24-KDA FORM",CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,"POLY [ADP-RIBOSE] POLYMERASE 1, 28-KDA FORM",CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,"POLY [ADP-RIBOSE] POLYMERASE 1, 89-KDA FORM",CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,"POLY [ADP-RIBOSE] POLYMERASE 1, PROCESSED C-TERMINUS",CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,"POLY [ADP-RIBOSE] POLYMERASE 1, PROCESSED N-TERMINUS",CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,POLY [ADP-RIBOSE] POLYMERASE 5A,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,POLY [ADP-RIBOSE] POLYMERASE 5B,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-1,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,POLYMERASE,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,POLYOMAVIRUS ENHANCER-BINDING PROTEIN 2 ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,POLYOMAVIRUS ENHANCER-BINDING PROTEIN 2 BETA SUBUNIT,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,POLYPHOSPHATE,CHEMBL4523401,CHEMBL151,IC50,5500.0,nM,5.26,ChEMBL
Luteolin,POLYPROTEIN,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,POLYUNSATURATED,CHEMBL215,CHEMBL151,IC50,1600.0,nM,5.8,ChEMBL
Luteolin,POLYUNSATURATED FATTY ACID 5-LIPOXYGENASE,CHEMBL215,CHEMBL151,IC50,1600.0,nM,5.8,ChEMBL
Luteolin,POLYUNSATURATED FATTY ACID LIPOXYGENASE ALOX12,CHEMBL3687,CHEMBL151,Potency,2511.9,nM,5.6,ChEMBL
Luteolin,POLYUNSATURATED FATTY ACID LIPOXYGENASE ALOX15,CHEMBL2903,CHEMBL151,Potency,2511.9,nM,5.6,ChEMBL
Luteolin,POLYUNSATURATED FATTY ACID LIPOXYGENASE ALOX15B,CHEMBL2457,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,POLY[ADP-RIBOSE] SYNTHASE 1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,POTENTIAL,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,PP1AB,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PP90RSK2,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,PPAR-GAMMA,CHEMBL2459,CHEMBL151,EC50,2300.0,nM,5.64,ChEMBL
Luteolin,PPARG,CHEMBL2459,CHEMBL151,EC50,2300.0,nM,5.64,ChEMBL
Luteolin,PR160GAG-POL,CHEMBL3471,CHEMBL151,IC50,8900.0,nM,5.05,ChEMBL
Luteolin,PREA4,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,PREALBUMIN,CHEMBL3194,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,PRECURSOR,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,PRELAMIN-A/C,CHEMBL1293235,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,PROOFREADING EXORIBONUCLEASE NSP14,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,PROTEASE NEXIN-II,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,PROTEASOME,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME CHAIN 6,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME EPSILON CHAIN,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME SUBUNIT BETA TYPE-5,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME SUBUNIT BETA-5,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME SUBUNIT MB1,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEASOME SUBUNIT X,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,PROTEIN,CHEMBL1865,CHEMBL151,IC50,1438.0,nM,5.84,ChEMBL
Luteolin,PROTEIN DEACETYLASE HDAC6,CHEMBL1865,CHEMBL151,IC50,1438.0,nM,5.84,ChEMBL
Luteolin,PROTEIN G5A,CHEMBL3832943,CHEMBL151,IC50,500.0,nM,6.3,ChEMBL
Luteolin,PROTEIN G9A,CHEMBL6032,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE SIRTUIN-6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,PROTEIN POLY-ADP-RIBOSYLTRANSFERASE PARP1,CHEMBL3105,CHEMBL151,IC50,4265.8,nM,5.37,ChEMBL
Luteolin,PROTEIN POLY-ADP-RIBOSYLTRANSFERASE TANKYRASE-1,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,PROTEIN POLY-ADP-RIBOSYLTRANSFERASE TANKYRASE-2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,PROTO-ONCOGENE C-YES,CHEMBL2073,CHEMBL151,Ki,2380.0,nM,5.62,ChEMBL
Luteolin,PSMB5,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,QPCTL,CHEMBL3638349,CHEMBL151,Kd,9400.0,nM,5.03,ChEMBL
Luteolin,QUININE 3-MONOOXYGENASE,CHEMBL340,CHEMBL151,Potency,5011.9,nM,5.3,ChEMBL
Luteolin,RAD30 HOMOLOG A,CHEMBL5542,CHEMBL151,Potency,3162.3,nM,,ChEMBL
Luteolin,RAD30 HOMOLOG B,CHEMBL5391,CHEMBL151,Potency,3981.1,nM,,ChEMBL
Luteolin,RADICAL SCAVENGING ACTIVITY,CHEMBL613712,CHEMBL151,EC50,6120.0,nM,5.21,ChEMBL
Luteolin,RALDH 1,CHEMBL3577,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,RALDH1,CHEMBL3577,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,RAW264.7,CHEMBL612557,CHEMBL151,IC50,7390.0,nM,5.13,ChEMBL
Luteolin,RBL-2H3,CHEMBL614632,CHEMBL151,IC50,5800.0,nM,5.24,ChEMBL
Luteolin,RDRP,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,RECEPTOR,CHEMBL318,CHEMBL151,Ki,1660.0,nM,5.78,ChEMBL
Luteolin,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,CHEMBL1974,CHEMBL151,IC50,830.0,nM,6.08,ChEMBL
Luteolin,RECQ PROTEIN-LIKE 1,CHEMBL1293236,CHEMBL151,Potency,7943.3,nM,5.1,ChEMBL
Luteolin,RECQ PROTEIN-LIKE 2,CHEMBL2146312,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,RECQ PROTEIN-LIKE 3,CHEMBL1293237,CHEMBL151,Potency,3827.3,nM,,ChEMBL
Luteolin,RECQ-LIKE DNA HELICASE BLM,CHEMBL1293237,CHEMBL151,Potency,3827.3,nM,,ChEMBL
Luteolin,RECQ1,CHEMBL1293236,CHEMBL151,Potency,7943.3,nM,5.1,ChEMBL
Luteolin,RECQ2,CHEMBL1293237,CHEMBL151,Potency,3827.3,nM,,ChEMBL
Luteolin,RECQL,CHEMBL1293236,CHEMBL151,Potency,7943.3,nM,5.1,ChEMBL
Luteolin,REDOX FACTOR-1,CHEMBL5619,CHEMBL151,Potency,5011.9,nM,,ChEMBL
Luteolin,REDUCTASE,CHEMBL1900,CHEMBL151,IC50,600.0,nM,6.22,ChEMBL
Luteolin,REF-1,CHEMBL5619,CHEMBL151,Potency,5011.9,nM,,ChEMBL
Luteolin,REGULATOR,CHEMBL5619,CHEMBL151,Potency,5011.9,nM,,ChEMBL
Luteolin,REGULATORY PROTEIN SIR2 HOMOLOG 6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,RENAL CARCINOMA ANTIGEN NY-REN-32,CHEMBL1293235,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,RENAL NAD(P)H-OXIDASE,CHEMBL1250375,CHEMBL151,IC50,850.0,nM,6.07,ChEMBL
Luteolin,REP,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,REPAIR,CHEMBL5619,CHEMBL151,Potency,5011.9,nM,,ChEMBL
Luteolin,REPLICASE,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,REPLICASE POLYPROTEIN 1AB,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,RETINAL DEHYDROGENASE 1,CHEMBL3577,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,RIBOSOMAL,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,RIBOSOMAL S6 KINASE 2,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,RNA-CAPPING ENZYME SUBUNIT NSP9,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,RNA-DIRECTED RNA POLYMERASE NSP12,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,RPS6KA3,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,RSK-2,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,RUNT-RELATED TRANSCRIPTION FACTOR 1,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,RUNX1,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,S-APP-ALPHA,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,S-APP-BETA,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,S-D-LACTOYLGLUTATHIONE METHYLGLYOXAL LYASE,CHEMBL2424,CHEMBL151,IC50,7700.0,nM,5.11,ChEMBL
Luteolin,S6K-ALPHA-3,CHEMBL2345,CHEMBL151,IC50,4420.0,nM,5.36,ChEMBL
Luteolin,SARS CORONAVIRUS MAIN PROTEINASE,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,SARS-COV-2,CHEMBL4303835,CHEMBL151,EC50,10000.0,nM,5.0,ChEMBL
Luteolin,SEED,CHEMBL4586,CHEMBL151,IC50,3200.0,nM,5.5,ChEMBL
Luteolin,SEED LINOLEATE 13S-LIPOXYGENASE-1,CHEMBL4586,CHEMBL151,IC50,3200.0,nM,5.5,ChEMBL
Luteolin,SERINE/THREONINE-PROTEIN KINASE GSK3A,CHEMBL2095188,CHEMBL151,IC50,800.0,nM,6.1,ChEMBL
Luteolin,SERINE/THREONINE-PROTEIN KINASE GSK3B,CHEMBL2095188,CHEMBL151,IC50,800.0,nM,6.1,ChEMBL
Luteolin,SERINE/THREONINE-PROTEIN KINASE PSSALRE,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,SET DOMAIN-CONTAINING PROTEIN 7,CHEMBL5523,CHEMBL151,IC50,6080.0,nM,5.22,ChEMBL
Luteolin,SET7/9,CHEMBL5523,CHEMBL151,IC50,6080.0,nM,5.22,ChEMBL
Luteolin,SETD7,CHEMBL5523,CHEMBL151,IC50,6080.0,nM,5.22,ChEMBL
Luteolin,SHORT,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,SHORT CHAIN DEHYDROGENASE/REDUCTASE FAMILY 5C MEMBER 1,CHEMBL4159,CHEMBL151,Potency,10000.0,nM,5.0,ChEMBL
Luteolin,SHORT TRANSIENT RECEPTOR POTENTIAL CHANNEL 5,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE XH98G2,CHEMBL4159,CHEMBL151,Potency,10000.0,nM,5.0,ChEMBL
Luteolin,SI REDUCTASE,CHEMBL5983,CHEMBL151,IC50,9200.0,nM,5.04,ChEMBL
Luteolin,SIALIDASE,CHEMBL5189,CHEMBL151,IC50,4300.0,nM,5.37,ChEMBL
Luteolin,SIR2-LIKE PROTEIN 6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,SIRT6,CHEMBL2163182,CHEMBL151,IC50,1900.0,nM,5.72,ChEMBL
Luteolin,SL3-3 ENHANCER FACTOR 1 ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,SL3-3 ENHANCER FACTOR 1 SUBUNIT BETA,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,SL3/AKV CORE-BINDING FACTOR ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,SL3/AKV CORE-BINDING FACTOR BETA SUBUNIT,CHEMBL2093862,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,SLC16A1,CHEMBL4360,CHEMBL151,IC50,410.0,nM,6.39,ChEMBL
Luteolin,SLC6A3,CHEMBL338,CHEMBL151,EC50,1450.0,nM,5.84,ChEMBL
Luteolin,SLCO2B1,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,SMALL INTESTINE REDUCTASE,CHEMBL5983,CHEMBL151,IC50,9200.0,nM,5.04,ChEMBL
Luteolin,SMN1,CHEMBL1293232,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
