compound,gene,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,source
Luteolin,SMN2,CHEMBL1293232,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,CHEMBL338,CHEMBL151,EC50,1450.0,nM,5.84,ChEMBL
Luteolin,SOLUBLE APP-ALPHA,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,SOLUBLE APP-BETA,CHEMBL2487,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,SOLUTE,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,SOLUTE CARRIER FAMILY 16 MEMBER 1,CHEMBL4360,CHEMBL151,IC50,410.0,nM,6.39,ChEMBL
Luteolin,SOLUTE CARRIER FAMILY 21 MEMBER 9,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,SOLUTE CARRIER FAMILY 6 MEMBER 3,CHEMBL338,CHEMBL151,EC50,1450.0,nM,5.84,ChEMBL
Luteolin,SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER 2B1,CHEMBL1743124,CHEMBL151,IC50,3900.0,nM,5.41,ChEMBL
Luteolin,SPECIFICITY,CHEMBL5393,CHEMBL151,IC50,8900.0,nM,5.05,ChEMBL
Luteolin,SPLEEN TYROSINE KINASE,CHEMBL2599,CHEMBL151,EC50,4500.0,nM,5.35,ChEMBL
Luteolin,STEM CELL TYROSINE KINASE 1,CHEMBL1974,CHEMBL151,IC50,830.0,nM,6.08,ChEMBL
Luteolin,STK-1,CHEMBL1974,CHEMBL151,IC50,830.0,nM,6.08,ChEMBL
Luteolin,SUBSTRATE,CHEMBL5393,CHEMBL151,IC50,8900.0,nM,5.05,ChEMBL
Luteolin,SUBUNIT,CHEMBL4662,CHEMBL151,IC50,1300.0,nM,5.89,ChEMBL
Luteolin,SURVIVAL,CHEMBL1293232,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,SURVIVAL MOTOR NEURON PROTEIN,CHEMBL1293232,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
Luteolin,SYK,CHEMBL2599,CHEMBL151,EC50,4500.0,nM,5.35,ChEMBL
Luteolin,SYNTHASE,CHEMBL262,CHEMBL151,IC50,1500.0,nM,5.82,ChEMBL
Luteolin,T-CELL ACTIVATION ANTIGEN CD26,CHEMBL284,CHEMBL151,IC50,120.0,nM,6.92,ChEMBL
Luteolin,T10,CHEMBL4660,CHEMBL151,IC50,8200.0,nM,5.09,ChEMBL
Luteolin,TANK1,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TANK2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TANKYRASE I,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TANKYRASE II,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TANKYRASE-1,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TANKYRASE-2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TANKYRASE-LIKE PROTEIN,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TANKYRASE-RELATED PROTEIN,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TAU PROTEIN KINASE II 23 KDA SUBUNIT,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,TAU PROTEIN KINASE II CATALYTIC SUBUNIT,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,TBE-1,CHEMBL333,CHEMBL151,IC50,3610.0,nM,5.44,ChEMBL
Luteolin,TBPA,CHEMBL3194,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,THROMBOSPONDIN,CHEMBL2318,CHEMBL151,IC50,9800.0,nM,5.01,ChEMBL
Luteolin,TNKS,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TNKS-1,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TNKS-2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TNKS2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TOP1,CHEMBL1075164,CHEMBL151,IC50,660.0,nM,6.18,ChEMBL
Luteolin,TOPOISOMERASE,CHEMBL1075164,CHEMBL151,IC50,660.0,nM,6.18,ChEMBL
Luteolin,TP103,CHEMBL284,CHEMBL151,IC50,120.0,nM,6.92,ChEMBL
Luteolin,TP53,CHEMBL4096,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,TPKII CATALYTIC SUBUNIT,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,TPKII REGULATORY SUBUNIT,CHEMBL1907600,CHEMBL151,IC50,3800.0,nM,5.42,ChEMBL
Luteolin,TRANSIENT,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,TRANSIENT RECEPTOR PROTEIN 5,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,TRANSPORTER,CHEMBL4360,CHEMBL151,IC50,410.0,nM,6.39,ChEMBL
Luteolin,TRANSTHYRETIN,CHEMBL3194,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,TRF1-INTERACTING ANKYRIN-RELATED ADP-RIBOSE POLYMERASE,CHEMBL6164,CHEMBL151,IC50,2398.83,nM,5.62,ChEMBL
Luteolin,TRF1-INTERACTING ANKYRIN-RELATED ADP-RIBOSE POLYMERASE 2,CHEMBL6154,CHEMBL151,IC50,1071.52,nM,5.97,ChEMBL
Luteolin,TRNA N1-METHYL ADENINE DEMETHYLASE FTO,CHEMBL2331065,CHEMBL151,IC50,7500.0,nM,5.12,ChEMBL
Luteolin,TRP-5,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,TRPC5,CHEMBL1250411,CHEMBL151,IC50,10000.0,nM,,ChEMBL
Luteolin,TTR,CHEMBL3194,CHEMBL151,IC50,6400.0,nM,5.19,ChEMBL
Luteolin,TUBULIN-LYSINE DEACETYLASE HDAC6,CHEMBL1865,CHEMBL151,IC50,1438.0,nM,5.84,ChEMBL
Luteolin,TUMOR,CHEMBL4096,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,TUMOR ANTIGEN HOM-RCC-3.1.3,CHEMBL3242,CHEMBL151,Ki,60.3,nM,7.22,ChEMBL
Luteolin,TUMOR SUPPRESSOR P53,CHEMBL4096,CHEMBL151,Potency,3162.3,nM,5.5,ChEMBL
Luteolin,TYPE,CHEMBL333,CHEMBL151,IC50,3610.0,nM,5.44,ChEMBL
Luteolin,TYPE I ARGINASE,CHEMBL3232699,CHEMBL151,IC50,9000.0,nM,5.05,ChEMBL
Luteolin,TYPE II HADH,CHEMBL4159,CHEMBL151,Potency,10000.0,nM,5.0,ChEMBL
Luteolin,TYROSINE-PROTEIN KINASE SYK,CHEMBL2599,CHEMBL151,EC50,4500.0,nM,5.35,ChEMBL
Luteolin,TYROSINE-PROTEIN KINASE YES,CHEMBL2073,CHEMBL151,Ki,2380.0,nM,5.62,ChEMBL
Luteolin,U6 SMALL NUCLEAR RNA (2'-O-METHYLADENOSINE-N(6)-)-DEMETHYLASE FTO,CHEMBL2331065,CHEMBL151,IC50,7500.0,nM,5.12,ChEMBL
Luteolin,U6 SMALL NUCLEAR RNA N(6)-METHYLADENOSINE-DEMETHYLASE FTO,CHEMBL2331065,CHEMBL151,IC50,7500.0,nM,5.12,ChEMBL
Luteolin,UNCHECKED,CHEMBL612545,CHEMBL151,IC50,7100.0,nM,5.15,ChEMBL
Luteolin,URATE EXPORTER,CHEMBL5393,CHEMBL151,IC50,8900.0,nM,5.05,ChEMBL
Luteolin,URIDYLATE-SPECIFIC ENDORIBONUCLEASE NSP15,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,VIRAL PROTEIN GENOME-LINKED NSP9,CHEMBL4523582,CHEMBL151,IC50,4600.0,nM,5.34,ChEMBL
Luteolin,WERNER SYNDROME PROTEIN,CHEMBL2146312,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,WITH,CHEMBL2318,CHEMBL151,IC50,9800.0,nM,5.01,ChEMBL
Luteolin,WRN,CHEMBL2146312,CHEMBL151,Potency,10000.0,nM,,ChEMBL
Luteolin,XANTHINE,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XANTHINE DEHYDROGENASE,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XANTHINE DEHYDROGENASE/OXIDASE,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XANTHINE OXIDASE,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XANTHINE OXIDOREDUCTASE,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XDH,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,XERODERMA PIGMENTOSUM VARIANT TYPE PROTEIN,CHEMBL5542,CHEMBL151,Potency,3162.3,nM,,ChEMBL
Luteolin,XOR,CHEMBL1929,CHEMBL151,IC50,550.0,nM,6.26,ChEMBL
Luteolin,YES,CHEMBL2073,CHEMBL151,Ki,2380.0,nM,5.62,ChEMBL
Luteolin,YES1,CHEMBL2073,CHEMBL151,Ki,2380.0,nM,5.62,ChEMBL
Luteolin,[HISTONE H3]-TRIMETHYL-L-LYSINE(9) DEMETHYLASE 4E,CHEMBL1293226,CHEMBL151,Potency,8912.5,nM,5.05,ChEMBL
ML162,4T1,CHEMBL612589,CHEMBL1499544,IC50,2520.0,nM,5.6,ChEMBL
ML162,A549,CHEMBL392,CHEMBL1499544,IC50,2090.0,nM,5.68,ChEMBL
ML162,ADMET,CHEMBL612558,CHEMBL1499544,IC50,578.0,nM,6.24,ChEMBL
ML162,ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,ANTERIOR PITUITARY GLYCOPROTEIN HORMONES COMMON SUBUNIT ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,ASPC1,CHEMBL612588,CHEMBL1499544,IC50,142.0,nM,6.85,ChEMBL
ML162,ATAXIN-2,CHEMBL1795085,CHEMBL1499544,Potency,1412.5,nM,,ChEMBL
ML162,ATXN2,CHEMBL1795085,CHEMBL1499544,Potency,1412.5,nM,,ChEMBL
ML162,BJ,CHEMBL614358,CHEMBL1499544,EC50,167.0,nM,6.78,ChEMBL
ML162,BT-549,CHEMBL614072,CHEMBL1499544,IC50,650.0,nM,6.19,ChEMBL
ML162,CATALYTIC,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,CG-ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,CGA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,CHOLESTEROL,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,CHORIOGONADOTROPIN ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,CHORIONIC GONADOTROPHIN SUBUNIT ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,ENDONUCLEASE PI-MTUI,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,ERYTHROID,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,FACTOR,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,FAMILY,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,FOLLICLE-STIMULATING HORMONE ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,FOLLITROPIN ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,FSH-ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,GEMININ,CHEMBL1293278,CHEMBL1499544,Potency,6513.1,nM,,ChEMBL
ML162,GLUTATHIONE,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,GLUTATHIONE PEROXIDASE 4,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,GLYCOPROTEIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,GLYCOPROTEIN HORMONES ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,GMNN,CHEMBL1293278,CHEMBL1499544,Potency,6513.1,nM,,ChEMBL
ML162,GPX-4,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,GPX4,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,GSHPX-4,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,HCT-116,CHEMBL394,CHEMBL1499544,IC50,4140.0,nM,5.38,ChEMBL
ML162,HEPG2,CHEMBL395,CHEMBL1499544,IC50,3710.0,nM,5.43,ChEMBL
ML162,HMAD-3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,HORMONES,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,HSMAD3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,HT-1080,CHEMBL614580,CHEMBL1499544,IC50,660.0,nM,6.18,ChEMBL
ML162,HUH-7,CHEMBL614039,CHEMBL1499544,EC50,138.0,nM,6.86,ChEMBL
ML162,HVPS34,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,HYDROPEROXIDE,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,INTRACELLULAR,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,JV15-2,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,LSH-ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,LUTEINIZING HORMONE ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,LUTROPIN ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,MAD HOMOLOG 3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,MAD3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,MBNL1,CHEMBL1293317,CHEMBL1499544,Potency,125.9,nM,,ChEMBL
ML162,MCF7,CHEMBL387,CHEMBL1499544,IC50,10100.0,nM,5.0,ChEMBL
ML162,MDA-MB-231,CHEMBL400,CHEMBL1499544,IC50,160.0,nM,6.8,ChEMBL
ML162,MDA-MB-468,CHEMBL614335,CHEMBL1499544,IC50,120.0,nM,6.92,ChEMBL
ML162,MEMBER,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,MOTHERS AGAINST DPP HOMOLOG 3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,MTU RECA INTEIN,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,MUSCLEBLIND-LIKE PROTEIN 1,CHEMBL1293317,CHEMBL1499544,Potency,125.9,nM,,ChEMBL
ML162,NADPH,CHEMBL6110,CHEMBL1499544,Potency,10000.0,nM,5.0,ChEMBL
ML162,NCI-H522,CHEMBL614387,CHEMBL1499544,IC50,14.0,nM,7.85,ChEMBL
ML162,NF-E2-RELATED FACTOR 2,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,NFE2-RELATED FACTOR 2,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,NFE2L2,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,NIEMANN-PICK C1 PROTEIN,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,NON-PROTEIN TARGET,CHEMBL3879801,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,NPC,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 1,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,NPC1,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,NRF-2,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,NUCLEAR,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,NUCLEAR FACTOR ERYTHROID 2-RELATED FACTOR 2,CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,"NUCLEAR FACTOR, ERYTHROID DERIVED 2, LIKE 2",CHEMBL1075094,CHEMBL1499544,Potency,3548.1,nM,,ChEMBL
ML162,PEROXIDASE,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,PHGPX,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYPE 3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PHOSPHATIDYLINOSITOL 3-KINASE P100 SUBUNIT,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PHOSPHOINOSITIDE-3-KINASE CLASS 3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PHOSPHOLIPID,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXIDASE GPX4,CHEMBL4295754,CHEMBL1499544,EC50,28.0,nM,7.55,ChEMBL
ML162,PI3-KINASE TYPE 3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PI3K TYPE 3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PIK3C3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,PLASMODIUM FALCIPARUM,CHEMBL364,CHEMBL1499544,Potency,4653.5,nM,,ChEMBL
ML162,PROTEIN,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,PROTEIN RECA,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,PROTEIN YORKIE HOMOLOG,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,PTDINS-3-KINASE TYPE 3,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,RAB9A,CHEMBL1293294,CHEMBL1499544,Potency,251.2,nM,6.6,ChEMBL
ML162,RAS-RELATED PROTEIN RAB-9A,CHEMBL1293294,CHEMBL1499544,Potency,251.2,nM,6.6,ChEMBL
ML162,RECA,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,RECOMBINASE A,CHEMBL1741171,CHEMBL1499544,EC50,240.0,nM,6.62,ChEMBL
ML162,REDUCTASE,CHEMBL6110,CHEMBL1499544,Potency,10000.0,nM,5.0,ChEMBL
ML162,SMAD,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,SMAD 3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,SMAD FAMILY MEMBER 3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,SMAD3,CHEMBL1293258,CHEMBL1499544,Potency,7943.3,nM,,ChEMBL
ML162,SPINOCEREBELLAR ATAXIA TYPE 2 PROTEIN,CHEMBL1795085,CHEMBL1499544,Potency,1412.5,nM,,ChEMBL
ML162,SUBUNIT,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,TDP1,CHEMBL1075138,CHEMBL1499544,Potency,1458.1,nM,,ChEMBL
ML162,TEA DOMAIN FAMILY MEMBER 4,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TEAD-4,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TEAD4,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TGR,CHEMBL6110,CHEMBL1499544,Potency,10000.0,nM,5.0,ChEMBL
ML162,THIOREDOXIN-DISULFIDE REDUCTASE (NADPH),CHEMBL6110,CHEMBL1499544,Potency,10000.0,nM,5.0,ChEMBL
ML162,THYROID-STIMULATING HORMONE ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,THYROTROPIN ALPHA CHAIN,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,TRANSCRIPTION FACTOR 13-LIKE 1,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TRANSCRIPTION FACTOR RTEF-1,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TRANSCRIPTIONAL COACTIVATOR YAP1,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TRANSCRIPTIONAL ENHANCER FACTOR TEF-3,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,TRANSPORTER,CHEMBL1293277,CHEMBL1499544,Potency,891.3,nM,6.05,ChEMBL
ML162,TRINUCLEOTIDE REPEAT-CONTAINING GENE 13 PROTEIN,CHEMBL1795085,CHEMBL1499544,Potency,1412.5,nM,,ChEMBL
ML162,TRIPLET-EXPANSION RNA-BINDING PROTEIN,CHEMBL1293317,CHEMBL1499544,Potency,125.9,nM,,ChEMBL
ML162,TSH-ALPHA,CHEMBL2146305,CHEMBL1499544,Potency,501.2,nM,,ChEMBL
ML162,TYPE,CHEMBL1075165,CHEMBL1499544,IC50,25.0,nM,7.6,ChEMBL
ML162,TYR-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL1499544,Potency,1458.1,nM,,ChEMBL
ML162,TYROSYL-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL1499544,Potency,1458.1,nM,,ChEMBL
ML162,UNCHECKED,CHEMBL612545,CHEMBL1499544,EC50,765.0,nM,6.12,ChEMBL
ML162,YAP1,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,YES-ASSOCIATED PROTEIN 1,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
ML162,YES-ASSOCIATED PROTEIN YAP65 HOMOLOG,CHEMBL5465250,CHEMBL1499544,IC50,1100.0,nM,5.96,ChEMBL
Magnolol,AFFINITY,CHEMBL4507,CHEMBL180920,IC50,2886.57,nM,,ChEMBL
Magnolol,CANDIDA ALBICANS,CHEMBL366,CHEMBL180920,IC50,7500.0,nM,5.12,ChEMBL
Magnolol,CANN6,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CANNABINOID,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CANNABINOID RECEPTOR 1,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CANNABINOID RECEPTOR 2,CHEMBL253,CHEMBL180920,EC50,3280.0,nM,5.48,ChEMBL
Magnolol,CB-2,CHEMBL253,CHEMBL180920,EC50,3280.0,nM,5.48,ChEMBL
Magnolol,CB-R,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CB1,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CB2,CHEMBL253,CHEMBL180920,EC50,3280.0,nM,5.48,ChEMBL
Magnolol,CHOLINE,CHEMBL4507,CHEMBL180920,IC50,2886.57,nM,,ChEMBL
Magnolol,CHT,CHEMBL4507,CHEMBL180920,IC50,2886.57,nM,,ChEMBL
Magnolol,CNR1,CHEMBL218,CHEMBL180920,Ki,3150.0,nM,5.5,ChEMBL
Magnolol,CNR2,CHEMBL253,CHEMBL180920,EC50,3280.0,nM,5.48,ChEMBL
Magnolol,CX5,CHEMBL253,CHEMBL180920,EC50,3280.0,nM,5.48,ChEMBL
Magnolol,GABA(A) RECEPTOR SUBUNIT ALPHA-1,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABA(A) RECEPTOR SUBUNIT BETA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABA(A) RECEPTOR SUBUNIT GAMMA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABAAR SUBUNIT ALPHA-1,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABAAR SUBUNIT BETA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABAAR SUBUNIT GAMMA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABRA1,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABRB2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GABRG2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GAMMA,CHEMBL235,CHEMBL180920,EC50,1620.0,nM,5.79,ChEMBL
Magnolol,GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT ALPHA-1,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
Magnolol,GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT GAMMA-2,CHEMBL2095172,CHEMBL180920,EC50,4800.0,nM,5.32,ChEMBL
