gene,pathway,source,adj_p_value
MAPK1,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
NLRP3,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
NOX4,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
E2F3,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
IGFBP7,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
CRYAB,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
TLR4,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
ATF3,Cellular Responses To Stress R-HSA-2262752,Reactome_2022,3.0994018644440367e-10
KDM6B,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
ABCC1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
CXCL8,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
KEAP1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
NR1D1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
MAPK14,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
HIF1A,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
HERPUD1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
SOD1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
ERN1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
IL6,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
E2F1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
TXNIP,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
HMOX1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
MAPK1,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
NLRP3,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
NOX4,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
E2F3,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
IGFBP7,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
CRYAB,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
TLR4,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
ATF3,Cellular Responses To Stimuli R-HSA-8953897,Reactome_2022,3.767712891934225e-10
SOCS1,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
IRF7,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
MAPK1,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
HMGB1,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
MAPK14,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
TLR4,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
S100A8,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
CTSB,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
LGMN,Toll-like Receptor Cascades R-HSA-168898,Reactome_2022,6.529024855543935e-06
EGR1,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
SOCS1,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
STAT1,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
IRF1,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
IRF7,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
IRF9,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,7.720596137784456e-05
KDM6B,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
IL6,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
CXCL8,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
E2F1,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
MAPK1,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
E2F3,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
IGFBP7,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
MAPK14,Cellular Senescence R-HSA-2559583,Reactome_2022,7.720596137784456e-05
CXCL10,Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,0.00012901865577520872
IL6,Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,0.00012901865577520872
CXCL8,Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,0.00012901865577520872
IL1B,Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,0.00012901865577520872
PTGS2,Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,0.00012901865577520872
YAP1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
CXCL8,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
TFRC,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
TNFAIP3,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
TNFAIP1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
SLC1A5,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
ACVR1B,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
HIF1A,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
PTBP1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
SOCS1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
PDE4B,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
E2F1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
MAPK1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
NLRP3,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
E2F3,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
EGR1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
WWTR1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
EDN1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
CAVIN1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
SMURF2,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
STAT1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
WNT5A,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
MAPK14,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
RUNX3,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
FOSL1,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
CXCL10,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
IL6,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
S100A8,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
EPHA2,Signal Transduction R-HSA-162582,Reactome_2022,0.00012937656558438643
SOCS1,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
IFNG,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
STAT1,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
IRF1,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
IRF7,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
IRF9,Interferon Gamma Signaling R-HSA-877300,Reactome_2022,0.00018594609734142733
SOCS2,Growth Hormone Receptor Signaling R-HSA-982772,Reactome_2022,0.00018594609734142733
SOCS1,Growth Hormone Receptor Signaling R-HSA-982772,Reactome_2022,0.00018594609734142733
STAT1,Growth Hormone Receptor Signaling R-HSA-982772,Reactome_2022,0.00018594609734142733
MAPK1,Growth Hormone Receptor Signaling R-HSA-982772,Reactome_2022,0.00018594609734142733
SOCS1,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
IRF7,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
MAPK1,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
HMGB1,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
MAPK14,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
TLR4,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
S100A8,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome_2022,0.00018594609734142733
TNFAIP3,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome_2022,0.00018594609734142733
TXNIP,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome_2022,0.00018594609734142733
HMOX1,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome_2022,0.00018594609734142733
NLRP3,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome_2022,0.00018594609734142733
MAPK14,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome_2022,0.00018594609734142733
IL1B,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,0.00018594609734142733
HMOX1,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,0.00018594609734142733
NLRP3,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,0.00018594609734142733
TXNIP,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,0.00018594609734142733
YAP1,RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,Reactome_2022,0.00018594609734142733
WWTR1,RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,Reactome_2022,0.00018594609734142733
RUNX3,RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,Reactome_2022,0.00018594609734142733
TNFAIP3,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
HMGB1,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
MAPK14,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
MPO,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
SOCS1,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
IL1B,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
IRF7,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
LCN2,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
TXNIP,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
HMOX1,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
MAPK1,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
NLRP3,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
TLR4,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
MAP3K14,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
S100A8,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
CTSB,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
LGMN,Innate Immune System R-HSA-168249,Reactome_2022,0.00023267621855688588
WWTR1,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,Reactome_2022,0.000400546224834854
SMURF2,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,Reactome_2022,0.000400546224834854
STAT1,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,Reactome_2022,0.000400546224834854
MAPK1,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,Reactome_2022,0.000400546224834854
SOCS1,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
MAPK1,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
HMGB1,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
MAPK14,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
TLR4,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
S100A8,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome_2022,0.0004445628387046273
IL6,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
IL1B,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
WNT5A,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
TXNIP,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
HMOX1,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
MAPK1,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
NLRP3,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
MAPK14,Leishmania Infection R-HSA-9658195,Reactome_2022,0.0006413735736625502
ABCC1,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
KEAP1,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
TXNIP,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
HMOX1,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
NLRP3,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
NOX4,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
SOD1,Cellular Response To Chemical Stress R-HSA-9711123,Reactome_2022,0.0006759535792969392
SOCS1,Regulation Of IFNG Signaling R-HSA-877312,Reactome_2022,0.0008748595083115673
IFNG,Regulation Of IFNG Signaling R-HSA-877312,Reactome_2022,0.0008748595083115673
STAT1,Regulation Of IFNG Signaling R-HSA-877312,Reactome_2022,0.0008748595083115673
CD74,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
SMURF2,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
KEAP1,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
HMGB1,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
FBXO31,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
HERC2,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
SOCS1,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
FBXL5,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
TLR4,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
MAP3K14,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
S100A8,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
CTSB,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
LGMN,Adaptive Immune System R-HSA-1280218,Reactome_2022,0.0010581525830495
EGR1,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
SOCS1,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
IFNG,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
STAT1,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
IRF1,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
IRF7,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
IRF9,Interferon Signaling R-HSA-913531,Reactome_2022,0.0010847913508729
HMOX1,NLRP3 Inflammasome R-HSA-844456,Reactome_2022,0.0011823689419384
NLRP3,NLRP3 Inflammasome R-HSA-844456,Reactome_2022,0.0011823689419384
TXNIP,NLRP3 Inflammasome R-HSA-844456,Reactome_2022,0.0011823689419384
HMGB1,MyD88 Deficiency (TLR2/4) R-HSA-5602498,Reactome_2022,0.0013777505775386
TLR4,MyD88 Deficiency (TLR2/4) R-HSA-5602498,Reactome_2022,0.0013777505775386
S100A8,MyD88 Deficiency (TLR2/4) R-HSA-5602498,Reactome_2022,0.0013777505775386
HMGB1,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,Reactome_2022,0.0014764642522617
TLR4,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,Reactome_2022,0.0014764642522617
S100A8,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,Reactome_2022,0.0014764642522617
HMGB1,IRAK4 Deficiency (TLR2/4) R-HSA-5603041,Reactome_2022,0.0014764642522617
TLR4,IRAK4 Deficiency (TLR2/4) R-HSA-5603041,Reactome_2022,0.0014764642522617
S100A8,IRAK4 Deficiency (TLR2/4) R-HSA-5603041,Reactome_2022,0.0014764642522617
HERC2,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
SOCS1,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
SMURF2,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
KEAP1,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
HMGB1,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
FBXL5,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
TLR4,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
S100A8,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
FBXO31,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome_2022,0.0014764642522617
KDM6B,Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,0.0014764642522617
E2F1,Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,0.0014764642522617
MAPK1,Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,0.0014764642522617
E2F3,Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,0.0014764642522617
MAPK14,Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,0.0014764642522617
WWTR1,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,Reactome_2022,0.0017551261728402
SMURF2,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,Reactome_2022,0.0017551261728402
STAT1,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,Reactome_2022,0.0017551261728402
MAPK1,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,Reactome_2022,0.0017551261728402
IRF7,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome_2022,0.0021103238561232
MAPK1,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome_2022,0.0021103238561232
HMGB1,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome_2022,0.0021103238561232
MAPK14,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome_2022,0.0021103238561232
TLR4,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome_2022,0.0021103238561232
HMOX1,Inflammasomes R-HSA-622312,Reactome_2022,0.0021103238561232
NLRP3,Inflammasomes R-HSA-622312,Reactome_2022,0.0021103238561232
TXNIP,Inflammasomes R-HSA-622312,Reactome_2022,0.0021103238561232
IRF7,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome_2022,0.0021211603908601
MAPK1,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome_2022,0.0021211603908601
HMGB1,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome_2022,0.0021211603908601
MAPK14,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome_2022,0.0021211603908601
TLR4,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome_2022,0.0021211603908601
IRF7,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome_2022,0.0022770836951869
MAPK1,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome_2022,0.0022770836951869
HMGB1,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome_2022,0.0022770836951869
MAPK14,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome_2022,0.0022770836951869
TLR4,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome_2022,0.0022770836951869
ABCC1,Cytoprotection By HMOX1 R-HSA-9707564,Reactome_2022,0.0022770836951869
TXNIP,Cytoprotection By HMOX1 R-HSA-9707564,Reactome_2022,0.0022770836951869
HMOX1,Cytoprotection By HMOX1 R-HSA-9707564,Reactome_2022,0.0022770836951869
NLRP3,Cytoprotection By HMOX1 R-HSA-9707564,Reactome_2022,0.0022770836951869
YAP1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
WWTR1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
SMARCB1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
SMURF2,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
STAT1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
LIFR,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
NR1D1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
MAPK14,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
RUNX3,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
IL6,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
IFNG,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
BCL6,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
E2F1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
TXNIP,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
MAPK1,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
BRD7,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0022770836951869
IRF7,MyD88-independent TLR4 Cascade R-HSA-166166,Reactome_2022,0.0022770836951869
MAPK1,MyD88-independent TLR4 Cascade R-HSA-166166,Reactome_2022,0.0022770836951869
HMGB1,MyD88-independent TLR4 Cascade R-HSA-166166,Reactome_2022,0.0022770836951869
MAPK14,MyD88-independent TLR4 Cascade R-HSA-166166,Reactome_2022,0.0022770836951869
TLR4,MyD88-independent TLR4 Cascade R-HSA-166166,Reactome_2022,0.0022770836951869
TFRC,Iron Uptake And Transport R-HSA-917937,Reactome_2022,0.0024833002364073
LCN2,Iron Uptake And Transport R-HSA-917937,Reactome_2022,0.0024833002364073
HMOX1,Iron Uptake And Transport R-HSA-917937,Reactome_2022,0.0024833002364073
FBXL5,Iron Uptake And Transport R-HSA-917937,Reactome_2022,0.0024833002364073
MAPK1,RHO GTPases Activate NADPH Oxidases R-HSA-5668599,Reactome_2022,0.0025129530734635
MAPK14,RHO GTPases Activate NADPH Oxidases R-HSA-5668599,Reactome_2022,0.0025129530734635
S100A8,RHO GTPases Activate NADPH Oxidases R-HSA-5668599,Reactome_2022,0.0025129530734635
YAP1,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,Reactome_2022,0.0025129530734635
WWTR1,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,Reactome_2022,0.0025129530734635
MAPK1,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,Reactome_2022,0.0025129530734635
IL6,Interleukin-6 Family Signaling R-HSA-6783589,Reactome_2022,0.0025129530734635
STAT1,Interleukin-6 Family Signaling R-HSA-6783589,Reactome_2022,0.0025129530734635
LIFR,Interleukin-6 Family Signaling R-HSA-6783589,Reactome_2022,0.0025129530734635
FOSL1,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome_2022,0.0025696441741097
EGR1,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome_2022,0.0025696441741097
MAPK1,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome_2022,0.0025696441741097
MAPK14,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome_2022,0.0025696441741097
E2F1,G2 Phase R-HSA-68911,Reactome_2022,0.0026903351043041
E2F3,G2 Phase R-HSA-68911,Reactome_2022,0.0026903351043041
IL1B,Pyroptosis R-HSA-5620971,Reactome_2022,0.0029966533229425
IRF1,Pyroptosis R-HSA-5620971,Reactome_2022,0.0029966533229425
HMGB1,Pyroptosis R-HSA-5620971,Reactome_2022,0.0029966533229425
WWTR1,Signaling By TGFB Family Members R-HSA-9006936,Reactome_2022,0.0031025475432124
SMURF2,Signaling By TGFB Family Members R-HSA-9006936,Reactome_2022,0.0031025475432124
STAT1,Signaling By TGFB Family Members R-HSA-9006936,Reactome_2022,0.0031025475432124
MAPK1,Signaling By TGFB Family Members R-HSA-9006936,Reactome_2022,0.0031025475432124
ACVR1B,Signaling By TGFB Family Members R-HSA-9006936,Reactome_2022,0.0031025475432124
CXCL8,ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994,Reactome_2022,0.0032195514422839
ATF3,ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994,Reactome_2022,0.0032195514422839
HERPUD1,ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994,Reactome_2022,0.0032195514422839
ALOX15,Biosynthesis Of EPA-derived SPMs R-HSA-9018679,Reactome_2022,0.0035496023874029
PTGS2,Biosynthesis Of EPA-derived SPMs R-HSA-9018679,Reactome_2022,0.0035496023874029
ALOX15,Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770,Reactome_2022,0.0035496023874029
PTGS2,Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770,Reactome_2022,0.0035496023874029
LCN2,Metal Sequestration By Antimicrobial Proteins R-HSA-6799990,Reactome_2022,0.0035496023874029
S100A8,Metal Sequestration By Antimicrobial Proteins R-HSA-6799990,Reactome_2022,0.0035496023874029
YAP1,RUNX2 Regulates Bone Development R-HSA-8941326,Reactome_2022,0.0044190243618939
WWTR1,RUNX2 Regulates Bone Development R-HSA-8941326,Reactome_2022,0.0044190243618939
MAPK1,RUNX2 Regulates Bone Development R-HSA-8941326,Reactome_2022,0.0044190243618939
